target,horizon_minutes,n,rmse,nrmse,mae,bias,r2,resolution,resolution_minutes,model,feature_set,candidate_id,split,fit_seconds,inference_seconds
relative_humidity,120,135,5.198540668504883,0.4812274749760997,3.6402467427983485,0.12045911983146428,0.7862925965336696,12min,12,RANDOM_FOREST,SHT_TIME,2,validation,0.13312140002381057,0.02844809996895492
relative_humidity,240,135,6.872286882379516,0.6135696864673381,5.129400643249069,0.4937281995884761,0.6950542927713398,12min,12,RANDOM_FOREST,SHT_TIME,2,validation,0.13312140002381057,0.02844809996895492
relative_humidity,480,135,5.8353096907943165,0.38982251097415177,4.3347291582402505,-0.8917943681168009,0.7731019378446614,12min,12,RANDOM_FOREST,SHT_TIME,2,validation,0.13312140002381057,0.02844809996895492
temperature,60,378,1.1227431536688022,0.2901297527109609,0.8322257100578733,-0.12774984000053372,0.9199950828640879,12min,12,RANDOM_FOREST,SHT_TIME,2,test,0.15441309998277575,0.047869900008663535
temperature,120,378,1.3066400105059661,0.3444866761774866,0.961860373645437,-0.20600062284949533,0.8951693816717777,12min,12,RANDOM_FOREST,SHT_TIME,2,test,0.15441309998277575,0.047869900008663535
temperature,240,378,1.4699554813694535,0.35634008243325155,1.083844186240715,-0.203178399706308,0.8702346179475859,12min,12,RANDOM_FOREST,SHT_TIME,2,test,0.15441309998277575,0.047869900008663535
temperature,480,378,1.8215909727331385,0.35832772542768654,1.3605821413381105,0.06867417202225207,0.8516336020425552,12min,12,RANDOM_FOREST,SHT_TIME,2,test,0.15441309998277575,0.047869900008663535
relative_humidity,60,378,2.4168291612172217,0.2116307798435385,1.6990711838353922,-0.26035618155127865,0.9554586065454933,12min,12,RANDOM_FOREST,SHT_TIME,2,test,0.15441309998277575,0.047869900008663535
relative_humidity,120,378,3.0237573498931014,0.27296572938305264,2.0577471362783823,-0.03016340141144852,0.9321899372509824,12min,12,RANDOM_FOREST,SHT_TIME,2,test,0.15441309998277575,0.047869900008663535
relative_humidity,240,378,3.5753158786767187,0.2969590496027544,2.529135607985247,0.05806185233539555,0.9067708709252987,12min,12,RANDOM_FOREST,SHT_TIME,2,test,0.15441309998277575,0.047869900008663535
relative_humidity,480,378,5.022322292342974,0.371988205399485,3.6192090579182428,-0.33021954676997833,0.8527801281616423,12min,12,RANDOM_FOREST,SHT_TIME,2,test,0.15441309998277575,0.047869900008663535
temperature,60,135,1.7378220661740063,0.4629318297585524,1.2874934998129433,0.3382931631126059,0.805975311586661,12min,12,EXTRA_TREES,SHT_TIME,2,validation,0.13372920011170208,0.042939400067552924
temperature,120,135,2.027237305409045,0.550049120006323,1.458932903105119,0.5407148335203864,0.7260981618580913,12min,12,EXTRA_TREES,SHT_TIME,2,validation,0.13372920011170208,0.042939400067552924
temperature,240,135,2.2164275676233642,0.5627730184956583,1.611518050879157,0.27007876917321433,0.7264934243475558,12min,12,EXTRA_TREES,SHT_TIME,2,validation,0.13372920011170208,0.042939400067552924
temperature,480,135,2.2906591370415246,0.3826416060622377,1.7868321081182197,0.49374735316123963,0.7051439237372545,12min,12,EXTRA_TREES,SHT_TIME,2,validation,0.13372920011170208,0.042939400067552924
relative_humidity,60,135,4.870343970241487,0.43130004872991823,3.516292340067332,-0.11949933595213333,0.8211833797015315,12min,12,EXTRA_TREES,SHT_TIME,2,validation,0.13372920011170208,0.042939400067552924
relative_humidity,120,135,5.361841104625445,0.4963441512796815,3.8694461279461327,-0.4256904040404046,0.7726554458434243,12min,12,EXTRA_TREES,SHT_TIME,2,validation,0.13372920011170208,0.042939400067552924
relative_humidity,240,135,6.8441455422021065,0.6110571788312417,4.90675066404789,0.10644789562288026,0.6975466248475986,12min,12,EXTRA_TREES,SHT_TIME,2,validation,0.13372920011170208,0.042939400067552924
relative_humidity,480,135,6.1814826226988115,0.4129482761343425,4.549930499438832,-0.5706671623644114,0.7453824865750793,12min,12,EXTRA_TREES,SHT_TIME,2,validation,0.13372920011170208,0.042939400067552924
temperature,60,378,1.0561074577444693,0.27291032196486836,0.7629543450376807,-0.1586004355726571,0.929209974686929,12min,12,EXTRA_TREES,SHT_TIME,2,test,0.14395559998229146,0.03936970001086593
