resolution,resolution_minutes,target,horizon_minutes,corrector,alpha,n_windows,minimum_window_n,mean_gain_pct,median_gain_pct,worst_window_gain_pct,best_window_gain_pct,gain_std_pct,gain_q25_pct,gain_q75_pct,positive_windows,positive_window_fraction,gain_iqr_pct,worst_loss_magnitude_pct,robust_score,passes_window_count,passes_sample_count,passes_positive_fraction,passes_median_gain,passes_worst_window,eligible
20min,20,relative_humidity,60,RANDOM_FOREST,0.5,4,59,-3.1043285187756897,-2.447650715305811,-7.988017597873497,0.46600495338236003,3.2900934753504494,-5.114201301434485,-0.4377779326470156,1,0.25,4.67642336878747,7.988017597873497,-6.782866799167921,True,True,False,False,False,False
20min,20,relative_humidity,60,RANDOM_FOREST,0.75,4,59,-6.822359169424205,-6.485562779881116,-13.329563950527087,-0.9887471674075025,5.133605853273724,-11.04330609099745,-2.264615858307872,0,0.0,8.778690232689579,13.329563950527087,-14.207298883857678,True,True,False,False,False,False
20min,20,relative_humidity,60,RANDOM_FOREST,1.0,4,59,-11.79252558043522,-12.118425241541505,-19.41558922996757,-3.5176626086902956,7.263898112448926,-18.81078781625851,-5.100163005718213,0,0.0,13.710624810540299,19.41558922996757,-23.827634954303548,True,True,False,False,False,False
20min,20,relative_humidity,120,RANDOM_FOREST,0.25,4,59,-0.5917228239649702,-0.912349582147908,-1.4825454742769464,0.9403533427128811,0.9155581025463198,-1.097855768829058,-0.4062166372838203,1,0.25,0.6916391315452377,1.4825454742769464,-1.6288055164897635,True,True,False,False,False,False
20min,20,relative_humidity,120,RANDOM_FOREST,0.5,4,59,-2.0651151673904113,-2.952310295575498,-3.758007254568947,1.402167176158297,2.074764023040383,-3.6149760430334372,-1.4024494199324726,1,0.25,2.2125266231009646,3.758007254568947,-4.998075420768218,True,True,False,False,False,False
20min,20,relative_humidity,120,RANDOM_FOREST,0.75,4,59,-4.371196292756046,-5.319423938678552,-8.224655994573354,1.378718700906273,3.582133731911991,-6.7202698879076745,-2.970350343526925,1,0.25,3.7499195443807496,8.224655994573354,-9.250547709512265,True,True,False,False,False,False
20min,20,relative_humidity,120,RANDOM_FOREST,1.0,4,59,-7.44162018022498,-8.23203100363268,-14.172770986948882,0.8703522733143167,5.439572932853517,-10.59009469215387,-5.0835564917037885,1,0.25,5.506538200450082,14.172770986948882,-14.528492850594942,True,True,False,False,False,False
20min,20,relative_humidity,240,RANDOM_FOREST,0.25,4,59,-0.5097091394913351,-0.8806122886218701,-5.860292773195183,5.582680792473583,4.795594551913145,-4.828125426551771,3.4378039984385653,2,0.5,8.265929424990336,5.860292773195183,-6.478650194415835,True,True,False,False,False,False
20min,20,relative_humidity,240,RANDOM_FOREST,0.5,4,59,-2.471933009434969,-3.7816310147275223,-12.715621482741234,10.391151474456402,10.215530862241886,-12.370367920437236,6.116803896274743,2,0.5,18.487171816711978,12.715621482741234,-16.20412229376882,True,True,False,False,False,False
20min,20,relative_humidity,240,RANDOM_FOREST,0.75,4,59,-5.723481482854723,-6.619324633850459,-23.950278541008423,14.295001877290451,16.171263536676634,-20.311723268963988,7.968917152258808,2,0.5,28.280640421222795,23.950278541008423,-26.74721447971396,True,True,False,False,False,False
20min,20,relative_humidity,240,RANDOM_FOREST,1.0,4,59,-10.10201275277264,-10.060324680932904,-37.45363393487157,17.16623228564681,22.473910950737043,-29.102033449874163,8.939696016168615,2,0.5,38.04172946604278,37.45363393487157,-38.44459789767219,True,True,False,False,False,False
20min,20,relative_humidity,480,RANDOM_FOREST,0.25,4,59,4.361825020938319,6.255181752957183,-5.905115227191928,10.842051805030836,6.216585355382561,3.1601645387759865,7.456842235119516,3,0.75,4.296677696343529,5.905115227191928,2.6305640979874365,True,True,True,True,False,False
20min,20,relative_humidity,480,RANDOM_FOREST,0.5,4,59,5.064269958150366,10.3453238796763,-12.18359594208325,11.750028015332115,10.009373416350739,3.8283919411424936,11.581201896684172,3,0.75,7.752809955541679,12.18359594208325,3.4230199163846486,True,True,True,True,False,False
20min,20,relative_humidity,480,RANDOM_FOREST,0.75,4,59,2.188426943959443,5.720575908261562,-18.77624889528806,16.088804854602706,14.69414918205257,-8.01496251257872,15.923965364799724,2,0.5,23.938927877378443,18.77624889528806,-10.942950254249673,True,True,False,True,False,False
20min,20,relative_humidity,480,RANDOM_FOREST,1.0,4,59,-3.3883213461610566,-3.290203089095799,-26.143090897802523,19.170211691349895,22.500795616451803,-25.76099150448025,19.08246706922339,2,0.5,44.84345857370364,26.143090897802523,-32.24770510039825,True,True,False,False,False,False
30min,30,temperature,60,HIST_GRADIENT_BOOSTING,0.25,4,35,0.33265406611090576,-0.05521889892469595,-3.269439317434703,4.710493379727718,2.917958904071505,-1.5330427720113016,1.8104779391975112,2,0.5,3.3435207112088126,3.269439317434703,-2.544339083887778,True,True,False,False,False,False
30min,30,temperature,60,HIST_GRADIENT_BOOSTING,0.5,4,35,-0.1623095455203376,-0.8404247190949975,-7.70571683722214,8.737328093330785,6.0485091033126235,-4.175047676263279,3.172313411647944,2,0.5,7.347361087911223,7.70571683722214,-6.440534472356145,True,True,False,False,False,False
30min,30,temperature,60,HIST_GRADIENT_BOOSTING,0.75,4,35,-1.4596692436266825,-2.3267982951711432,-13.171697113048717,11.986616728884274,9.320443957034616,-7.8445002195589835,4.0580326807611575,2,0.5,11.902532900320141,13.171697113048717,-11.570989023593393,True,True,False,False,False,False
30min,30,temperature,60,HIST_GRADIENT_BOOSTING,1.0,4,35,-3.525077151800456,-4.471955688369938,-19.52619738375615,14.3698001532942,12.658596230851375,-12.441692166450453,4.444659326280059,2,0.5,16.886351492730512,19.52619738375615,-17.79668078067423,True,True,False,False,False,False
30min,30,temperature,120,HIST_GRADIENT_BOOSTING,0.25,4,35,-0.5978551407729601,-1.2796872941272097,-1.979290954525205,2.1472449796877844,1.6158272685203203,-1.5947612802498037,-0.28278115465036624,1,0.25,1.3119801255994374,1.979290954525205,-2.4305000955582297,True,True,False,False,False,False
30min,30,temperature,120,HIST_GRADIENT_BOOSTING,0.5,4,35,-2.877780905631811,-3.280002221521976,-8.044843563404733,3.0937243839214403,3.9727667614259694,-4.827177070104383,-1.3306060570494047,1,0.25,3.496571013054978,8.044843563404733,-7.039498618900648,True,True,False,False,False,False
30min,30,temperature,120,HIST_GRADIENT_BOOSTING,0.75,4,35,-6.670088095433402,-5.959410276958067,-17.565884980119417,2.8043531523019434,7.2619745991833256,-9.499971662386882,-3.129526710004588,1,0.25,6.370444952382294,17.565884980119417,-13.536103998179069,True,True,False,False,False,False
30min,30,temperature,120,HIST_GRADIENT_BOOSTING,1.0,4,35,-11.757132256593025,-9.267194139652057,-29.784140229620917,1.2899994825529386,11.302770242047528,-15.375778733357576,-5.648547662887504,1,0.25,9.727231070470072,29.784140229620917,-21.576844732292322,True,True,False,False,False,False
30min,30,temperature,240,HIST_GRADIENT_BOOSTING,0.25,4,35,-2.8860956348560984,-3.115544477885384,-6.104849577996548,0.791555994342922,2.874916449722821,-5.460017401878341,-0.5416227108631417,1,0.25,4.918394691015199,6.104849577996548,-7.10095421789212,True,True,False,False,False,False
30min,30,temperature,240,HIST_GRADIENT_BOOSTING,0.5,4,35,-7.077064008666544,-7.404811793387749,-13.65535585288527,0.15672340499459114,5.614377531056325,-11.885155019270558,-2.596720782783736,1,0.25,9.288434236486822,13.65535585288527,-15.462867874852478,True,True,False,False,False,False
30min,30,temperature,240,HIST_GRADIENT_BOOSTING,0.75,4,35,-12.441287449700775,-12.751536210082033,-22.384240939060813,-1.8778364395782194,8.159168661863,-19.11580432362762,-6.077019336155187,0,0.0,13.038784987472434,22.384240939060813,-24.866988938583454,True,True,False,False,False,False
30min,30,temperature,240,HIST_GRADIENT_BOOSTING,1.0,4,35,-18.834911844155933,-19.02531887633287,-32.058042740764776,-5.230966883193222,10.481717465871089,-27.011314041632367,-10.848916678856437,0,0.0,16.16239736277593,32.058042740764776,-35.12102824291203,True,True,False,False,False,False
30min,30,temperature,480,HIST_GRADIENT_BOOSTING,0.25,4,35,-1.3807429524597283,0.2564577937779169,-7.857182654955984,1.821295257561236,3.831477781253074,-2.3438034574514575,1.219518298769646,2,0.5,3.5633217562211037,7.857182654955984,-3.4894987480716306,True,True,False,False,False,False
30min,30,temperature,480,HIST_GRADIENT_BOOSTING,0.5,4,35,-5.576874898448976,-2.5286946669299173,-17.312499826923478,0.06238956698740799,6.859760366540356,-6.40546248370409,-1.7001070816748025,1,0.25,4.705355402029287,17.312499826923478,-9.20949732467543,True,True,False,False,False,False
30min,30,temperature,480,HIST_GRADIENT_BOOSTING,0.75,4,35,-12.295076690177213,-9.176752965945607,-28.012313064533544,-2.814487764284095,9.602522441092193,-15.758600197743021,-5.713229458379799,0,0.0,10.045370739363221,28.012313064533544,-21.202516601760603,True,True,False,False,False,False
30min,30,temperature,480,HIST_GRADIENT_BOOSTING,1.0,4,35,-21.08689596535315,-18.60955027797414,-39.67090209394085,-7.45758121152346,12.541071345094931,-28.784836830144897,-10.911609413182394,0,0.0,17.873227416962504,39.67090209394085,-37.4638895099406,True,True,False,False,False,False
30min,30,temperature,60,EXTRA_TREES,0.25,4,35,-1.047121463297317,-1.063238228815366,-2.2024301646063953,0.14042076904786024,1.0036205228575419,-1.9488565191402196,-0.16150317297246297,1,0.25,1.7873533461677567,2.2024301646063953,-2.507522443050843,True,True,False,False,False,False
30min,30,temperature,60,EXTRA_TREES,0.5,4,35,-3.565942150329388,-4.121461606489388,-5.92670783360043,-0.09413755473834802,2.4085479517662116,-5.753941904544497,-1.9334618522742792,0,0.0,3.8204800522702183,5.92670783360043,-7.513378591024605,True,True,False,False,False,False
30min,30,temperature,60,EXTRA_TREES,0.75,4,35,-7.434331738598554,-8.871638250014843,-11.29299571345222,-0.7010547409123082,4.289144848097854,-11.088085791182078,-5.217884197431321,0,0.0,5.870201593750757,11.29299571345222,-14.629987975253277,True,True,False,False,False,False
30min,30,temperature,60,EXTRA_TREES,1.0,4,35,-12.490982687982498,-14.942985465305448,-18.40429694100968,-1.673662880309423,6.617219419205469,-17.57869805283782,-9.855270100450127,0,0.0,7.723427952387691,18.40429694100968,-23.405773676751714,True,True,False,False,False,False
30min,30,temperature,120,EXTRA_TREES,0.25,4,35,-1.3399291616023232,-0.8840510283801968,-3.7522350159423032,0.16062042629340356,1.4837603368582093,-1.9009378910100925,-0.3230422989724277,1,0.25,1.5778955920376647,3.7522350159423032,-2.611057578384605,True,True,False,False,False,False
30min,30,temperature,120,EXTRA_TREES,0.5,4,35,-3.387535579281665,-2.489817582137566,-8.682655218244426,0.11214806539289815,3.277984986214302,-4.58989385797152,-1.2874593034477115,1,0.25,3.302434554523808,8.682655218244426,-6.311698663960577,True,True,False,False,False,False
30min,30,temperature,120,EXTRA_TREES,0.75,4,35,-6.088502033344619,-4.7847739577230195,-14.639346750814171,-0.14511346711826456,5.33521047896378,-8.001720493358597,-2.87155549770904,0,0.0,5.130164995649557,14.639346750814171,-11.00969314325134,True,True,False,False,False,False
30min,30,temperature,120,EXTRA_TREES,1.0,4,35,-9.382942124962643,-7.725390449428145,-21.471425056678132,-0.6095625443161494,7.607618991713019,-12.065781807525557,-5.042550766865231,0,0.0,7.023231040660326,21.471425056678132,-16.60486223392784,True,True,False,False,False,False
30min,30,temperature,240,EXTRA_TREES,0.25,4,35,-3.2770273121008797,-3.947375901410718,-4.506924301831451,-0.7064331437506316,1.5321498732790908,-4.410110557262649,-2.8142926562489494,0,0.0,1.5958179010136995,4.506924301831451,-5.87201592737543,True,True,False,False,False,False
30min,30,temperature,240,EXTRA_TREES,0.5,4,35,-7.405500503368825,-8.564283730097758,-10.242563743647246,-2.250870809632536,3.1609177323244917,-9.848944093667779,-6.120840139798803,0,0.0,3.7281039538689758,10.242563743647246,-12.988976642944058,True,True,False,False,False,False
30min,30,temperature,240,EXTRA_TREES,0.75,4,35,-12.286812210156517,-13.589776184000698,-17.371498098236504,-4.596198374388168,4.898475331594237,-15.995805456739788,-9.880782937417429,0,0.0,6.115022519322359,17.371498098236504,-20.990161968221003,True,True,False,False,False,False
30min,30,temperature,240,EXTRA_TREES,1.0,4,35,-17.823081695558567,-19.02637531074913,-25.549474128676952,-7.690102032059049,6.736781592932081,-22.796074342213437,-14.053382664094261,0,0.0,8.742691678119176,25.549474128676952,-29.785089681977954,True,True,False,False,False,False
30min,30,temperature,480,EXTRA_TREES,0.25,4,35,-2.24638213163566,-0.5190960224136891,-12.320897759852,4.37356127813674,6.174694091324105,-4.055516322938047,1.2900381688886977,2,0.5,5.345554491826745,12.320897759852,-6.272097708290062,True,True,False,False,False,False
30min,30,temperature,480,EXTRA_TREES,0.5,4,35,-6.14206526370282,-2.7790688124120657,-25.59142210262746,6.5812986726403135,11.970043872247041,-10.188043605593343,1.2669095294784567,1,0.25,11.4549531350718,25.59142210262746,-14.904400905604831,True,True,False,False,False,False
30min,30,temperature,480,EXTRA_TREES,0.75,4,35,-11.58984517548969,-6.644096963128947,-39.540903309902816,6.469716534201948,17.280562536085824,-18.143536421106795,-0.09040571751184068,1,0.25,18.053130703594952,39.540903309902816,-25.555888142402125,True,True,False,False,False,False
30min,30,temperature,480,EXTRA_TREES,1.0,4,35,-18.44610535976349,-11.92319768348915,-53.984931879482986,4.046905807407324,22.078131455145403,-27.62761135259622,-2.7416916906564213,1,0.25,24.8859196619398,53.984931879482986,-37.862390484329794,True,True,False,False,False,False
30min,30,temperature,60,XGBOOST,0.25,4,35,-3.2051803399601138,-4.379702181233789,-8.09876995125168,4.0374529538788035,4.489554377234691,-5.9508034604217395,-1.634079060772163,1,0.25,4.316724399649576,8.09876995125168,-8.562756868871498,True,True,False,False,False,False
30min,30,temperature,60,XGBOOST,0.5,4,35,-10.937571344050998,-12.19296457654709,-19.984860938396412,0.6205047152866089,7.480953589590541,-15.35770484912228,-7.772831071475807,1,0.25,7.584873777646473,19.984860938396412,-20.98161669996943,True,True,False,False,False,False
30min,30,temperature,60,XGBOOST,0.75,4,35,-22.447844790579264,-22.78836808346952,-34.65908201193891,-9.555560983439106,9.02537924913635,-27.45580817636456,-17.780404697684226,0,0.0,9.675403478680334,34.65908201193891,-36.29084032579442,True,True,False,False,False,False
30min,30,temperature,60,XGBOOST,1.0,4,35,-36.798605482715054,-35.51660440051552,-51.312420530004445,-24.848792599824716,9.647547453206593,-41.5578284965282,-30.75738138670237,0,0.0,10.800447109825832,51.312420530004445,-53.74493308792954,True,True,False,False,False,False
30min,30,temperature,120,XGBOOST,0.25,4,35,-0.3723078286714899,-0.7115646660195974,-1.334818400076513,1.2687164174297483,1.049956080535066,-1.2642597546075995,0.180387259916512,1,0.25,1.4446470145241115,1.334818400076513,-1.7675927733007812,True,True,False,False,False,False
30min,30,temperature,120,XGBOOST,0.5,4,35,-1.9258013493150146,-2.3418654760873743,-4.0375329448630035,1.0180584997776938,2.169296739060041,-3.9926060061691264,-0.27506081923326214,1,0.25,3.7175451869358644,4.0375329448630035,-5.210021305771058,True,True,False,False,False,False
30min,30,temperature,120,XGBOOST,0.75,4,35,-4.602269464686136,-4.785678431059538,-8.09708790414095,-0.7406330924845193,3.4614953545591267,-8.028398687687304,-1.35954920805837,0,0.0,6.668849479628934,8.09708790414095,-10.144375146909242,True,True,False,False,False,False
30min,30,temperature,120,XGBOOST,1.0,4,35,-8.309573354207549,-8.518236310674238,-13.448604538556614,-2.753216256925105,4.986441725834114,-13.191382481717966,-3.636427183163821,0,0.0,9.554955298554145,13.448604538556614,-16.657865094590463,True,True,False,False,False,False
30min,30,temperature,240,XGBOOST,0.25,4,35,-0.6932936028227884,-1.2804511992886316,-2.857125315361116,2.6448533026472254,2.047591283234769,-1.942748517015313,-0.030996285096106968,1,0.25,1.911752231919206,2.857125315361116,-2.950608644088514,True,True,False,False,False,False
30min,30,temperature,240,XGBOOST,0.5,4,35,-2.6114127028435554,-4.2025409457687815,-5.996899861227132,3.9563309413904726,3.9331156458617516,-5.440848389084694,-1.3731052595276423,1,0.25,4.067743129557051,5.996899861227132,-7.73563747585409,True,True,False,False,False,False
30min,30,temperature,240,XGBOOST,0.75,4,35,-5.69301273845331,-7.996619477304066,-10.658651089384072,3.879839090178968,5.718853468817657,-9.710904652070482,-3.978727563686893,1,0.25,5.732177088383589,10.658651089384072,-13.527370793841879,True,True,False,False,False,False
30min,30,temperature,240,XGBOOST,1.0,4,35,-9.84156756472367,-12.091678300474957,-17.6015553473862,2.418641689441435,7.456706718562949,-14.171462066546294,-7.761783798652333,1,0.25,6.409678267893961,17.6015553473862,-19.696906271268485,True,True,False,False,False,False
30min,30,temperature,480,XGBOOST,0.25,4,35,-3.808130831169803,0.895540752322403,-19.64149620427235,2.6178913749483326,9.186115248029662,-4.843522746005376,1.9309326671579758,3,0.75,6.774455413163352,19.64149620427235,-7.4020610053273606,True,True,True,True,False,False
30min,30,temperature,480,XGBOOST,0.5,4,35,-11.740090301023795,-4.998159149435875,-40.93532874099715,3.9712858357737177,17.298689268967856,-15.371677775482826,-1.3665716749768428,1,0.25,14.005106100505984,40.93532874099715,-22.234544384938154,True,True,False,False,False,False
30min,30,temperature,480,XGBOOST,0.75,4,35,-23.046419041831818,-16.478109770097376,-63.236141280073426,4.0066846529408995,25.165806835141453,-33.46831310173495,-6.056215710194252,1,0.25,27.412097391540698,63.236141280073426,-45.99319378588608,True,True,False,False,False,False
30min,30,temperature,480,XGBOOST,1.0,4,35,-36.823319977896205,-31.916745185778126,-86.18243851669354,2.7226489766649697,33.254049010112844,-55.752581777124156,-12.987483386550174,1,0.25,42.76509839057398,86.18243851669354,-74.84490401023851,True,True,False,False,False,False
30min,30,temperature,60,RANDOM_FOREST,0.25,4,35,-1.0486716170447867,-1.119679936085679,-1.913626157668178,-0.04170043833961113,0.6859905755134588,-1.4941454884039533,-0.6742060647265127,0,0.0,0.8199394236774407,1.913626157668178,-2.008056187341444,True,True,False,False,False,False
30min,30,temperature,60,RANDOM_FOREST,0.5,4,35,-3.5341525663800812,-3.4490976157561475,-5.572206283185823,-1.6662087508222085,1.5552890772766164,-4.7333076852539,-2.249942496882329,0,0.0,2.483365188371571,5.572206283185823,-6.083831780738388,True,True,False,False,False,False
30min,30,temperature,60,RANDOM_FOREST,0.75,4,35,-7.350194426658347,-6.974730652683935,-10.803026261396951,-4.648290139868568,2.6908949995513614,-9.562893602900289,-4.762031476441994,0,0.0,4.800862126458295,10.803026261396951,-12.075918281262322,True,True,False,False,False,False
30min,30,temperature,60,RANDOM_FOREST,1.0,4,35,-12.353218604883939,-12.280022949531487,-17.396110941367056,-7.456717579105726,4.093330004409232,-15.78417003746635,-8.849071516949078,0,0.0,6.935098520517272,17.396110941367056,-20.096599945131885,True,True,False,False,False,False
30min,30,temperature,120,RANDOM_FOREST,0.25,4,35,-0.7460005260115391,-0.5004934037391304,-1.8524940621729926,-0.13052123439490296,0.6610024231668791,-0.9206632746398401,-0.3258306551108293,0,0.0,0.5948326195290108,1.8524940621729926,-1.261033229046884,True,True,False,False,False,False
30min,30,temperature,120,RANDOM_FOREST,0.5,4,35,-1.8475798776733385,-1.1987925332155889,-4.522952328065249,-0.46978211619692795,1.5891505832269228,-2.269248087727729,-0.7771243231611987,0,0.0,1.49212376456653,4.522952328065249,-3.0755924975151663,True,True,False,False,False,False
30min,30,temperature,120,RANDOM_FOREST,0.75,4,35,-3.2867127473661673,-2.090241714302627,-7.950688048154987,-1.0156795127044274,2.7638941399935137,-4.024657922590375,-1.352296539078419,0,0.0,2.672361383511956,7.950688048154987,-5.414094418097352,True,True,False,False,False,False
30min,30,temperature,120,RANDOM_FOREST,1.0,4,35,-5.042287015448746,-3.1690125274766228,-12.066234909406116,-1.7648880974356238,4.159222058394438,-6.162024260380211,-2.049275282545158,0,0.0,4.112748977835054,12.066234909406116,-8.241945743745678,True,True,False,False,False,False
30min,30,temperature,240,RANDOM_FOREST,0.25,4,35,-2.353000312088899,-2.847073794423043,-5.144870567135534,1.4270169076260242,2.6991422663852638,-4.78088520986895,-0.41918889664299175,1,0.25,4.361696313225958,5.144870567135534,-6.314139592819906,True,True,False,False,False,False
30min,30,temperature,240,RANDOM_FOREST,0.5,4,35,-5.29177523437259,-6.481007643535759,-10.664959473728418,2.459873823309574,5.268788221761572,-9.853978497870774,-1.9188043800375767,1,0.25,7.935174117833197,10.664959473728418,-13.114834570884462,True,True,False,False,False,False
30min,30,temperature,240,RANDOM_FOREST,0.75,4,35,-8.776121809472935,-10.841754726844798,-16.506945484922912,3.0859677007207704,7.735850470566539,-15.180409350309462,-4.437467186008268,1,0.25,10.742942164301194,16.506945484922912,-20.339962180226124,True,True,False,False,False,False
30min,30,temperature,240,RANDOM_FOREST,1.0,4,35,-12.759797137226265,-15.855877747780779,-22.624830598432307,3.297397545088807,10.127200139958465,-20.726422444134215,-7.889252440872828,1,0.25,12.837170003261388,22.624830598432307,-27.93067039901955,True,True,False,False,False,False
30min,30,temperature,480,RANDOM_FOREST,0.25,4,35,-1.6919062496199366,1.0673024595235776,-12.740523558612793,3.8382936410858903,6.502275524250838,-2.974448651766744,2.3498448616703844,3,0.75,5.324293513437128,12.740523558612793,-4.779975186848185,True,True,True,True,False,False
30min,30,temperature,480,RANDOM_FOREST,0.5,4,35,-5.188997763662467,0.5990861464653131,-26.418140415272692,4.463977067692197,12.475889901360361,-7.971635010298918,3.381723393101764,2,0.5,11.353358403400682,26.418140415272692,-11.6821281590532,True,True,False,True,False,False
30min,30,temperature,480,RANDOM_FOREST,0.75,4,35,-10.409219381486801,-2.176929172450918,-40.75994359673636,3.476924415690992,17.898417880091788,-14.817089892812156,2.2309413388744366,2,0.5,17.048031231686593,40.75994359673636,-20.890930687478306,True,True,False,False,False,False
30min,30,temperature,480,RANDOM_FOREST,1.0,4,35,-17.18172942825702,-8.178025986307913,-55.58236448316551,3.2114987427532524,22.858120984293173,-23.270156471845663,-2.089598942719273,1,0.25,21.18055752912639,55.58236448316551,-32.66389587166249,True,True,False,False,False,False
30min,30,relative_humidity,60,HIST_GRADIENT_BOOSTING,0.25,4,35,-1.7134916940946388,-1.1607006493063885,-3.8129510573526586,-0.7196144204131196,1.228694339177429,-1.918752439022199,-0.9554399043788284,0,0.0,0.9633125346433706,3.8129510573526586,-2.5955946809662382,True,True,False,False,False,False
30min,30,relative_humidity,60,HIST_GRADIENT_BOOSTING,0.5,4,35,-4.758341120726026,-3.4268320780576036,-8.777990323422719,-3.4017100033661793,2.3207835937169583,-4.773583946694842,-3.4115892520887883,0,0.0,1.3619946946060537,8.777990323422719,-6.302327006216311,True,True,False,False,False,False
30min,30,relative_humidity,60,HIST_GRADIENT_BOOSTING,0.75,4,35,-9.024989429799982,-7.4762048781883435,-14.74566272717678,-6.4018852356464615,3.3477821384348023,-9.639844926190701,-6.861349381797625,0,0.0,2.778495544393076,14.74566272717678,-12.551868332179076,True,True,False,False,False,False
30min,30,relative_humidity,60,HIST_GRADIENT_BOOSTING,1.0,4,35,-14.37569235474917,-12.911605256643977,-21.568403028605296,-10.111155877103437,4.384605390801287,-15.945707301432948,-11.3415903099602,0,0.0,4.604116991472749,21.568403028605296,-20.605764509531674,True,True,False,False,False,False
30min,30,relative_humidity,120,HIST_GRADIENT_BOOSTING,0.25,4,35,-0.5742746084054278,-0.6995999398711179,-3.1947982471483045,2.2968996932688293,1.9741273982425267,-1.6777763217447048,0.40390177346815925,1,0.25,2.081678095212864,3.1947982471483045,-2.539138549264626,True,True,False,False,False,False
30min,30,relative_humidity,120,HIST_GRADIENT_BOOSTING,0.5,4,35,-2.7804135313545384,-2.4927626674026513,-7.712517129292567,1.5763883386797157,3.3629298706335584,-4.502129532003767,-0.7710466667534221,1,0.25,3.731082865250345,7.712517129292567,-6.286433382350966,True,True,False,False,False,False
30min,30,relative_humidity,120,HIST_GRADIENT_BOOSTING,0.75,4,35,-6.535157123051235,-5.323903744296216,-13.395149292972514,-2.0976717106399887,4.287508573241818,-8.38174100097351,-3.4773198663739406,0,0.0,4.904421134599568,13.395149292972514,-11.124901634839128,True,True,False,False,False,False
30min,30,relative_humidity,120,HIST_GRADIENT_BOOSTING,1.0,4,35,-11.682045666947676,-9.671532024137075,-20.07742084093808,-7.307697778578471,5.020135223339073,-13.207568130553902,-8.146009560530848,0,0.0,5.061558570023054,20.07742084093808,-17.22166651938312,True,True,False,False,False,False
30min,30,relative_humidity,240,HIST_GRADIENT_BOOSTING,0.25,4,35,-0.18604571483742927,0.37208600994823804,-5.7834257853625,4.295070906116306,3.6092234629617415,-1.3089799065771346,1.4950202016879435,3,0.75,2.804000108265078,5.7834257853625,-2.475770490524926,True,True,True,False,False,False
30min,30,relative_humidity,240,HIST_GRADIENT_BOOSTING,0.5,4,35,-1.6594868887408634,-0.9927291670832454,-12.218520973761409,7.566031752964446,7.066120893977356,-4.590725856911845,1.9385098010877366,2,0.5,6.529235657999582,12.218520973761409,-7.311977239523388,True,True,False,False,False,False
30min,30,relative_humidity,240,HIST_GRADIENT_BOOSTING,0.75,4,35,-4.380012537423674,-4.010891367911112,-19.199789580156956,9.701522166284485,10.380089096685644,-9.705266570895724,1.314362665560938,1,0.25,11.019629236456662,19.199789580156956,-14.320653381178683,True,True,False,False,False,False
30min,30,relative_humidity,240,HIST_GRADIENT_BOOSTING,1.0,4,35,-8.266434623941059,-8.524460739481903,-26.63693509451655,10.620118077716114,13.553787949994723,-16.428010789378092,-0.36288457404487273,1,0.25,16.06512621533322,26.63693509451655,-23.21625762077765,True,True,False,False,False,False
30min,30,relative_humidity,480,HIST_GRADIENT_BOOSTING,0.25,4,35,1.9721521063833385,2.701192087813549,-4.9320084539386215,7.418232703844877,4.492327508627696,-0.01728168757063031,4.6906258817675175,3,0.75,4.707907569338148,4.9320084539386215,-0.8857638103401801,True,True,True,True,False,False
30min,30,relative_humidity,480,HIST_GRADIENT_BOOSTING,0.5,4,35,1.8589957100109338,4.4554086600936955,-10.63512084039403,9.160286360250375,7.5685900152829895,-0.6419565649604015,6.95636093506503,3,0.75,7.5983175000254315,10.63512084039403,-2.002530300017528,True,True,True,True,False,False
30min,30,relative_humidity,480,HIST_GRADIENT_BOOSTING,0.75,4,35,-0.42045817164336974,4.0498926031882,-16.99662685553559,7.2150089625857134,9.676389145856914,-1.8595716399396496,5.489006071484479,3,0.75,7.348577711424128,16.99662685553559,-3.8735529664077624,True,True,True,True,False,False
30min,30,relative_humidity,480,HIST_GRADIENT_BOOSTING,1.0,4,35,-4.672898947347896,-0.7457438761710444,-23.915166927991397,6.715058890941902,11.836643965682596,-9.424820644904948,4.006177821386006,2,0.5,13.430998466290955,23.915166927991397,-13.440034841314372,True,True,False,False,False,False
30min,30,relative_humidity,60,EXTRA_TREES,0.25,4,35,-1.0779201045780782,-0.2596938325124586,-3.9462930491497517,0.15400029586235686,1.6661677780909037,-1.2568678774039748,-0.0807460596865618,1,0.25,1.1761218177174129,3.9462930491497517,-1.834328003658603,True,True,False,False,False,False
30min,30,relative_humidity,60,EXTRA_TREES,0.5,4,35,-3.3895372803476995,-1.9426821264282355,-8.948591753009438,-0.7241931155248904,3.2589632277465013,-3.9794748813364915,-1.3527445254394435,0,0.0,2.626730355897048,8.948591753009438,-5.493195242629119,True,True,False,False,False,False
30min,30,relative_humidity,60,EXTRA_TREES,0.75,4,35,-6.858903522141992,-4.979257328411168,-14.869018533774087,-2.608080897971544,4.760291581566128,-8.066498357491588,-3.7716624930615725,0,0.0,4.294835864430015,14.869018533774087,-10.843929894069698,True,True,False,False,False,False
30min,30,relative_humidity,60,EXTRA_TREES,1.0,4,35,-11.381848278265734,-9.255053468224178,-21.573513400352223,-5.443772776262358,6.165310571651552,-13.37753621328437,-7.259365533205541,0,0.0,6.11817068007883,21.573513400352223,-17.70751715835165,True,True,False,False,False,False
