resolution,resolution_minutes,target,horizon_minutes,corrector,alpha,n_windows,minimum_window_n,mean_gain_pct,median_gain_pct,worst_window_gain_pct,best_window_gain_pct,gain_std_pct,gain_q25_pct,gain_q75_pct,positive_windows,positive_window_fraction,gain_iqr_pct,worst_loss_magnitude_pct,robust_score,passes_window_count,passes_sample_count,passes_positive_fraction,passes_median_gain,passes_worst_window,eligible
20min,20,temperature,480,HIST_GRADIENT_BOOSTING,0.25,4,59,-0.5594475048231442,3.3077458222167784,-16.94599353733741,8.092711873611279,9.783974833719927,-3.400185487915773,6.148483805309407,3,0.75,9.548669293225181,16.94599353733741,-5.703087208730166,True,True,True,True,False,False
20min,20,temperature,480,HIST_GRADIENT_BOOSTING,0.5,4,59,-7.629828884372562,-1.8198249834433642,-35.744757794488834,8.865092223885314,16.884686918841226,-12.005281054248762,2.555627186432835,2,0.5,14.560908240681597,35.744757794488834,-18.03646855240637,True,True,False,False,False,False
20min,20,temperature,480,HIST_GRADIENT_BOOSTING,0.75,4,59,-19.709829512775734,-16.483576110992367,-55.72675297696416,9.854587147845953,25.565385466203242,-37.192167198129354,0.9987615743612546,1,0.25,38.19092877249061,55.72675297696416,-49.51072874147871,True,True,False,False,False,False
20min,20,temperature,480,HIST_GRADIENT_BOOSTING,1.0,4,59,-34.92957853311268,-35.80983177804141,-76.49054472301593,8.391894146648037,36.69081597428788,-68.3499485416219,-2.3894617695321934,1,0.25,65.96048677208971,76.49054472301593,-87.91271134484025,True,True,False,False,False,False
20min,20,temperature,60,EXTRA_TREES,0.25,4,59,-0.15415470318660343,0.11538580117138421,-1.439689701058703,0.592299285969521,0.7689058964921593,-0.3257950228189489,0.2870261208037297,3,0.75,0.6128211436226786,1.439689701058703,-0.5509471959046308,True,True,True,False,False,False
20min,20,temperature,60,EXTRA_TREES,0.5,4,59,-1.0308322743423202,-0.17656315066266637,-4.147751074789279,0.37754827874533126,1.828161128325817,-1.4126321913450646,0.205236766340078,2,0.5,1.6178689576851426,4.147751074789279,-2.0224353982025574,True,True,False,False,False,False
20min,20,temperature,60,EXTRA_TREES,0.75,4,59,-2.60245567478713,-1.1344133047316387,-8.02883976914487,-0.11215632054037439,3.1799461022300632,-3.229514854633819,-0.5073541248849506,0,0.0,2.722160729748868,8.02883976914487,-4.50270361189229,True,True,False,False,False,False
20min,20,temperature,60,EXTRA_TREES,1.0,4,59,-4.8276434044108,-2.8777926745241316,-12.962113783520486,-0.5928744850744503,4.798465642494205,-5.731917797706207,-1.9735182812287244,0,0.0,3.758399516477483,12.962113783520486,-7.9975208786429945,True,True,False,False,False,False
20min,20,temperature,120,EXTRA_TREES,0.25,4,59,-0.8902829399750252,-0.7092031837488686,-2.604267680298089,0.4615422878957256,1.2227387065812558,-1.751587258700094,0.15210113497620018,2,0.5,1.9036883936762943,2.604267680298089,-2.3121143006615377,True,True,False,False,False,False
20min,20,temperature,120,EXTRA_TREES,0.5,4,59,-2.2467481538256022,-1.741473179585709,-6.0037255463945725,0.49967929026358054,2.550781729136583,-3.8486457766198643,-0.13957555679144726,1,0.25,3.709070219828417,6.0037255463945725,-5.096939676098561,True,True,False,False,False,False
20min,20,temperature,120,EXTRA_TREES,0.75,4,59,-4.047448582067547,-3.089481347805934,-10.124757663820718,0.11392603116239942,3.9758753738325954,-6.265801732598906,-0.8711281972745746,1,0.25,5.394673535324332,10.124757663820718,-8.318007531423278,True,True,False,False,False,False
20min,20,temperature,120,EXTRA_TREES,1.0,4,59,-6.266587856724632,-4.742881419745395,-14.889742834641021,-0.6908457527667178,5.484708272636375,-8.976407334276674,-2.0330619421933536,0,0.0,6.94334539208332,14.889742834641021,-11.93698982444731,True,True,False,False,False,False
20min,20,temperature,240,EXTRA_TREES,0.25,4,59,-1.6793134071312659,-1.143604093909631,-4.472020733157435,0.04197529245163355,1.780890026489946,-2.591955285103318,-0.23096221593757918,1,0.25,2.3609930691657386,4.472020733157435,-3.4421058117818593,True,True,False,False,False,False
20min,20,temperature,240,EXTRA_TREES,0.5,4,59,-3.913297392269825,-3.0997385143908542,-9.376176521157836,-0.07753601913975562,3.6587621143239173,-6.137229560033904,-0.8758063466267749,0,0.0,5.261423213407129,9.376176521157836,-8.074494251383879,True,True,False,False,False,False
20min,20,temperature,240,EXTRA_TREES,0.75,4,59,-6.661028902223761,-5.814564089685027,-14.657030412245545,-0.35795701727944657,5.651692335338832,-10.550172618856813,-1.9254203730519763,0,0.0,8.624752245804837,14.657030412245545,-13.791197815648832,True,True,False,False,False,False
20min,20,temperature,240,EXTRA_TREES,1.0,4,59,-9.877290981848734,-9.223124577327349,-20.264970019414378,-0.7979447533258576,7.765672121244498,-15.734650145002215,-3.3657654141738673,0,0.0,12.368884730828348,20.264970019414378,-20.473809447595116,True,True,False,False,False,False
20min,20,temperature,480,EXTRA_TREES,0.25,4,59,-0.7393687994261469,0.38427875905495895,-13.379669221804628,9.653636505990123,8.222178662378848,-3.224384911549277,2.8692948711780897,3,0.75,6.093679782727367,13.379669221804628,-6.0074784377598816,True,True,True,False,False,False
20min,20,temperature,480,EXTRA_TREES,0.5,4,59,-3.652790517320976,-0.23885140895117113,-27.750904186976395,13.617444935594834,15.01910305660555,-7.149344858468922,3.257702932196774,1,0.25,10.407047790665697,27.750904186976395,-12.380101351028118,True,True,False,False,False,False
20min,20,temperature,480,EXTRA_TREES,0.75,4,59,-8.8463755161223,-1.8488242072783823,-42.814678458597456,11.126824808665015,20.317871659511354,-12.486388057068977,1.7911883336682939,1,0.25,14.27757639073727,42.814678458597456,-19.69128201729638,True,True,False,False,False,False
20min,20,temperature,480,EXTRA_TREES,1.0,4,59,-16.12138604353701,-4.394045046321225,-58.37350151074361,2.6760474292380105,24.586035685735755,-18.98179873144403,-1.5336323584142066,1,0.25,17.448166373029824,58.37350151074361,-27.71150361052204,True,True,False,False,False,False
20min,20,temperature,60,XGBOOST,0.25,4,59,2.5218217602600816,1.4234037708760678,-2.3011308196265454,9.541610318914737,4.504371394665404,-0.8288905336762683,4.774116064812418,2,0.5,5.603006598488686,2.3011308196265454,-1.9533822332749113,True,True,False,True,False,False
20min,20,temperature,60,XGBOOST,0.5,4,59,1.5773536916383457,0.9771925612485228,-8.049592098411926,12.404621742468263,7.479042041361825,-3.2001534428073106,5.754699695694179,2,0.5,8.95485313850149,8.049592098411926,-5.512632032605204,True,True,False,True,False,False
20min,20,temperature,60,XGBOOST,0.75,4,59,-2.862116691960625,-1.3374464883677137,-16.737221814537662,7.963648023430591,9.021712389710858,-6.962231327583996,2.762668147255658,2,0.5,9.724899474839654,16.737221814537662,-10.384201679421956,True,True,False,False,False,False
20min,20,temperature,60,XGBOOST,1.0,4,59,-10.346860117619187,-5.391096044526856,-27.765860776674046,-2.839387604748993,10.149579428221998,-11.92646706336067,-3.811489098785374,0,0.0,8.114977964575296,27.765860776674046,-16.390050220983014,True,True,False,False,False,False
20min,20,temperature,120,XGBOOST,0.25,4,59,1.2946025464075956,0.4207950597653388,-2.1488254685302395,6.485645534629945,3.5833433265216827,-1.982928405109054,3.6983260112819885,2,0.5,5.681254416391043,2.1488254685302395,-2.957038515562742,True,True,False,False,False,False
20min,20,temperature,120,XGBOOST,0.5,4,59,1.5981721242943085,0.05032856348707293,-5.63437544441802,11.926406814621108,7.2575685516499195,-5.003333271142802,6.651833958924183,2,0.5,11.655167230066985,5.63437544441802,-7.185848912650924,True,True,False,False,False,False
20min,20,temperature,120,XGBOOST,0.75,4,59,0.899063434924066,-1.0962140954319306,-10.330033049918244,16.11871498047837,10.908389249032085,-8.973871041786706,8.776720381278842,2,0.5,17.75059142306555,10.330033049918244,-12.554018069444266,True,True,False,False,False,False
20min,20,temperature,120,XGBOOST,1.0,4,59,-0.8011002936619143,-2.992078070126921,-16.089048994259578,18.86880395986576,14.419558801141273,-13.793784791990046,10.00060642820121,2,0.5,23.794391220191258,16.089048994259578,-18.911535928787444,True,True,False,False,False,False
20min,20,temperature,240,XGBOOST,0.25,4,59,0.4607410498441771,1.1772733010758105,-9.555274586281845,9.043692183506932,7.862444479783587,-6.013908868781092,7.65192321970108,2,0.5,13.665832088482173,9.555274586281845,-8.044461389735737,True,True,False,True,False,False
20min,20,temperature,240,XGBOOST,0.5,4,59,-0.9914576150228083,1.5435464986018061,-22.505031891844,15.452108434549153,16.13132768419795,-13.574254435270563,14.12634331884956,2,0.5,27.700597754120125,22.505031891844,-17.933010351419256,True,True,False,True,False,False
20min,20,temperature,240,XGBOOST,0.75,4,59,-4.28203819230685,0.7230317791709133,-37.89624341307601,19.322027085506782,24.374021539591066,-22.339844375534774,18.78083796239884,2,0.5,41.120682337933616,37.89624341307601,-29.311370243064896,True,True,False,True,False,False
20min,20,temperature,240,XGBOOST,1.0,4,59,-9.34026436624513,-3.133707553654304,-55.00332743372118,23.90968507604927,32.289552619079494,-32.03524750789353,19.561275587994096,2,0.5,51.596523095887626,55.00332743372118,-42.682800960028416,True,True,False,False,False,False
20min,20,temperature,480,XGBOOST,0.25,4,59,-2.01768244081023,2.3418849245248263,-18.53507466903528,5.780575056744706,9.659021453240213,-3.535062745805428,3.859265229520024,3,0.75,7.394327975325452,18.53507466903528,-5.989047730396719,True,True,True,True,False,False
20min,20,temperature,480,XGBOOST,0.5,4,59,-8.614172947361153,-0.4021268524751892,-38.635433351280746,4.98299526678651,17.471700422859957,-10.004188355406379,0.9878885555700363,1,0.25,10.992076910976415,38.635433351280746,-15.557023645783584,True,True,False,False,False,False
20min,20,temperature,480,XGBOOST,0.75,4,59,-19.142343697924176,-11.034723815354218,-59.711171685361165,5.211244524372904,24.68371734965331,-27.536653515179605,-2.6404139980987873,1,0.25,24.89623951708082,59.711171685361165,-38.41063649523492,True,True,False,False,False,False
20min,20,temperature,480,XGBOOST,1.0,4,59,-32.54271331126873,-26.320402870249815,-81.42268013849397,3.8926326339186996,32.2333464613009,-50.18249087683023,-8.680625304688308,1,0.25,41.501865572141924,81.42268013849397,-67.42700569094427,True,True,False,False,False,False
20min,20,temperature,60,RANDOM_FOREST,0.25,4,59,1.1772976446775645,0.8679586065209185,-1.6635226620561538,4.636796027724574,2.375528104872288,-0.5766398583653761,2.621896109563859,2,0.5,3.198535967929235,1.6635226620561538,-1.1471900429577375,True,True,False,True,False,False
20min,20,temperature,60,RANDOM_FOREST,0.5,4,59,1.1700331556087242,1.1221262662591827,-4.669013503482849,7.104893593399381,4.421527596999751,-1.9058288261160308,4.197988247983938,2,0.5,6.103817074099968,4.669013503482849,-3.0970356466615137,True,True,False,True,False,False
20min,20,temperature,60,RANDOM_FOREST,0.75,4,59,-0.04090087010218324,0.7553920246869235,-8.905425223914436,7.231037694131857,6.151910890516655,-3.950382962301454,4.664874116886194,2,0.5,8.615257079187648,8.905425223914436,-5.77859282088551,True,True,False,True,False,False
20min,20,temperature,60,RANDOM_FOREST,1.0,4,59,-2.421634653843288,-0.2282710897562783,-14.235894561588688,5.005898125728094,7.663236566634129,-6.660657923315814,4.010752179716247,2,0.5,10.671410103032061,14.235894561588688,-9.122949781669481,True,True,False,False,False,False
20min,20,temperature,120,RANDOM_FOREST,0.25,4,59,0.3289228601868703,-0.42693266762644144,-1.3049986941218499,3.474555470122214,1.853067609192121,-0.7353470143104888,0.6373372068709178,1,0.25,1.3726842211814065,1.3049986941218499,-1.4395244517476071,True,True,False,False,False,False
20min,20,temperature,120,RANDOM_FOREST,0.5,4,59,0.3035242785530533,-1.0002925797667432,-3.123801286400347,6.338483560146046,3.595957811249906,-1.7409550009085302,1.0441866996948401,1,0.25,2.7851417006033703,3.123801286400347,-3.173813751668515,True,True,False,False,False,False
20min,20,temperature,120,RANDOM_FOREST,0.75,4,59,-0.0825568984994367,-1.7174075345223265,-5.42981975713911,8.534407232186016,5.211902043038105,-3.007119305072909,1.207154872051146,1,0.25,4.2142741771240555,5.42981975713911,-5.181999562369132,True,True,False,False,False,False
20min,20,temperature,120,RANDOM_FOREST,1.0,4,59,-0.8321389399344329,-2.5750303132076597,-8.19190481368568,10.013409680363267,6.687977103978015,-4.52234726426628,1.1151780111241874,1,0.25,5.637525275390467,8.19190481368568,-7.441769154324314,True,True,False,False,False,False
20min,20,temperature,240,RANDOM_FOREST,0.25,4,59,-0.3777175479366832,0.37371369077774286,-4.796759971838127,2.5384623985359087,3.04216720435644,-2.4055123735609607,2.40150851640202,2,0.5,4.807020889962981,4.796759971838127,-3.2289867471632796,True,True,False,False,False,False
20min,20,temperature,240,RANDOM_FOREST,0.5,4,59,-1.536333066650725,-0.31253136560525974,-9.976129603284262,4.455860067891881,6.217862633154673,-6.266783463444953,4.417919031188968,2,0.5,10.684702494633921,9.976129603284262,-8.148915013743286,True,True,False,False,False,False
20min,20,temperature,240,RANDOM_FOREST,0.75,4,59,-3.4352316415532504,-2.191227862287095,-15.486642282863052,6.12817144122424,9.549670989107156,-11.444223917107418,5.8177644132670725,2,0.5,17.261988330374493,15.486642282863052,-14.693882598190104,True,True,False,False,False,False
20min,20,temperature,240,RANDOM_FOREST,1.0,4,59,-6.02078503023788,-5.153138871356736,-21.283169856125692,7.506307477887644,13.030653866587073,-17.765914075447935,6.5919901738533175,2,0.5,24.357904249301253,21.283169856125692,-22.652883460038787,True,True,False,False,False,False
20min,20,temperature,480,RANDOM_FOREST,0.25,4,59,0.8718076000430108,5.61037966213585,-14.062031793071741,6.328502868972085,8.627118236794887,0.6530767083832272,5.829110553795633,3,0.75,5.176033845412406,14.062031793071741,-0.49314520883828816,True,True,True,True,False,False
20min,20,temperature,480,RANDOM_FOREST,0.5,4,59,-1.6661527721382265,5.669466142644812,-29.22469796627284,11.221154592430306,16.34496829534305,-6.211799353352099,10.215112723858685,3,0.75,16.426912077210783,29.22469796627284,-9.850164387528789,True,True,True,True,False,False
20min,20,temperature,480,RANDOM_FOREST,0.75,4,59,-7.3578320918186595,0.6404189127084763,-45.14346834471122,14.431302152019633,24.110425547298643,-19.910963166691367,13.193549987581184,2,0.5,33.10451315427255,45.14346834471122,-27.197704750605606,True,True,False,True,False,False
20min,20,temperature,480,RANDOM_FOREST,1.0,4,59,-15.586492272458683,-8.258644215534796,-61.59504513671506,15.766364477949917,32.436782702569545,-38.37495777859376,14.529821290600285,2,0.5,52.90477906919405,61.59504513671506,-50.10979503431058,True,True,False,False,False,False
20min,20,relative_humidity,60,HIST_GRADIENT_BOOSTING,0.25,4,59,-1.7183524774742205,-1.494950589847576,-5.664659418390072,1.7811506881883417,3.0423889232442756,-4.137608188631167,0.9243051213093698,2,0.5,5.061913309940537,5.664659418390072,-5.442072099415363,True,True,False,False,False,False
20min,20,relative_humidity,60,HIST_GRADIENT_BOOSTING,0.5,4,59,-7.991580571295906,-8.151274716036523,-15.86030809988393,0.19653524677335088,6.969997174873787,-14.36438522404676,-1.7784700632856705,1,0.25,12.58591516076109,15.86030809988393,-18.40930932138805,True,True,False,False,False,False
20min,20,relative_humidity,60,HIST_GRADIENT_BOOSTING,0.75,4,59,-18.046001951208204,-19.030847813491995,-29.52131959251728,-4.600992585331533,11.392556551222212,-29.242382637403757,-7.834467127296442,0,0.0,21.407915510107316,29.52131959251728,-37.11513546667497,True,True,False,False,False,False
20min,20,relative_humidity,60,HIST_GRADIENT_BOOSTING,1.0,4,59,-31.00750498696419,-31.953227471782718,-47.923517859023036,-12.200047145268291,15.955336341848495,-46.237897437769576,-16.722835020977328,0,0.0,29.515062416792247,47.923517859023036,-58.6916381449346,True,True,False,False,False,False
20min,20,relative_humidity,120,HIST_GRADIENT_BOOSTING,0.25,4,59,-1.8944870992733607,-0.6517505160738761,-6.004236991962868,-0.27021037298282297,2.3784283210342907,-2.044415285524423,-0.5018223298228137,0,0.0,1.5425929557016094,6.004236991962868,-2.924106241915398,True,True,False,False,False,False
20min,20,relative_humidity,120,HIST_GRADIENT_BOOSTING,0.5,4,59,-5.884617679449627,-3.9485163950643063,-14.111463610743625,-1.529974316926269,4.9210699943934495,-7.36499348583747,-2.4681405886764636,0,0.0,4.896852897161006,14.111463610743625,-9.924808746330715,True,True,False,False,False,False
20min,20,relative_humidity,120,HIST_GRADIENT_BOOSTING,0.75,4,59,-11.72627528329407,-9.626136718053978,-23.909578327962663,-3.7432493691056625,7.753497072518023,-15.537918069287022,-5.814493932061025,0,0.0,9.723424137225997,23.909578327962663,-20.465243368657642,True,True,False,False,False,False
20min,20,relative_humidity,120,HIST_GRADIENT_BOOSTING,1.0,4,59,-19.12433298254969,-17.30776661627909,-35.03099896812788,-6.8507997295127,10.90234183659434,-26.02023931425212,-10.41186028457666,0,0.0,15.60837902967546,35.03099896812788,-33.86970587314879,True,True,False,False,False,False
20min,20,relative_humidity,240,HIST_GRADIENT_BOOSTING,0.25,4,59,-0.20184829296488793,0.897516307324674,-6.522220368413267,3.9197945819043674,4.30933150574179,-3.0065177788781123,3.7021857932378985,2,0.5,6.708703572116011,6.522220368413267,-4.087390570836648,True,True,False,True,False,False
20min,20,relative_humidity,240,HIST_GRADIENT_BOOSTING,0.5,4,59,-2.3748480828475946,-0.96866755599686,-13.91130693303788,6.349249713641222,8.762249362108124,-9.344799251162145,6.001283612317691,2,0.5,15.346082863479836,13.91130693303788,-12.119535720996247,True,True,False,False,False,False
20min,20,relative_humidity,240,HIST_GRADIENT_BOOSTING,0.75,4,59,-6.3752905226192516,-5.331287796921933,-22.00986535902704,7.1712788623938994,13.398318916185763,-18.499845298671218,6.793266979130032,2,0.5,25.29311227780125,22.00986535902704,-23.48031027557932,True,True,False,False,False,False
20min,20,relative_humidity,240,HIST_GRADIENT_BOOSTING,1.0,4,59,-11.996922250581953,-11.822585421042861,-30.686065153949063,6.343546993706973,18.142841420091404,-29.859489076350112,6.039981404725297,2,0.5,35.89947048107541,30.686065153949063,-37.44383695006783,True,True,False,False,False,False
20min,20,relative_humidity,480,HIST_GRADIENT_BOOSTING,0.25,4,59,0.9616239867260212,1.728468473524103,-11.79665867328865,12.18621767314453,8.652490790557641,-3.2892066470244155,5.97929910727454,2,0.5,9.268505754298955,11.79665867328865,-5.854949071947537,True,True,False,True,False,False
20min,20,relative_humidity,480,HIST_GRADIENT_BOOSTING,0.5,4,59,-3.7712914599174905,1.6326675937904165,-24.939098636702894,6.5885976094520995,12.621697027698582,-7.576766639407633,5.438142773280559,2,0.5,13.01490941268819,24.939098636702894,-11.109561771729403,True,True,False,True,False,False
20min,20,relative_humidity,480,HIST_GRADIENT_BOOSTING,0.75,4,59,-13.258440637956367,-10.957379453656076,-39.04623847094849,7.927234826435171,17.478374207317163,-23.21728869591386,-0.9985313956985826,1,0.25,22.21875730021528,39.04623847094849,-31.828317721500838,True,True,False,False,False,False
20min,20,relative_humidity,480,HIST_GRADIENT_BOOSTING,1.0,4,59,-25.649569283440474,-28.306581978186404,-53.85293979906957,7.867826621680478,26.668156662511063,-50.70700582876417,-3.2491454328627105,1,0.25,47.457860395901456,53.85293979906957,-65.49874712590453,True,True,False,False,False,False
20min,20,relative_humidity,60,EXTRA_TREES,0.25,4,59,-0.3922987639122536,0.9226750859305681,-6.595976179377305,3.181430951867155,3.8167549569433885,-1.9569101082500218,2.487286430268336,2,0.5,4.444196538518358,6.595976179377305,-2.948417228172937,True,True,False,True,False,False
20min,20,relative_humidity,60,EXTRA_TREES,0.5,4,59,-3.461777045000091,-0.8179447486840323,-15.435040815645843,3.2238221330135435,7.568089655908643,-7.231359802628976,2.951638008944853,2,0.5,10.182997811573829,15.435040815645843,-9.768203858382407,True,True,False,False,False,False
20min,20,relative_humidity,60,EXTRA_TREES,0.75,4,59,-8.998781937640041,-5.8667247413355375,-26.046180154046535,1.784501886157445,11.160985558920412,-15.404014534550662,0.5385078555750833,2,0.5,15.942522390125745,26.046180154046535,-20.349530974910046,True,True,False,False,False,False
20min,20,relative_humidity,60,EXTRA_TREES,1.0,4,59,-16.670996837077876,-13.871585873705072,-38.02128382095272,-0.9195317799486485,14.564342865570895,-25.929215166006554,-4.613367544776397,0,0.0,21.315847621230155,38.02128382095272,-34.03483063955833,True,True,False,False,False,False
20min,20,relative_humidity,120,EXTRA_TREES,0.25,4,59,-0.3374860827332501,-0.8104169660434464,-1.9657594907552842,2.2366490919091766,1.635349518695683,-1.622293252737106,0.4743902039604095,1,0.25,2.0966834566975154,1.9657594907552842,-2.350198567081025,True,True,False,False,False,False
20min,20,relative_humidity,120,EXTRA_TREES,0.5,4,59,-1.6928742116834816,-2.5930852448839485,-5.583446737803549,3.9981203808375203,3.722745656828828,-4.670800888771032,0.38484143220360145,1,0.25,5.055642320974633,5.583446737803549,-6.516768089822152,True,True,False,False,False,False
20min,20,relative_humidity,120,EXTRA_TREES,0.75,4,59,-3.992374886178247,-4.640295039963885,-11.946815710736322,5.2579062459511015,6.374011543426924,-8.366636990491928,-0.26603293565020314,1,0.25,8.100604054841725,11.946815710736322,-11.677300995068828,True,True,False,False,False,False
20min,20,relative_humidity,120,EXTRA_TREES,1.0,4,59,-7.137221177573024,-7.154745091820795,-20.23522921337843,5.995834686727927,9.546150569322464,-12.82488825605474,-1.467078013339079,1,0.25,11.357810242715662,20.23522921337843,-17.892457516523233,True,True,False,False,False,False
20min,20,relative_humidity,240,EXTRA_TREES,0.25,4,59,-0.7093084702253858,-0.1419057694533694,-6.914191150035767,4.360768808040962,4.824276181897588,-4.653441709377617,3.8022274696988614,2,0.5,8.455669179076478,6.914191150035767,-6.09828814650055,True,True,False,False,False,False
20min,20,relative_humidity,240,EXTRA_TREES,0.5,4,59,-3.2808005576843633,-0.9492099305637836,-19.25383105538949,8.029048685779605,11.175537057419726,-10.976361166422478,6.746350678174331,2,0.5,17.72271184459681,19.25383105538949,-14.624023616709561,True,True,False,False,False,False
20min,20,relative_humidity,240,EXTRA_TREES,0.75,4,59,-7.375606073254371,-2.4382470609499487,-35.54518012958992,10.91924995847234,18.681890637309824,-18.564411378970476,8.750558244766157,2,0.5,27.314969623736634,35.54518012958992,-24.982026905215747,True,True,False,False,False,False
20min,20,relative_humidity,240,EXTRA_TREES,1.0,4,59,-12.704870652827193,-4.614892611986387,-54.543531647860284,12.953834260524287,26.89614952805012,-27.073366992746863,9.753603727933285,2,0.5,36.82697072068015,54.543531647860284,-36.66426088429154,True,True,False,False,False,False
20min,20,relative_humidity,480,EXTRA_TREES,0.25,4,59,5.880914596958542,6.426337539130594,-1.6266273404605838,12.297610650033562,4.9610945783598375,4.114180570579574,8.19307156550956,3,0.75,4.078890994929987,1.6266273404605838,3.9802352065504545,True,True,True,True,False,False
20min,20,relative_humidity,480,EXTRA_TREES,0.5,4,59,8.354338187212264,12.05630341818993,-3.6429807964237644,12.94772670889296,6.947336962249981,7.714577670204108,12.696063935198085,3,0.75,4.981486264993977,3.6429807964237644,8.654815086587002,True,True,True,True,False,False
20min,20,relative_humidity,480,EXTRA_TREES,0.75,4,59,7.330605992604706,8.569284949720256,-6.026827979115948,18.210682050094267,10.242938282228035,-0.8845056364154384,16.784396578740402,3,0.75,17.66890221515584,6.026827979115948,-1.7718731526366507,True,True,True,True,False,False
20min,20,relative_humidity,480,EXTRA_TREES,1.0,4,59,3.6232541087043666,5.78952325318275,-19.52454793256224,22.438517861014205,18.18136955970454,-11.446641181028745,20.85941854291586,2,0.5,32.30605972394461,19.52454793256224,-15.244643591930114,True,True,False,True,False,False
20min,20,relative_humidity,60,XGBOOST,0.25,4,59,-2.225889081687721,-0.3618279173938055,-13.153382428626854,4.97348193666358,6.674642324559496,-3.6199473998459957,1.032230400764469,1,0.25,4.652177800610465,13.153382428626854,-5.976262424855751,True,True,False,False,False,False
20min,20,relative_humidity,60,XGBOOST,0.5,4,59,-9.23105577036001,-4.792617244495727,-31.708513402850535,4.369524810401949,13.506438065742428,-11.675396193473633,-2.348276821382104,1,0.25,9.327119372091529,31.708513402850535,-17.383305281254124,True,True,False,False,False,False
20min,20,relative_humidity,60,XGBOOST,0.75,4,59,-20.265475454993876,-12.813862810533822,-53.72161085302654,-1.7125653458813137,19.842074217959123,-23.308658932083087,-9.770679333444608,0,0.0,13.53797959863848,53.72161085302654,-33.013255323109696,True,True,False,False,False,False
20min,20,relative_humidity,60,XGBOOST,1.0,4,59,-34.43974907388405,-23.729192393358268,-77.91371891009558,-12.386892598724083,25.52591551580299,-37.666070003436474,-20.50287146380585,0,0.0,17.163198539630624,77.91371891009558,-51.78922139069748,True,True,False,False,False,False
20min,20,relative_humidity,120,XGBOOST,0.25,4,59,-0.8799017698730773,-0.5481974181159459,-3.6332094210382033,1.2099971777777858,1.7980901996777674,-1.783019975946217,0.35492078795719406,2,0.5,2.137940763903411,3.6332094210382033,-2.525470155327202,True,True,False,False,False,False
20min,20,relative_humidity,120,XGBOOST,0.5,4,59,-2.958732267696314,-1.9582841956889727,-8.356556130863646,0.43819545145633587,3.3414988204386504,-4.3050427409215715,-0.6119737224637158,1,0.25,3.6930690184578556,8.356556130863646,-5.893957737633812,True,True,False,False,False,False
20min,20,relative_humidity,120,XGBOOST,0.75,4,59,-6.175240901106544,-4.197878687908283,-14.034659138828149,-2.2705470897814584,4.674781792792493,-7.50846879945032,-2.8646507895645064,0,0.0,4.6438180098858135,14.034659138828149,-10.028452477558226,True,True,False,False,False,False
20min,20,relative_humidity,120,XGBOOST,1.0,4,59,-10.433304431041895,-7.51595170170658,-20.53266271018791,-6.168651610566508,5.880525822275811,-11.330410216372451,-6.618845916376024,0,0.0,4.711564299996427,20.53266271018791,-15.00489952925177,True,True,False,False,False,False
20min,20,relative_humidity,240,XGBOOST,0.25,4,59,-0.3331011487035709,-0.6706665575205331,-6.586190979708583,6.5951194999353655,5.780474792322502,-5.759155182749345,4.755387476525241,2,0.5,10.514542659274586,6.586190979708583,-7.574485632084972,True,True,False,False,False,False
20min,20,relative_humidity,240,XGBOOST,0.5,4,59,-3.0636212946434527,-2.455809452882067,-19.440514681884096,12.097648409074418,12.943903177875946,-13.64450917243816,8.12507842491264,2,0.5,21.7695875973508,19.440514681884096,-18.20073192202849,True,True,False,False,False,False
20min,20,relative_humidity,240,XGBOOST,0.75,4,59,-7.8093600683930235,-5.360949017968949,-36.80738766503576,16.291845427401565,21.110913015626377,-23.12908279741263,9.958773711050657,2,0.5,33.08785650846329,36.80738766503576,-31.106724188459534,True,True,False,False,False,False
20min,20,relative_humidity,240,XGBOOST,1.0,4,59,-14.237044280648249,-9.362103869388532,-57.19825197608572,18.974282592269788,29.776922231140922,-33.763827410269194,10.164679260232411,2,0.5,43.928506670501605,57.19825197608572,-45.625920198660765,True,True,False,False,False,False
20min,20,relative_humidity,480,XGBOOST,0.25,4,59,4.951223578987401,5.918643031017805,-5.6787865079527196,13.646394761866713,6.932534426383956,2.3146812722480687,8.555185337757136,3,0.75,6.240504065509067,5.6787865079527196,1.3786943712750912,True,True,True,True,False,False
20min,20,relative_humidity,480,XGBOOST,0.5,4,59,3.9053114894883025,7.616454237774236,-12.223110584323717,12.611448066728459,9.56462874283753,1.8246851795267771,9.697080547735762,3,0.75,7.872395368208985,12.223110584323717,0.6244789075888142,True,True,True,True,False,False
20min,20,relative_humidity,480,XGBOOST,0.75,4,59,-2.267843881039484,-3.3051926497494186,-19.490844395224258,17.02985417056516,16.471556045837403,-18.143054708160648,12.570018177371747,2,0.5,30.713072885532394,19.490844395224258,-23.53444019132168,True,True,False,False,False,False
20min,20,relative_humidity,480,XGBOOST,1.0,4,59,-11.621990421636342,-7.708652100109282,-50.96279949121106,19.892142004884253,28.912272311226257,-33.25935236304428,13.928709841298659,2,0.5,47.18806220434294,50.96279949121106,-44.04338307508352,True,True,False,False,False,False
20min,20,relative_humidity,60,RANDOM_FOREST,0.25,4,59,-0.7943103982714608,-0.23514695867661145,-3.5062731898237978,0.7993255140911776,1.646457772004258,-1.3545869038145923,0.32512954686652,2,0.5,1.6797164506811124,3.5062731898237978,-1.9515734814731172,True,True,False,False,False,False
