resolution,resolution_minutes,target,corrector,candidate_id,parameters,mean_validation_nrmse,mean_validation_rmse,mean_validation_r2,minimum_validation_r2,fit_seconds,inference_seconds
60min,60,temperature,HIST_GRADIENT_BOOSTING,1,"{""l2_regularization"": 0.1, ""learning_rate"": 0.05, ""max_iter"": 180, ""max_leaf_nodes"": 31}",0.2446441127588358,1.1847657629847361,0.8997457467330605,0.826474820753773,0.14223849994596094,0.07285110000520945
60min,60,temperature,HIST_GRADIENT_BOOSTING,2,"{""l2_regularization"": 1.0, ""learning_rate"": 0.04, ""max_iter"": 260, ""max_leaf_nodes"": 63}",0.24512990660791972,1.1871183718980376,0.8993964297268713,0.8251386741737592,0.1836771999951452,0.11352320003788918
60min,60,temperature,HIST_GRADIENT_BOOSTING,3,"{""l2_regularization"": 5.0, ""learning_rate"": 0.08, ""max_iter"": 180, ""max_leaf_nodes"": 31}",0.24490422565348763,1.186025441170404,0.8997745741787333,0.825594538639271,0.154896599939093,0.08966100006364286
60min,60,temperature,EXTRA_TREES,1,"{""max_depth"": null, ""max_features"": 0.7, ""min_samples_leaf"": 1, ""n_estimators"": 250}",0.2552916832480173,1.2363299589602361,0.8898817939351392,0.8226674995340892,0.10990529996342957,0.028527099988423288
60min,60,temperature,EXTRA_TREES,2,"{""max_depth"": 20, ""max_features"": 0.85, ""min_samples_leaf"": 2, ""n_estimators"": 320}",0.24985531124657084,1.210002624329005,0.8953735514751967,0.833012603043355,0.1378131000092253,0.02958200010471046
60min,60,temperature,EXTRA_TREES,3,"{""max_depth"": 14, ""max_features"": 1.0, ""min_samples_leaf"": 4, ""n_estimators"": 320}",0.24298466375156513,1.1767293612619962,0.901796889947422,0.8405542625260763,0.1321640000678599,0.03078179992735386
60min,60,temperature,XGBOOST,1,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.04, ""max_depth"": 5, ""min_child_weight"": 1, ""n_estimators"": 260, ""reg_lambda"": 1.0, ""subsample"": 0.85}",0.30211423765695544,1.4630828481821592,0.833307673592076,0.6465468864453785,0.28258680005092174,0.02279910002835095
60min,60,temperature,XGBOOST,2,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": 6, ""min_child_weight"": 2, ""n_estimators"": 360, ""reg_lambda"": 3.0, ""subsample"": 0.85}",0.27024635738750624,1.3087526537770353,0.8704722481340853,0.729926860829414,0.3568088000174612,0.02287430001888424
60min,60,temperature,XGBOOST,3,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.07, ""max_depth"": 4, ""min_child_weight"": 3, ""n_estimators"": 220, ""reg_lambda"": 5.0, ""subsample"": 0.9}",0.2709327582804355,1.3120767651503031,0.8698956889184466,0.72908230661059,0.14903790003154427,0.011890899972058833
60min,60,temperature,RANDOM_FOREST,1,"{""max_depth"": null, ""max_features"": 0.7, ""min_samples_leaf"": 1, ""n_estimators"": 240}",0.2596897957629293,1.2576291967414415,0.8863288241967984,0.8213203491545098,0.16857660003006458,0.02889710001181811
60min,60,temperature,RANDOM_FOREST,2,"{""max_depth"": 20, ""max_features"": 0.85, ""min_samples_leaf"": 2, ""n_estimators"": 300}",0.2587587738006319,1.2531204312000273,0.8878540454889794,0.8186688980052582,0.18727779993787408,0.028171000070869923
60min,60,temperature,RANDOM_FOREST,3,"{""max_depth"": 14, ""max_features"": 1.0, ""min_samples_leaf"": 4, ""n_estimators"": 300}",0.2530811210661008,1.2256246190256297,0.8931558845118217,0.8220936712232743,0.17927740002050996,0.029286399949342012
60min,60,relative_humidity,HIST_GRADIENT_BOOSTING,1,"{""l2_regularization"": 0.1, ""learning_rate"": 0.05, ""max_iter"": 180, ""max_leaf_nodes"": 31}",0.2849465343485429,3.706855206279385,0.8819643622038925,0.783679017432426,0.12954170000739396,0.09508060000371188
60min,60,relative_humidity,HIST_GRADIENT_BOOSTING,2,"{""l2_regularization"": 1.0, ""learning_rate"": 0.04, ""max_iter"": 260, ""max_leaf_nodes"": 63}",0.28590967186197047,3.719384613995027,0.8811330935904377,0.7820770657745525,0.16600119997747242,0.09384600003249943
60min,60,relative_humidity,HIST_GRADIENT_BOOSTING,3,"{""l2_regularization"": 5.0, ""learning_rate"": 0.08, ""max_iter"": 180, ""max_leaf_nodes"": 31}",0.2876278422529073,3.74173620663145,0.8796065872727239,0.7769826476243453,0.20739140000659972,0.0675127999857068
60min,60,relative_humidity,EXTRA_TREES,1,"{""max_depth"": null, ""max_features"": 0.7, ""min_samples_leaf"": 1, ""n_estimators"": 250}",0.27570955864816704,3.5866918516223594,0.8928608025509139,0.8327043502624892,0.11926289997063577,0.028290700051002204
60min,60,relative_humidity,EXTRA_TREES,2,"{""max_depth"": 20, ""max_features"": 0.85, ""min_samples_leaf"": 2, ""n_estimators"": 320}",0.2754681724442799,3.5835516705752424,0.8920775873630495,0.8215105844339121,0.14929420000407845,0.028370800078846514
60min,60,relative_humidity,EXTRA_TREES,3,"{""max_depth"": 14, ""max_features"": 1.0, ""min_samples_leaf"": 4, ""n_estimators"": 320}",0.2732170427210592,3.554266836655051,0.8944397355360929,0.827851042693563,0.14897340000607073,0.038771299994550645
60min,60,relative_humidity,XGBOOST,1,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.04, ""max_depth"": 5, ""min_child_weight"": 1, ""n_estimators"": 260, ""reg_lambda"": 1.0, ""subsample"": 0.85}",0.29716410072046345,3.865792915830262,0.8718767337678355,0.7914214905525412,0.26113839994650334,0.022027499973773956
60min,60,relative_humidity,XGBOOST,2,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": 6, ""min_child_weight"": 2, ""n_estimators"": 360, ""reg_lambda"": 3.0, ""subsample"": 0.85}",0.2715729150033376,3.532878461449302,0.8932655076698345,0.8059921047561069,0.3953648000024259,0.023506200057454407
60min,60,relative_humidity,XGBOOST,3,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.07, ""max_depth"": 4, ""min_child_weight"": 3, ""n_estimators"": 220, ""reg_lambda"": 5.0, ""subsample"": 0.9}",0.27874805922182627,3.6262195535349386,0.8862112122553356,0.7824901888861768,0.15921910002361983,0.012080399901606143
60min,60,relative_humidity,RANDOM_FOREST,1,"{""max_depth"": null, ""max_features"": 0.7, ""min_samples_leaf"": 1, ""n_estimators"": 240}",0.2791210310677139,3.6310715256141397,0.8887451845626225,0.8238159842766322,0.18083259998820722,0.029446200001984835
60min,60,relative_humidity,RANDOM_FOREST,2,"{""max_depth"": 20, ""max_features"": 0.85, ""min_samples_leaf"": 2, ""n_estimators"": 300}",0.27277688149713925,3.548540801319264,0.8945217678157915,0.8285135434494286,0.18643520004116,0.030069499975070357
60min,60,relative_humidity,RANDOM_FOREST,3,"{""max_depth"": 14, ""max_features"": 1.0, ""min_samples_leaf"": 4, ""n_estimators"": 300}",0.27299167152335535,3.5513349940219623,0.8940615648346741,0.8204477434258187,0.1924270000308752,0.027894699946045876
