resolution,resolution_minutes,target,horizon_minutes,corrector,alpha,window_id,n,base_rmse,hybrid_rmse,gain_pct
4min,4,relative_humidity,60,RANDOM_FOREST,1.0,1,75,1.74359334176175,1.7906791608224857,-2.700504637919733
4min,4,relative_humidity,60,RANDOM_FOREST,1.0,2,75,2.578292420355355,2.8173489590780103,-9.27189394171616
4min,4,relative_humidity,60,RANDOM_FOREST,1.0,3,75,1.9027054303656719,1.9957138691532965,-4.8882205991155345
4min,4,relative_humidity,60,RANDOM_FOREST,1.0,4,75,2.877919958455031,2.758933014161614,4.134477192245932
4min,4,relative_humidity,120,RANDOM_FOREST,0.25,1,75,2.2693274798508085,2.158289514605054,4.892989937840722
4min,4,relative_humidity,120,RANDOM_FOREST,0.25,2,75,3.693108440413314,3.7370451945953547,-1.189695750637737
4min,4,relative_humidity,120,RANDOM_FOREST,0.25,3,75,2.994705369035783,2.9855790103452753,0.30474980226339116
4min,4,relative_humidity,120,RANDOM_FOREST,0.25,4,75,3.9411075780087,3.864252835349281,1.9500797970668744
4min,4,relative_humidity,120,RANDOM_FOREST,0.5,1,75,2.2693274798508085,2.1749723888939543,4.157843757440305
4min,4,relative_humidity,120,RANDOM_FOREST,0.5,2,75,3.693108440413314,3.8168539614062036,-3.35071452651525
4min,4,relative_humidity,120,RANDOM_FOREST,0.5,3,75,2.994705369035783,3.019735592572139,-0.8358158967877123
4min,4,relative_humidity,120,RANDOM_FOREST,0.5,4,75,3.9411075780087,3.8705124027106352,1.7912521772301917
4min,4,relative_humidity,120,RANDOM_FOREST,0.75,1,75,2.2693274798508085,2.3166184410897004,-2.083919648388557
4min,4,relative_humidity,120,RANDOM_FOREST,0.75,2,75,3.693108440413314,3.9303501219883783,-6.42390239557963
4min,4,relative_humidity,120,RANDOM_FOREST,0.75,3,75,2.994705369035783,3.0957427724909476,-3.3738679103412452
4min,4,relative_humidity,120,RANDOM_FOREST,0.75,4,75,3.9411075780087,3.9594921130788068,-0.4664814320901046
4min,4,relative_humidity,120,RANDOM_FOREST,1.0,1,75,2.2693274798508085,2.562588916758116,-12.922834606779062
4min,4,relative_humidity,120,RANDOM_FOREST,1.0,2,75,3.693108440413314,4.074719688835506,-10.333063720692808
4min,4,relative_humidity,120,RANDOM_FOREST,1.0,3,75,2.994705369035783,3.2106296610109184,-7.2102015179095025
4min,4,relative_humidity,120,RANDOM_FOREST,1.0,4,75,3.9411075780087,4.1258434989095525,-4.6874112732084505
4min,4,relative_humidity,240,RANDOM_FOREST,0.25,1,75,2.1776850349549557,2.167117086307131,0.4852836143975855
4min,4,relative_humidity,240,RANDOM_FOREST,0.25,2,75,4.547075509004325,4.463080432922766,1.847232928400434
4min,4,relative_humidity,240,RANDOM_FOREST,0.25,3,75,4.432300422609593,4.40394480367667,0.6397494806145876
4min,4,relative_humidity,240,RANDOM_FOREST,0.25,4,75,4.780794010148766,4.697517280968951,1.7419016381595476
4min,4,relative_humidity,240,RANDOM_FOREST,0.5,1,75,2.1776850349549557,2.281270531044922,-4.756679429176904
