resolution,resolution_minutes,target,horizon_minutes,corrector,alpha,window_id,n,base_rmse,hybrid_rmse,gain_pct
60min,60,temperature,120,EXTRA_TREES,0.5,3,14,0.9101933708278542,0.8840507652884921,2.872203465466293
60min,60,temperature,120,EXTRA_TREES,0.5,4,14,1.4554769811955333,1.5155879308129112,-4.129982843699983
60min,60,temperature,120,EXTRA_TREES,0.75,1,15,0.8819874898478663,0.8677199270359582,1.6176604516657163
60min,60,temperature,120,EXTRA_TREES,0.75,2,15,0.7380485806550665,0.8008379186753181,-8.507480356445086
60min,60,temperature,120,EXTRA_TREES,0.75,3,14,0.9101933708278542,0.8758453298908554,3.7737080974077006
60min,60,temperature,120,EXTRA_TREES,0.75,4,14,1.4554769811955333,1.5508730200520169,-6.554280149324314
60min,60,temperature,120,EXTRA_TREES,1.0,1,15,0.8819874898478663,0.8680503578587068,1.5801961081742315
60min,60,temperature,120,EXTRA_TREES,1.0,2,15,0.7380485806550665,0.8273524511356936,-12.099998946053661
60min,60,temperature,120,EXTRA_TREES,1.0,3,14,0.9101933708278542,0.8710181348645816,4.304056392724696
60min,60,temperature,120,EXTRA_TREES,1.0,4,14,1.4554769811955333,1.5893425874909823,-9.197370210931915
60min,60,temperature,240,EXTRA_TREES,0.25,1,15,0.9442917707520675,0.9737609348928932,-3.120768924773684
60min,60,temperature,240,EXTRA_TREES,0.25,2,15,0.6425387517220607,0.651002797508405,-1.3172817613972554
60min,60,temperature,240,EXTRA_TREES,0.25,3,14,1.1856394309231377,1.166503688992667,1.613959643326949
60min,60,temperature,240,EXTRA_TREES,0.25,4,14,1.5504299445448857,1.662173248243677,-7.20724622818044
60min,60,temperature,240,EXTRA_TREES,0.5,1,15,0.9442917707520675,1.031326740092662,-9.216957304549712
60min,60,temperature,240,EXTRA_TREES,0.5,2,15,0.6425387517220607,0.6684074673660866,-4.026016419195805
60min,60,temperature,240,EXTRA_TREES,0.5,3,14,1.1856394309231377,1.160419889732553,2.1270835409841893
60min,60,temperature,240,EXTRA_TREES,0.5,4,14,1.5504299445448857,1.7935373692604828,-15.680000606990278
60min,60,temperature,240,EXTRA_TREES,0.75,1,15,0.9442917707520675,1.1126366917507728,-17.827638258949293
60min,60,temperature,240,EXTRA_TREES,0.75,2,15,0.6425387517220607,0.6940805051760771,-8.021578981171174
60min,60,temperature,240,EXTRA_TREES,0.75,3,14,1.1856394309231377,1.1675920744506496,1.5221623034615561
60min,60,temperature,240,EXTRA_TREES,0.75,4,14,1.5504299445448857,1.9405417223579804,-25.161522401298072
60min,60,temperature,240,EXTRA_TREES,1.0,1,15,0.9442917707520675,1.2129249965778273,-28.44811679464396
60min,60,temperature,240,EXTRA_TREES,1.0,2,15,0.6425387517220607,0.7271466551308372,-13.167751078362182
60min,60,temperature,240,EXTRA_TREES,1.0,3,14,1.1856394309231377,1.1877801361921685,-0.18055280662891007
60min,60,temperature,240,EXTRA_TREES,1.0,4,14,1.5504299445448857,2.099904176626099,-35.4401199495993
60min,60,temperature,480,EXTRA_TREES,0.25,1,15,0.8893521281933412,0.8968572884807707,-0.84389074355461
60min,60,temperature,480,EXTRA_TREES,0.25,2,15,1.6074704617867688,1.5723780481647827,2.1830829527641504
60min,60,temperature,480,EXTRA_TREES,0.25,3,14,1.6386720792364642,1.512012866649981,7.729381258848308
60min,60,temperature,480,EXTRA_TREES,0.25,4,14,1.5285316882916882,1.7234730920351629,-12.753507515525854
60min,60,temperature,480,EXTRA_TREES,0.5,1,15,0.8893521281933412,0.9731274417839505,-9.41981369750508
60min,60,temperature,480,EXTRA_TREES,0.5,2,15,1.6074704617867688,1.5458845142830002,3.8312335416299512
60min,60,temperature,480,EXTRA_TREES,0.5,3,14,1.6386720792364642,1.4140830755984755,13.705548930975592
60min,60,temperature,480,EXTRA_TREES,0.5,4,14,1.5285316882916882,1.9400343309726023,-26.921433545209396
60min,60,temperature,480,EXTRA_TREES,0.75,1,15,0.8893521281933412,1.1040014828240554,-24.135474333069833
60min,60,temperature,480,EXTRA_TREES,0.75,2,15,1.6074704617867688,1.5284370778561538,4.91663055772522
60min,60,temperature,480,EXTRA_TREES,0.75,3,14,1.6386720792364642,1.3511440673022275,17.546403308965257
60min,60,temperature,480,EXTRA_TREES,0.75,4,14,1.5285316882916882,2.1717574084738476,-42.08128134399614
60min,60,temperature,480,EXTRA_TREES,1.0,1,15,0.8893521281933412,1.2727449722058573,-43.10922882608408
60min,60,temperature,480,EXTRA_TREES,1.0,2,15,1.6074704617867688,1.5203472086161445,5.41989761191526
60min,60,temperature,480,EXTRA_TREES,1.0,3,14,1.6386720792364642,1.328179561147882,18.947812806651076
60min,60,temperature,480,EXTRA_TREES,1.0,4,14,1.5285316882916882,2.414280556748828,-57.947694198415164
60min,60,temperature,60,XGBOOST,0.25,1,15,0.5515796321768198,0.549890999000325,0.3061449477078386
60min,60,temperature,60,XGBOOST,0.25,2,15,0.47726262302470135,0.4985449320217968,-4.459244862339438
60min,60,temperature,60,XGBOOST,0.25,3,14,0.5555042004460234,0.5464850891413827,1.6235901182023706
60min,60,temperature,60,XGBOOST,0.25,4,14,0.5724171523588961,0.5680936873354059,0.7552996980739485
60min,60,temperature,60,XGBOOST,0.5,1,15,0.5515796321768198,0.553717223404801,-0.38753991323884424
60min,60,temperature,60,XGBOOST,0.5,2,15,0.47726262302470135,0.5224350138110846,-9.464891782243187
60min,60,temperature,60,XGBOOST,0.5,3,14,0.5555042004460234,0.5423484011558535,2.3682627925417954
60min,60,temperature,60,XGBOOST,0.5,4,14,0.5724171523588961,0.5661528552659674,1.0943587324583068
60min,60,temperature,60,XGBOOST,0.75,1,15,0.5515796321768198,0.5629458666452365,-2.060669721171466
60min,60,temperature,60,XGBOOST,0.75,2,15,0.47726262302470135,0.5485922844608083,-14.945578806077009
60min,60,temperature,60,XGBOOST,0.75,3,14,0.5555042004460234,0.5432056916680018,2.2139362345319724
60min,60,temperature,60,XGBOOST,0.75,4,14,0.5724171523588961,0.5666191402706727,1.0128997819737124
60min,60,temperature,60,XGBOOST,1.0,1,15,0.5515796321768198,0.5773179077554047,-4.666284626393522
60min,60,temperature,60,XGBOOST,1.0,2,15,0.47726262302470135,0.5767083335508849,-20.836685239656116
60min,60,temperature,60,XGBOOST,1.0,3,14,0.5555042004460234,0.5490335675771293,1.164821591573705
60min,60,temperature,60,XGBOOST,1.0,4,14,0.5724171523588961,0.5694866296728524,0.5119557780487994
60min,60,temperature,120,XGBOOST,0.25,1,15,0.8819874898478663,0.8572135094059077,2.8088811606876556
60min,60,temperature,120,XGBOOST,0.25,2,15,0.7380485806550665,0.746108958576915,-1.092120238845839
60min,60,temperature,120,XGBOOST,0.25,3,14,0.9101933708278542,0.9167181772464086,-0.716859365018205
60min,60,temperature,120,XGBOOST,0.25,4,14,1.4554769811955333,1.4815730084270073,-1.792953620608876
60min,60,temperature,120,XGBOOST,0.5,1,15,0.8819874898478663,0.8392805264155856,4.842128026061601
60min,60,temperature,120,XGBOOST,0.5,2,15,0.7380485806550665,0.7679102788533199,-4.046034228769756
60min,60,temperature,120,XGBOOST,0.5,3,14,0.9101933708278542,0.9267128598597033,-1.8149427980148873
60min,60,temperature,120,XGBOOST,0.5,4,14,1.4554769811955333,1.51202208227515,-3.8849876576660405
60min,60,temperature,120,XGBOOST,0.75,1,15,0.8819874898478663,0.8286328114342507,6.04936907016887
60min,60,temperature,120,XGBOOST,0.75,2,15,0.7380485806550665,0.8023331990554315,-8.710079537489012
60min,60,temperature,120,XGBOOST,0.75,3,14,0.9101933708278542,0.9400667511964714,-3.282091622074358
60min,60,temperature,120,XGBOOST,0.75,4,14,1.4554769811955333,1.5465671135630499,-6.258438542442279
60min,60,temperature,120,XGBOOST,1.0,1,15,0.8819874898478663,0.8255523019185498,6.398638141573986
60min,60,temperature,120,XGBOOST,1.0,2,15,0.7380485806550665,0.8478417752638441,-14.876147381968938
60min,60,temperature,120,XGBOOST,1.0,3,14,0.9101933708278542,0.9566391862772473,-5.102851431135882
60min,60,temperature,120,XGBOOST,1.0,4,14,1.4554769811955333,1.5849403009894858,-8.894906719006368
60min,60,temperature,240,XGBOOST,0.25,1,15,0.9442917707520675,1.117570254437875,-18.350099942923606
60min,60,temperature,240,XGBOOST,0.25,2,15,0.6425387517220607,0.6655339091485838,-3.5787969775977064
60min,60,temperature,240,XGBOOST,0.25,3,14,1.1856394309231377,1.1564710853610227,2.4601362607689725
60min,60,temperature,240,XGBOOST,0.25,4,14,1.5504299445448857,1.7976263631794347,-15.94373351110109
60min,60,temperature,240,XGBOOST,0.5,1,15,0.9442917707520675,1.4023104725288456,-48.5039387150431
60min,60,temperature,240,XGBOOST,0.5,2,15,0.6425387517220607,0.73979891363129,-15.136855426783761
60min,60,temperature,240,XGBOOST,0.5,3,14,1.1856394309231377,1.188246997041337,-0.2199290990321556
60min,60,temperature,240,XGBOOST,0.5,4,14,1.5504299445448857,2.093914764869301,-35.05381344295116
60min,60,temperature,240,XGBOOST,0.75,1,15,0.9442917707520675,1.7447696442766552,-84.77018420769025
60min,60,temperature,240,XGBOOST,0.75,2,15,0.6425387517220607,0.8520312157514353,-32.60386450901464
60min,60,temperature,240,XGBOOST,0.75,3,14,1.1856394309231377,1.2764237244209713,-7.6569900705098
60min,60,temperature,240,XGBOOST,0.75,4,14,1.5504299445448857,2.4213402313101886,-56.17217919645834
60min,60,temperature,240,XGBOOST,1.0,1,15,0.9442917707520675,2.1171213059907488,-124.2020286065395
60min,60,temperature,240,XGBOOST,1.0,2,15,0.6425387517220607,0.9893935840913317,-53.981932053073756
60min,60,temperature,240,XGBOOST,1.0,3,14,1.1856394309231377,1.4104627489363009,-18.962199818043832
60min,60,temperature,240,XGBOOST,1.0,4,14,1.5504299445448857,2.7688786469017685,-78.58779473680426
60min,60,temperature,480,XGBOOST,0.25,1,15,0.8893521281933412,0.7986748129034871,10.195884443888268
60min,60,temperature,480,XGBOOST,0.25,2,15,1.6074704617867688,1.6187261365815726,-0.7002103654391687
60min,60,temperature,480,XGBOOST,0.25,3,14,1.6386720792364642,1.5174397701408853,7.398204352884737
60min,60,temperature,480,XGBOOST,0.25,4,14,1.5285316882916882,1.6612607749754558,-8.683437033098592
60min,60,temperature,480,XGBOOST,0.5,1,15,0.8893521281933412,0.7996492015356954,10.08632282017149
60min,60,temperature,480,XGBOOST,0.5,2,15,1.6074704617867688,1.648279307468525,-2.5386995687868157
60min,60,temperature,480,XGBOOST,0.5,3,14,1.6386720792364642,1.4311851119264947,12.661896784538346
60min,60,temperature,480,XGBOOST,0.5,4,14,1.5285316882916882,1.8168529022491597,-18.862625889012747
60min,60,temperature,480,XGBOOST,0.75,1,15,0.8893521281933412,0.8919749851721124,-0.29491771544971046
60min,60,temperature,480,XGBOOST,0.75,2,15,1.6074704617867688,1.6951732643145396,-5.4559511115548345
60min,60,temperature,480,XGBOOST,0.75,3,14,1.6386720792364642,1.3864516901261448,15.391754842606518
60min,60,temperature,480,XGBOOST,0.75,4,14,1.5285316882916882,1.9899523712715506,-30.1871846370129
60min,60,temperature,480,XGBOOST,1.0,1,15,0.8893521281933412,1.0518664567019738,-18.273338912312433
60min,60,temperature,480,XGBOOST,1.0,2,15,1.6074704617867688,1.7580208949571625,-9.36567338245524
60min,60,temperature,480,XGBOOST,1.0,3,14,1.6386720792364642,1.3872619973768456,15.342305824650564
60min,60,temperature,480,XGBOOST,1.0,4,14,1.5285316882916882,2.176385829081385,-42.384083087852055
60min,60,temperature,60,RANDOM_FOREST,0.25,1,15,0.5515796321768198,0.5439984490033539,1.3744494414245523
60min,60,temperature,60,RANDOM_FOREST,0.25,2,15,0.47726262302470135,0.48741442394501083,-2.127089034538551
60min,60,temperature,60,RANDOM_FOREST,0.25,3,14,0.5555042004460234,0.5569689310495769,-0.2636758826265217
60min,60,temperature,60,RANDOM_FOREST,0.25,4,14,0.5724171523588961,0.5915428332738251,-3.3412138046725506
60min,60,temperature,60,RANDOM_FOREST,0.5,1,15,0.5515796321768198,0.538199158150567,2.4258462868627984
60min,60,temperature,60,RANDOM_FOREST,0.5,2,15,0.47726262302470135,0.4992474241450423,-4.606436804334268
60min,60,temperature,60,RANDOM_FOREST,0.5,3,14,0.5555042004460234,0.5601574983532558,-0.8376710569418082
60min,60,temperature,60,RANDOM_FOREST,0.5,4,14,0.5724171523588961,0.6139434378961233,-7.254549477789032
60min,60,temperature,60,RANDOM_FOREST,0.75,1,15,0.5515796321768198,0.5342397912736276,3.1436695431918253
60min,60,temperature,60,RANDOM_FOREST,0.75,2,15,0.47726262302470135,0.5126452193026458,-7.413653316009458
60min,60,temperature,60,RANDOM_FOREST,0.75,3,14,0.5555042004460234,0.5650407198899786,-1.7167321932576105
60min,60,temperature,60,RANDOM_FOREST,0.75,4,14,0.5724171523588961,0.6392747925023535,-11.679880637388512
60min,60,temperature,60,RANDOM_FOREST,1.0,1,15,0.5515796321768198,0.5321614179517205,3.5204733990022454
60min,60,temperature,60,RANDOM_FOREST,1.0,2,15,0.47726262302470135,0.5274885892081846,-10.523758568222046
60min,60,temperature,60,RANDOM_FOREST,1.0,3,14,0.5555042004460234,0.5715751627491605,-2.893040644919238
60min,60,temperature,60,RANDOM_FOREST,1.0,4,14,0.5724171523588961,0.6672031697895869,-16.55890586787685
60min,60,temperature,120,RANDOM_FOREST,0.25,1,15,0.8819874898478663,0.8716022610793748,1.1774802803929698
60min,60,temperature,120,RANDOM_FOREST,0.25,2,15,0.7380485806550665,0.7496667707988801,-1.574176883248213
60min,60,temperature,120,RANDOM_FOREST,0.25,3,14,0.9101933708278542,0.9097480034751778,0.0489310696991058
60min,60,temperature,120,RANDOM_FOREST,0.25,4,14,1.4554769811955333,1.4942984098844603,-2.667265040292082
60min,60,temperature,120,RANDOM_FOREST,0.5,1,15,0.8819874898478663,0.8651000249968004,1.914705712433503
60min,60,temperature,120,RANDOM_FOREST,0.5,2,15,0.7380485806550665,0.7654993902357439,-3.7193770573087432
60min,60,temperature,120,RANDOM_FOREST,0.5,3,14,0.9101933708278542,0.9127458186957889,-0.28042918677962697
60min,60,temperature,120,RANDOM_FOREST,0.5,4,14,1.4554769811955333,1.5366843503286693,-5.5794334216424435
60min,60,temperature,120,RANDOM_FOREST,0.75,1,15,0.8819874898478663,0.8625685986867944,2.201719569108802
60min,60,temperature,120,RANDOM_FOREST,0.75,2,15,0.7380485806550665,0.7852915732648537,-6.401068147554175
60min,60,temperature,120,RANDOM_FOREST,0.75,3,14,0.9101933708278542,0.9191531273175827,-0.9843794491251061
60min,60,temperature,120,RANDOM_FOREST,0.75,4,14,1.4554769811955333,1.5823483835980992,-8.716826445331574
60min,60,temperature,120,RANDOM_FOREST,1.0,1,15,0.8819874898478663,0.8640428832481535,2.0345647536121088
60min,60,temperature,120,RANDOM_FOREST,1.0,2,15,0.7380485806550665,0.8087526710982135,-9.57986944170971
60min,60,temperature,120,RANDOM_FOREST,1.0,3,14,0.9101933708278542,0.9288993785982497,-2.055168535602675
60min,60,temperature,120,RANDOM_FOREST,1.0,4,14,1.4554769811955333,1.6310151996148416,-12.060528657424783
60min,60,temperature,240,RANDOM_FOREST,0.25,1,15,0.9442917707520675,0.9665283931594459,-2.3548465734979787
60min,60,temperature,240,RANDOM_FOREST,0.25,2,15,0.6425387517220607,0.6722721866519284,-4.62749287108047
60min,60,temperature,240,RANDOM_FOREST,0.25,3,14,1.1856394309231377,1.1757550823454952,0.8336723897539902
60min,60,temperature,240,RANDOM_FOREST,0.25,4,14,1.5504299445448857,1.6805457712892982,-8.392241597385219
60min,60,temperature,240,RANDOM_FOREST,0.5,1,15,0.9442917707520675,1.0257072526402249,-8.621856550048639
60min,60,temperature,240,RANDOM_FOREST,0.5,2,15,0.6425387517220607,0.7180407114062253,-11.75056904845236
60min,60,temperature,240,RANDOM_FOREST,0.5,3,14,1.1856394309231377,1.183491984759886,0.1811213516726412
60min,60,temperature,240,RANDOM_FOREST,0.5,4,14,1.5504299445448857,1.8280425456855793,-17.9055236979562
60min,60,temperature,240,RANDOM_FOREST,0.75,1,15,0.9442917707520675,1.1159666878165346,-18.180283084299163
60min,60,temperature,240,RANDOM_FOREST,0.75,2,15,0.6425387517220607,0.777015931842792,-20.92903809463953
60min,60,temperature,240,RANDOM_FOREST,0.75,3,14,1.1856394309231377,1.2085117513490031,-1.9291126652271537
60min,60,temperature,240,RANDOM_FOREST,0.75,4,14,1.5504299445448857,1.9890574127601914,-28.290698961187875
60min,60,temperature,240,RANDOM_FOREST,1.0,1,15,0.9442917707520675,1.2304860728085174,-30.30782549640506
60min,60,temperature,240,RANDOM_FOREST,1.0,2,15,0.6425387517220607,0.8464418339425682,-31.733974281555668
60min,60,temperature,240,RANDOM_FOREST,1.0,3,14,1.1856394309231377,1.2497768357328791,-5.409520224863311
60min,60,temperature,240,RANDOM_FOREST,1.0,4,14,1.5504299445448857,2.160570206370835,-39.352971991588454
60min,60,temperature,480,RANDOM_FOREST,0.25,1,15,0.8893521281933412,0.88046720808284,0.9990328722269269
60min,60,temperature,480,RANDOM_FOREST,0.25,2,15,1.6074704617867688,1.5848799899095678,1.4053428920921354
60min,60,temperature,480,RANDOM_FOREST,0.25,3,14,1.6386720792364642,1.5644274358494732,4.53078101029128
60min,60,temperature,480,RANDOM_FOREST,0.25,4,14,1.5285316882916882,1.7182520406720183,-12.411934527334838
60min,60,temperature,480,RANDOM_FOREST,0.5,1,15,0.8893521281933412,0.9675799949615405,-8.796051000306694
60min,60,temperature,480,RANDOM_FOREST,0.5,2,15,1.6074704617867688,1.588049840243962,1.2081479569596545
60min,60,temperature,480,RANDOM_FOREST,0.5,3,14,1.6386720792364642,1.5211364640410205,7.172613525593792
60min,60,temperature,480,RANDOM_FOREST,0.5,4,14,1.5285316882916882,1.9372844926945476,-26.741532905980392
60min,60,temperature,480,RANDOM_FOREST,0.75,1,15,0.8893521281933412,1.1286774713547592,-26.91007707459938
60min,60,temperature,480,RANDOM_FOREST,0.75,2,15,1.6074704617867688,1.6168285077788342,-0.582159748158832
60min,60,temperature,480,RANDOM_FOREST,0.75,3,14,1.6386720792364642,1.5114612148047775,7.7630458249438385
60min,60,temperature,480,RANDOM_FOREST,0.75,4,14,1.5285316882916882,2.17679868458144,-42.41109302838633
60min,60,temperature,480,RANDOM_FOREST,1.0,1,15,0.8893521281933412,1.3372837647975797,-50.36606113645687
60min,60,temperature,480,RANDOM_FOREST,1.0,2,15,1.6074704617867688,1.6698925018749338,-3.8832464777474263
60min,60,temperature,480,RANDOM_FOREST,1.0,3,14,1.6386720792364642,1.5360370395632745,6.263305573682089
60min,60,temperature,480,RANDOM_FOREST,1.0,4,14,1.5285316882916882,2.430747621197169,-59.02500679680459
60min,60,relative_humidity,60,HIST_GRADIENT_BOOSTING,0.25,1,15,1.4131989560577258,1.3760422775455305,2.6292602575824096
60min,60,relative_humidity,60,HIST_GRADIENT_BOOSTING,0.25,2,15,1.4568833723524406,1.4537010797592949,0.2184315267465273
60min,60,relative_humidity,60,HIST_GRADIENT_BOOSTING,0.25,3,14,1.844284060356615,1.8206817099169157,1.2797567873104958
60min,60,relative_humidity,60,HIST_GRADIENT_BOOSTING,0.25,4,14,1.4934078672048758,1.5022096392913322,-0.5893749644516166
60min,60,relative_humidity,60,HIST_GRADIENT_BOOSTING,0.5,1,15,1.4131989560577258,1.3519333964024296,4.335239521136023
60min,60,relative_humidity,60,HIST_GRADIENT_BOOSTING,0.5,2,15,1.4568833723524406,1.4676028262524705,-0.7357798231111078
60min,60,relative_humidity,60,HIST_GRADIENT_BOOSTING,0.5,3,14,1.844284060356615,1.8137858136510077,1.653663194362272
60min,60,relative_humidity,60,HIST_GRADIENT_BOOSTING,0.5,4,14,1.4934078672048758,1.5297740511028872,-2.435113989728462
60min,60,relative_humidity,60,HIST_GRADIENT_BOOSTING,0.75,1,15,1.4131989560577258,1.3415759261216562,5.068149083259299
60min,60,relative_humidity,60,HIST_GRADIENT_BOOSTING,0.75,2,15,1.4568833723524406,1.4981130930706559,-2.8299945967288616
60min,60,relative_humidity,60,HIST_GRADIENT_BOOSTING,0.75,3,14,1.844284060356615,1.8237858871623267,1.1114433852627235
60min,60,relative_humidity,60,HIST_GRADIENT_BOOSTING,0.75,4,14,1.4934078672048758,1.5751163763269247,-5.471278872728714
60min,60,relative_humidity,60,HIST_GRADIENT_BOOSTING,1.0,1,15,1.4131989560577258,1.3452875236601347,4.80551107871163
60min,60,relative_humidity,60,HIST_GRADIENT_BOOSTING,1.0,2,15,1.4568833723524406,1.5442477719944403,-5.996663926566184
60min,60,relative_humidity,60,HIST_GRADIENT_BOOSTING,1.0,3,14,1.844284060356615,1.8504080204264337,-0.33205080504976503
60min,60,relative_humidity,60,HIST_GRADIENT_BOOSTING,1.0,4,14,1.4934078672048758,1.6367598037025353,-9.598980937870834
60min,60,relative_humidity,120,HIST_GRADIENT_BOOSTING,0.25,1,15,2.1730913098685707,2.1990366634321683,-1.1939375692946286
60min,60,relative_humidity,120,HIST_GRADIENT_BOOSTING,0.25,2,15,2.3130996392517797,2.3980353471154214,-3.6719433275739
60min,60,relative_humidity,120,HIST_GRADIENT_BOOSTING,0.25,3,14,2.8054799558559265,2.8122521212824894,-0.24139061882895424
60min,60,relative_humidity,120,HIST_GRADIENT_BOOSTING,0.25,4,14,4.104792177574475,4.210429632439135,-2.5735153034490925
60min,60,relative_humidity,120,HIST_GRADIENT_BOOSTING,0.5,1,15,2.1730913098685707,2.290633320971241,-5.408977090326643
60min,60,relative_humidity,120,HIST_GRADIENT_BOOSTING,0.5,2,15,2.3130996392517797,2.5099157113935107,-8.508758931171473
60min,60,relative_humidity,120,HIST_GRADIENT_BOOSTING,0.5,3,14,2.8054799558559265,2.85053500535525,-1.6059658314535163
60min,60,relative_humidity,120,HIST_GRADIENT_BOOSTING,0.5,4,14,4.104792177574475,4.362222859693482,-6.2714668851060535
60min,60,relative_humidity,120,HIST_GRADIENT_BOOSTING,0.75,1,15,2.1730913098685707,2.440500385802244,-12.305468928953857
60min,60,relative_humidity,120,HIST_GRADIENT_BOOSTING,0.75,2,15,2.3130996392517797,2.645324176346209,-14.36274216020778
60min,60,relative_humidity,120,HIST_GRADIENT_BOOSTING,0.75,3,14,2.8054799558559265,2.919089113405541,-4.049544439356132
60min,60,relative_humidity,120,HIST_GRADIENT_BOOSTING,0.75,4,14,4.104792177574475,4.555560402937171,-10.981511508069941
60min,60,relative_humidity,120,HIST_GRADIENT_BOOSTING,1.0,1,15,2.1730913098685707,2.6387280293714124,-21.42738859560409
60min,60,relative_humidity,120,HIST_GRADIENT_BOOSTING,1.0,2,15,2.3130996392517797,2.8008503860435408,-21.086456394482607
60min,60,relative_humidity,120,HIST_GRADIENT_BOOSTING,1.0,3,14,2.8054799558559265,3.015850841702742,-7.49857026808211
60min,60,relative_humidity,120,HIST_GRADIENT_BOOSTING,1.0,4,14,4.104792177574475,4.785409555226349,-16.58104352688694
60min,60,relative_humidity,240,HIST_GRADIENT_BOOSTING,0.25,1,15,2.4914029804748776,2.5246247052907593,-1.3334544863372295
60min,60,relative_humidity,240,HIST_GRADIENT_BOOSTING,0.25,2,15,2.0761090374341906,2.4327521386590147,-17.17843787557469
60min,60,relative_humidity,240,HIST_GRADIENT_BOOSTING,0.25,3,14,3.8255445565701693,3.863001239498711,-0.9791202892725955
60min,60,relative_humidity,240,HIST_GRADIENT_BOOSTING,0.25,4,14,5.165716167999935,5.580705093637987,-8.033521628787597
60min,60,relative_humidity,240,HIST_GRADIENT_BOOSTING,0.5,1,15,2.4914029804748776,2.765550283984257,-11.003731859433085
60min,60,relative_humidity,240,HIST_GRADIENT_BOOSTING,0.5,2,15,2.0761090374341906,2.8875460620912454,-39.084509051600136
60min,60,relative_humidity,240,HIST_GRADIENT_BOOSTING,0.5,3,14,3.8255445565701693,4.014584660108042,-4.941521415904214
60min,60,relative_humidity,240,HIST_GRADIENT_BOOSTING,0.5,4,14,5.165716167999935,6.077003475294452,-17.641064233061616
60min,60,relative_humidity,240,HIST_GRADIENT_BOOSTING,0.75,1,15,2.4914029804748776,3.167128703283453,-27.12229728005615
60min,60,relative_humidity,240,HIST_GRADIENT_BOOSTING,0.75,2,15,2.0761090374341906,3.4013448241779116,-63.83266788248971
60min,60,relative_humidity,240,HIST_GRADIENT_BOOSTING,0.75,3,14,3.8255445565701693,4.268152457998932,-11.569801237018844
60min,60,relative_humidity,240,HIST_GRADIENT_BOOSTING,0.75,4,14,5.165716167999935,6.636394293446369,-28.46997546161837
60min,60,relative_humidity,240,HIST_GRADIENT_BOOSTING,1.0,1,15,2.4914029804748776,3.6770963343804395,-47.591391806056244
60min,60,relative_humidity,240,HIST_GRADIENT_BOOSTING,1.0,2,15,2.0761090374341906,3.951196783879491,-90.3174020552732
60min,60,relative_humidity,240,HIST_GRADIENT_BOOSTING,1.0,3,14,3.8255445565701693,4.606895354901296,-20.424564052958104
60min,60,relative_humidity,240,HIST_GRADIENT_BOOSTING,1.0,4,14,5.165716167999935,7.244276587775832,-40.23760408386269
60min,60,relative_humidity,480,HIST_GRADIENT_BOOSTING,0.25,1,15,2.3106503135906644,2.1350911838145574,7.597823380868681
60min,60,relative_humidity,480,HIST_GRADIENT_BOOSTING,0.25,2,15,3.353306824402194,3.272657822678222,2.405058825428222
60min,60,relative_humidity,480,HIST_GRADIENT_BOOSTING,0.25,3,14,6.373691842952467,6.038029223706301,5.266376654486602
60min,60,relative_humidity,480,HIST_GRADIENT_BOOSTING,0.25,4,14,5.158817215746302,5.418955050669127,-5.0425867799464665
60min,60,relative_humidity,480,HIST_GRADIENT_BOOSTING,0.5,1,15,2.3106503135906644,2.2262721987314045,3.65170421344022
60min,60,relative_humidity,480,HIST_GRADIENT_BOOSTING,0.5,2,15,3.353306824402194,3.252469627995179,3.0070972233503133
60min,60,relative_humidity,480,HIST_GRADIENT_BOOSTING,0.5,3,14,6.373691842952467,5.765644332752793,9.539957769875638
60min,60,relative_humidity,480,HIST_GRADIENT_BOOSTING,0.5,4,14,5.158817215746302,5.750985763392713,-11.478765827153747
60min,60,relative_humidity,480,HIST_GRADIENT_BOOSTING,0.75,1,15,2.3106503135906644,2.555802318377105,-10.60965405905507
60min,60,relative_humidity,480,HIST_GRADIENT_BOOSTING,0.75,2,15,3.353306824402194,3.2938541298401147,1.7729571934616537
60min,60,relative_humidity,480,HIST_GRADIENT_BOOSTING,0.75,3,14,6.373691842952467,5.565835130987811,12.674863044373904
60min,60,relative_humidity,480,HIST_GRADIENT_BOOSTING,0.75,4,14,5.158817215746302,6.143263407522108,-19.08278875962057
60min,60,relative_humidity,480,HIST_GRADIENT_BOOSTING,1.0,1,15,2.3106503135906644,3.0473147403139915,-31.881259677868695
60min,60,relative_humidity,480,HIST_GRADIENT_BOOSTING,1.0,2,15,3.353306824402194,3.3945600992231637,-1.2302266682179943
60min,60,relative_humidity,480,HIST_GRADIENT_BOOSTING,1.0,3,14,6.373691842952467,5.446594835944047,14.545682939371035
60min,60,relative_humidity,480,HIST_GRADIENT_BOOSTING,1.0,4,14,5.158817215746302,6.585029838317801,-27.646116598554002
60min,60,relative_humidity,60,EXTRA_TREES,0.25,1,15,1.4131989560577258,1.4095549781246515,0.257853143568662
60min,60,relative_humidity,60,EXTRA_TREES,0.25,2,15,1.4568833723524406,1.5080065382893342,-3.509077453080175
60min,60,relative_humidity,60,EXTRA_TREES,0.25,3,14,1.844284060356615,1.81914591868081,1.3630298182452545
60min,60,relative_humidity,60,EXTRA_TREES,0.25,4,14,1.4934078672048758,1.5306556263014401,-2.4941450968969887
60min,60,relative_humidity,60,EXTRA_TREES,0.5,1,15,1.4131989560577258,1.41757620331775,-0.30974034061240036
