resolution,resolution_minutes,model,family,split,target,horizon_minutes,n,mae,rmse,bias,r2,smape_pct,mase
12min,12,SEASONAL_NAIVE_24H,reference,validation,relative_humidity,60,135.0,4.300127572016461,5.408658610317623,0.5869670781893005,0.7794699615108518,6.63843138849429,1.1706822863710735
12min,12,ROLLING_MEAN_6H,reference,validation,relative_humidity,60,135.0,9.2699914951989,12.133728954313778,0.19222249657064602,-0.10988298093099558,14.571941718214514,2.523696019825505
12min,12,DIURNAL_CLIMATOLOGY,reference,validation,relative_humidity,60,135.0,4.893475410520144,6.465471952012117,-3.3605861840476026,0.6848704877531049,7.674407804064243,1.332217448423742
12min,12,PERSISTENCE,reference,validation,relative_humidity,120,135.0,6.577878600823045,8.680865085938189,0.1901049382716051,0.40408723384475576,10.559367028238324,1.7907854664581107
12min,12,SEASONAL_NAIVE_24H,reference,validation,relative_humidity,120,135.0,4.2714465020576124,5.399171623376918,0.6244053497942388,0.7694787630834093,6.647679696471248,1.1628740481286792
12min,12,ROLLING_MEAN_6H,reference,validation,relative_humidity,120,135.0,11.551307544581618,14.562791928753345,0.4222471879286712,-0.677049821925177,17.871511931329444,3.144769754011027
12min,12,DIURNAL_CLIMATOLOGY,reference,validation,relative_humidity,120,135.0,5.001124334348654,6.490919629260069,-3.609974897488193,0.6668275062631956,7.9327426759474005,1.3615241808781586
12min,12,PERSISTENCE,reference,validation,relative_humidity,240,135.0,12.70684156378601,16.127586615468466,1.2098827160493835,-0.679417709933201,20.078902854306758,3.4593565156654966
12min,12,SEASONAL_NAIVE_24H,reference,validation,relative_humidity,240,135.0,3.9759526748971186,5.046160621632916,0.7890514403292185,0.8355847477918842,6.277522858024199,1.0824277396424014
12min,12,ROLLING_MEAN_6H,reference,validation,relative_humidity,240,135.0,16.126139094650203,19.295338399537457,1.4420249657064494,-1.4039462984659732,24.757736920636262,4.390238445137643
12min,12,DIURNAL_CLIMATOLOGY,reference,validation,relative_humidity,240,135.0,4.839297980857154,5.95120750251559,-3.2590095125149836,0.7713189650681542,7.6431866761287885,1.31746798897972
12min,12,PERSISTENCE,reference,validation,relative_humidity,480,135.0,17.450623456790122,20.242780690084857,0.5574876543209872,-1.7305070810539118,26.687864589210946,4.750820859348576
12min,12,SEASONAL_NAIVE_24H,reference,validation,relative_humidity,480,135.0,3.6259506172839497,4.705486491153392,0.38973662551440336,0.8524592356469383,5.568281129826304,0.9871419133084107
12min,12,ROLLING_MEAN_6H,reference,validation,relative_humidity,480,135.0,18.76349794238683,20.85487123222537,0.7896299039780535,-1.898130867097843,28.211687271921377,5.108242558769432
12min,12,DIURNAL_CLIMATOLOGY,reference,validation,relative_humidity,480,135.0,4.420831654818814,5.4984729662415495,-3.2214656396041783,0.7985407766160777,6.903550471212301,1.2035432025329444
12min,12,PERSISTENCE,reference,test,temperature,60,378.0,0.8919914756025868,1.3615723477348316,0.03642416225749555,0.8823377106422957,3.753365636819095,0.7674971025332146
12min,12,SEASONAL_NAIVE_24H,reference,test,temperature,60,378.0,1.3366144914756029,1.800683698283596,0.40379262198706667,0.7942069448869604,5.961203691516239,1.1500645213211456
12min,12,ROLLING_MEAN_6H,reference,test,temperature,60,378.0,2.8244664168136397,3.9594793453907813,0.42939939741328675,0.004979536709920129,12.055736112819813,2.43025841658677
12min,12,DIURNAL_CLIMATOLOGY,reference,test,temperature,60,378.0,1.5464416994324925,1.9521517422260006,1.355391209542058,0.7581294489005076,7.055490719334177,1.3306063522066425
12min,12,PERSISTENCE,reference,test,temperature,120,378.0,1.7306393298059963,2.6547460616424554,-0.0024294532627866516,0.5672648107240285,7.312421454993959,1.4890957004480532
12min,12,SEASONAL_NAIVE_24H,reference,test,temperature,120,378.0,1.3222104644326869,1.7375085886398838,0.30153586125808357,0.8146339641723501,5.936291282896227,1.1376708501677526
12min,12,ROLLING_MEAN_6H,reference,test,temperature,120,378.0,3.40142242308446,4.661209170340729,0.39054578189300454,-0.3340540533617178,14.57044662902691,2.9266892404383626
12min,12,DIURNAL_CLIMATOLOGY,reference,test,temperature,120,378.0,1.4915856273167856,1.8692859986374832,1.2688700914442346,0.7854503806365778,6.821702634534459,1.2834064881309055
12min,12,PERSISTENCE,reference,test,temperature,240,378.0,3.046688712522046,4.580748949196058,-0.02521604938271616,-0.2601535491800999,12.84711159458205,2.621465365015579
12min,12,SEASONAL_NAIVE_24H,reference,test,temperature,240,378.0,1.3606959141681365,1.7933845850600718,0.2864057907113463,0.8068488267017438,6.127363346504666,1.170784923530047
12min,12,ROLLING_MEAN_6H,reference,test,temperature,240,378.0,4.276222393689987,5.600899181282577,0.36775918577307504,-0.8839353537652161,18.46787840321935,3.679394239420907
12min,12,DIURNAL_CLIMATOLOGY,reference,test,temperature,240,378.0,1.4588544831960824,1.8233670351704663,1.2302137557960202,0.8003364983429666,6.696261735299864,1.255243597607466
12min,12,PERSISTENCE,reference,test,temperature,480,378.0,5.6317945326278664,7.1045736056983975,-1.0453483245149915,-1.2568872255378554,23.895345261415702,4.845770507990886
12min,12,SEASONAL_NAIVE_24H,reference,test,temperature,480,378.0,1.3973537624926515,1.843721159228656,0.2413176072898294,0.8480067498201191,6.115092150264273,1.2023264720130757
12min,12,ROLLING_MEAN_6H,reference,test,temperature,480,378.0,6.015841049382717,7.162996820140685,-0.6523730893592004,-1.294158075361464,25.874649856130972,5.176216030071911
12min,12,DIURNAL_CLIMATOLOGY,reference,test,temperature,480,378.0,1.4699057435410219,1.8983751285839436,1.1846312463009674,0.8388620282014525,6.583297260166235,1.264752444413823
12min,12,PERSISTENCE,reference,test,relative_humidity,60,378.0,2.5319385655496767,3.7226229038204504,-0.17834362139917695,0.8943255527598896,4.069915331460333,0.6893041146402169
12min,12,SEASONAL_NAIVE_24H,reference,test,relative_humidity,60,378.0,3.157912257495592,4.498588213152486,-0.5149698706643159,0.8456792317369076,4.97744240292232,0.8597214570614665
12min,12,ROLLING_MEAN_6H,reference,test,relative_humidity,60,378.0,8.358117675876935,11.300097358613888,-1.2995202821869491,0.02627512391748077,12.927749486632392,2.275444192453516
12min,12,DIURNAL_CLIMATOLOGY,reference,test,relative_humidity,60,378.0,3.633792813339495,4.605020648402514,-2.830658796359644,0.8382906771913912,5.484486827708805,0.9892769011325443
12min,12,PERSISTENCE,reference,test,relative_humidity,120,378.0,4.919983833039388,7.381078825958886,-0.10185332157554361,0.5959454896953582,7.857736060744795,1.339434197267397
12min,12,SEASONAL_NAIVE_24H,reference,test,relative_humidity,120,378.0,3.07100014697237,4.3930039032462265,-0.275271164021164,0.856872379722537,4.823367386308335,0.8360601896788924
12min,12,ROLLING_MEAN_6H,reference,test,relative_humidity,120,378.0,9.962911032725849,13.316691313093115,-1.223029982363316,-0.31520344466314887,15.282787081095375,2.712338941431397
12min,12,DIURNAL_CLIMATOLOGY,reference,test,relative_humidity,120,378.0,3.458878298306926,4.374326121516661,-2.5945131736650895,0.8580868668693449,5.240264980206975,0.9416575407883597
12min,12,PERSISTENCE,reference,test,relative_humidity,240,378.0,8.73262933568489,12.776427284376068,-0.014075543797766045,-0.19053357272915705,13.673404504308484,2.377402601555088
12min,12,SEASONAL_NAIVE_24H,reference,test,relative_humidity,240,378.0,3.192813786008231,4.466198154529704,-0.26655570252792526,0.8545215157987084,5.018988310695197,0.8692231754437102
12min,12,ROLLING_MEAN_6H,reference,test,relative_humidity,240,378.0,12.648927983539092,16.103358573780874,-1.135252204585538,-0.8912795155556212,19.072724018696352,3.443589913070587
12min,12,DIURNAL_CLIMATOLOGY,reference,test,relative_humidity,240,378.0,3.365614757564443,4.228188899417398,-2.4543441568013584,0.8696138219709079,5.092935020296303,0.9162671370659248
