family_a,family_b,resolution_minutes,target,horizon_minutes,n_origins,newey_west_lag,mean_squared_error_difference_a_minus_b,newey_west_long_run_variance,dm_statistic,p_value,status,direction,p_value_holm_global,significant_after_global_holm
HYBRID_ROBUST,MACHINE_LEARNING,30,relative_humidity,60,350,1,-0.5889246361252026,268.29908419632795,-0.6726422601916192,0.5011749092980943,ok,HYBRID_ROBUST_better,1.0,False
HYBRID_ROBUST,MACHINE_LEARNING,30,relative_humidity,120,350,3,3.1581222633347834,1463.7002779774114,1.544318534504963,0.1225111846302481,ok,MACHINE_LEARNING_better,1.0,False
HYBRID_ROBUST,MACHINE_LEARNING,30,relative_humidity,240,350,7,2.134212305325964,4218.568445739759,0.6147366298154873,0.5387286651742039,ok,MACHINE_LEARNING_better,1.0,False
HYBRID_ROBUST,MACHINE_LEARNING,30,relative_humidity,480,350,15,2.328568776173643,7040.666022819921,0.5191779269036825,0.603636670151444,ok,MACHINE_LEARNING_better,1.0,False
HYBRID_ROBUST,MACHINE_LEARNING,30,temperature,60,350,1,-0.3989130132177479,6.026765088610745,-3.039975574789433,0.002365973355980923,ok,HYBRID_ROBUST_better,0.3809217103129286,False
HYBRID_ROBUST,MACHINE_LEARNING,30,temperature,120,350,3,0.24011613994639236,30.845376169863336,0.808835752364833,0.4186096283203544,ok,MACHINE_LEARNING_better,1.0,False
HYBRID_ROBUST,MACHINE_LEARNING,30,temperature,240,350,7,0.455968497042711,125.53176220312513,0.7613634910380207,0.44643998757151493,ok,MACHINE_LEARNING_better,1.0,False
HYBRID_ROBUST,MACHINE_LEARNING,30,temperature,480,350,15,0.6457376500859432,100.43506028629783,1.2054451634490608,0.22803149529527045,ok,MACHINE_LEARNING_better,1.0,False
HYBRID_ROBUST,MACHINE_LEARNING,60,relative_humidity,60,211,0,0.510899522096328,194.15854551976523,0.5325966974403787,0.5943127887612881,ok,MACHINE_LEARNING_better,1.0,False
HYBRID_ROBUST,MACHINE_LEARNING,60,relative_humidity,120,211,1,-3.8428673290174626,1447.6725211832002,-1.4671058652065188,0.1423472588679275,ok,HYBRID_ROBUST_better,1.0,False
