family_a,family_b,resolution_minutes,target,horizon_minutes,n_origins,newey_west_lag,mean_squared_error_difference_a_minus_b,newey_west_long_run_variance,dm_statistic,p_value,status,direction,p_value_holm_global,significant_after_global_holm
HYBRID_ROBUST,DEEP_LEARNING,20,temperature,60,556,2,-0.9330436296964115,21.864560234208504,-4.705101260780011,2.5373997938035662e-06,ok,HYBRID_ROBUST_better,0.00046688156205985617,True
HYBRID_ROBUST,DEEP_LEARNING,20,temperature,120,556,5,-0.39858026263841023,36.412993117223245,-1.5574890258065273,0.11935442409041744,ok,HYBRID_ROBUST_better,1.0,False
HYBRID_ROBUST,DEEP_LEARNING,20,temperature,240,556,11,-1.137782504708335,113.8127686158384,-2.514786690634166,0.011910442173698597,ok,HYBRID_ROBUST_better,1.0,False
HYBRID_ROBUST,DEEP_LEARNING,20,temperature,480,556,23,-0.8939441344631579,141.10934137857197,-1.7744750303554617,0.07598460874414212,ok,HYBRID_ROBUST_better,1.0,False
HYBRID_ROBUST,DEEP_LEARNING,30,relative_humidity,60,350,1,-6.258041837982359,573.8871306125403,-4.887190203236667,1.0228526619941813e-06,ok,HYBRID_ROBUST_better,0.00018922774246892354,True
HYBRID_ROBUST,DEEP_LEARNING,30,relative_humidity,120,350,3,-1.6487840340481756,1896.2768316524312,-0.7083484142630361,0.4787289187281182,ok,HYBRID_ROBUST_better,1.0,False
HYBRID_ROBUST,DEEP_LEARNING,30,relative_humidity,240,350,7,-17.65290313149386,7808.580413824585,-3.737352974091502,0.0001859677685613932,ok,HYBRID_ROBUST_better,0.031800488423998234,True
HYBRID_ROBUST,DEEP_LEARNING,30,relative_humidity,480,350,15,-9.742001898994287,5548.647615796969,-2.446744720217277,0.01441528991320024,ok,HYBRID_ROBUST_better,1.0,False
HYBRID_ROBUST,DEEP_LEARNING,30,temperature,60,350,1,-0.6889280266296532,9.353368457656744,-4.214284526976416,2.5057124101761444e-05,ok,HYBRID_ROBUST_better,0.004460168090113537,True
HYBRID_ROBUST,DEEP_LEARNING,30,temperature,120,350,3,-0.5011775761016823,33.01732411962623,-1.6317541165982972,0.10273129471575491,ok,HYBRID_ROBUST_better,1.0,False
HYBRID_ROBUST,DEEP_LEARNING,30,temperature,240,350,7,0.1423890213610318,140.16186258180431,0.22500677616270673,0.8219740028078635,ok,DEEP_LEARNING_better,1.0,False
HYBRID_ROBUST,DEEP_LEARNING,30,temperature,480,350,15,0.42280687319833465,131.05932761241124,0.6909427959365797,0.48960149046349843,ok,DEEP_LEARNING_better,1.0,False
HYBRID_ROBUST,DEEP_LEARNING,60,relative_humidity,60,211,0,-5.494523304455835,323.45368119569196,-4.437774172828747,9.089390671561362e-06,ok,HYBRID_ROBUST_better,0.0016542691022241678,True
HYBRID_ROBUST,DEEP_LEARNING,60,relative_humidity,120,211,1,-6.277158660924095,1221.1731938093724,-2.6092500616499947,0.0090740906233367,ok,HYBRID_ROBUST_better,1.0,False
HYBRID_ROBUST,DEEP_LEARNING,60,relative_humidity,240,211,3,-12.340896453646902,5454.056672003557,-2.427326028345811,0.015210579986196703,ok,HYBRID_ROBUST_better,1.0,False
HYBRID_ROBUST,DEEP_LEARNING,60,relative_humidity,480,211,7,-8.806405095065701,4480.545078363665,-1.91106061076787,0.055996792282378104,ok,HYBRID_ROBUST_better,1.0,False
HYBRID_ROBUST,DEEP_LEARNING,60,temperature,60,211,0,-1.0915159183778302,8.211370294925917,-5.533035832403665,3.147351420468032e-08,ok,HYBRID_ROBUST_better,5.88554715627522e-06,True
HYBRID_ROBUST,DEEP_LEARNING,60,temperature,120,211,1,-0.8110768379555321,11.351145073028986,-3.4969014239029024,0.00047069572884930034,ok,HYBRID_ROBUST_better,0.07907688244668246,False
HYBRID_ROBUST,DEEP_LEARNING,60,temperature,240,211,3,-0.27040866802672753,50.43786147870467,-0.5530743330332127,0.5802125113837769,ok,HYBRID_ROBUST_better,1.0,False
HYBRID_ROBUST,DEEP_LEARNING,60,temperature,480,211,7,-0.866419742263926,70.67860896390806,-1.4970129955778255,0.13438987660892082,ok,HYBRID_ROBUST_better,1.0,False
HYBRID_ROBUST,ADVANCED_TRADITIONAL,4,relative_humidity,60,2742,14,-0.5043920882011708,40.66607540593302,-4.141768875095311,3.446375444152756e-05,ok,HYBRID_ROBUST_better,0.006031157027267323,True
HYBRID_ROBUST,ADVANCED_TRADITIONAL,4,relative_humidity,120,2742,29,-0.5373319160120669,205.03020554949964,-1.9650220989936766,0.049411679849891865,ok,HYBRID_ROBUST_better,1.0,False
HYBRID_ROBUST,ADVANCED_TRADITIONAL,4,relative_humidity,240,2742,59,-0.6968010060814656,259.17362225570383,-2.2664549705813424,0.0234235411838477,ok,HYBRID_ROBUST_better,1.0,False
HYBRID_ROBUST,ADVANCED_TRADITIONAL,4,relative_humidity,480,2742,119,-3.2938112410969262,6688.719691675536,-2.108924025979371,0.03495113998726233,ok,HYBRID_ROBUST_better,1.0,False
HYBRID_ROBUST,ADVANCED_TRADITIONAL,4,temperature,60,2742,14,-0.05051667782378405,0.8243653321582826,-2.9134572321841494,0.0035745079620978716,ok,HYBRID_ROBUST_better,0.5647722580114637,False
HYBRID_ROBUST,ADVANCED_TRADITIONAL,4,temperature,120,2742,29,-0.06333109818096878,3.2564128354486392,-1.8377270808986836,0.06610263128267402,ok,HYBRID_ROBUST_better,1.0,False
HYBRID_ROBUST,ADVANCED_TRADITIONAL,4,temperature,240,2742,59,0.0,0.0,0.0,1.0,exact_loss_tie,EXACT_TIE,1.0,False
HYBRID_ROBUST,ADVANCED_TRADITIONAL,4,temperature,480,2742,119,0.0,0.0,0.0,1.0,exact_loss_tie,EXACT_TIE,1.0,False
HYBRID_ROBUST,ADVANCED_TRADITIONAL,12,relative_humidity,60,378,4,0.0,0.0,0.0,1.0,exact_loss_tie,EXACT_TIE,1.0,False
HYBRID_ROBUST,ADVANCED_TRADITIONAL,12,relative_humidity,120,378,9,0.0,0.0,0.0,1.0,exact_loss_tie,EXACT_TIE,1.0,False
HYBRID_ROBUST,ADVANCED_TRADITIONAL,12,relative_humidity,240,378,19,0.0,0.0,0.0,1.0,exact_loss_tie,EXACT_TIE,1.0,False
HYBRID_ROBUST,ADVANCED_TRADITIONAL,12,relative_humidity,480,378,39,0.0,0.0,0.0,1.0,exact_loss_tie,EXACT_TIE,1.0,False
HYBRID_ROBUST,ADVANCED_TRADITIONAL,12,temperature,60,378,4,0.0,0.0,0.0,1.0,exact_loss_tie,EXACT_TIE,1.0,False
HYBRID_ROBUST,ADVANCED_TRADITIONAL,12,temperature,120,378,9,0.0,0.0,0.0,1.0,exact_loss_tie,EXACT_TIE,1.0,False
HYBRID_ROBUST,ADVANCED_TRADITIONAL,12,temperature,240,378,19,0.0,0.0,0.0,1.0,exact_loss_tie,EXACT_TIE,1.0,False
HYBRID_ROBUST,ADVANCED_TRADITIONAL,12,temperature,480,378,39,0.0,0.0,0.0,1.0,exact_loss_tie,EXACT_TIE,1.0,False
HYBRID_ROBUST,ADVANCED_TRADITIONAL,20,relative_humidity,60,556,2,0.0,0.0,0.0,1.0,exact_loss_tie,EXACT_TIE,1.0,False
HYBRID_ROBUST,ADVANCED_TRADITIONAL,20,relative_humidity,120,556,5,0.0,0.0,0.0,1.0,exact_loss_tie,EXACT_TIE,1.0,False
HYBRID_ROBUST,ADVANCED_TRADITIONAL,20,relative_humidity,240,556,11,0.0,0.0,0.0,1.0,exact_loss_tie,EXACT_TIE,1.0,False
HYBRID_ROBUST,ADVANCED_TRADITIONAL,20,relative_humidity,480,556,23,0.0,0.0,0.0,1.0,exact_loss_tie,EXACT_TIE,1.0,False
HYBRID_ROBUST,ADVANCED_TRADITIONAL,20,temperature,60,556,2,0.0,0.0,0.0,1.0,exact_loss_tie,EXACT_TIE,1.0,False
HYBRID_ROBUST,ADVANCED_TRADITIONAL,20,temperature,120,556,5,0.0,0.0,0.0,1.0,exact_loss_tie,EXACT_TIE,1.0,False
HYBRID_ROBUST,ADVANCED_TRADITIONAL,20,temperature,240,556,11,0.0,0.0,0.0,1.0,exact_loss_tie,EXACT_TIE,1.0,False
HYBRID_ROBUST,ADVANCED_TRADITIONAL,20,temperature,480,556,23,0.0,0.0,0.0,1.0,exact_loss_tie,EXACT_TIE,1.0,False
HYBRID_ROBUST,ADVANCED_TRADITIONAL,30,relative_humidity,60,350,1,0.0,0.0,0.0,1.0,exact_loss_tie,EXACT_TIE,1.0,False
HYBRID_ROBUST,ADVANCED_TRADITIONAL,30,relative_humidity,120,350,3,0.0,0.0,0.0,1.0,exact_loss_tie,EXACT_TIE,1.0,False
HYBRID_ROBUST,ADVANCED_TRADITIONAL,30,relative_humidity,240,350,7,0.0,0.0,0.0,1.0,exact_loss_tie,EXACT_TIE,1.0,False
HYBRID_ROBUST,ADVANCED_TRADITIONAL,30,relative_humidity,480,350,15,0.0,0.0,0.0,1.0,exact_loss_tie,EXACT_TIE,1.0,False
HYBRID_ROBUST,ADVANCED_TRADITIONAL,30,temperature,60,350,1,0.0,0.0,0.0,1.0,exact_loss_tie,EXACT_TIE,1.0,False
HYBRID_ROBUST,ADVANCED_TRADITIONAL,30,temperature,120,350,3,0.0,0.0,0.0,1.0,exact_loss_tie,EXACT_TIE,1.0,False
HYBRID_ROBUST,ADVANCED_TRADITIONAL,30,temperature,240,350,7,0.0,0.0,0.0,1.0,exact_loss_tie,EXACT_TIE,1.0,False
HYBRID_ROBUST,ADVANCED_TRADITIONAL,30,temperature,480,350,15,0.0,0.0,0.0,1.0,exact_loss_tie,EXACT_TIE,1.0,False
HYBRID_ROBUST,ADVANCED_TRADITIONAL,60,relative_humidity,60,211,0,0.01841310132721681,1.1142875253192879,0.25337836912419215,0.7999758413333506,ok,ADVANCED_TRADITIONAL_better,1.0,False
HYBRID_ROBUST,ADVANCED_TRADITIONAL,60,relative_humidity,120,211,1,0.0,0.0,0.0,1.0,exact_loss_tie,EXACT_TIE,1.0,False
HYBRID_ROBUST,ADVANCED_TRADITIONAL,60,relative_humidity,240,211,3,0.0,0.0,0.0,1.0,exact_loss_tie,EXACT_TIE,1.0,False
HYBRID_ROBUST,ADVANCED_TRADITIONAL,60,relative_humidity,480,211,7,0.0,0.0,0.0,1.0,exact_loss_tie,EXACT_TIE,1.0,False
HYBRID_ROBUST,ADVANCED_TRADITIONAL,60,temperature,60,211,0,0.0,0.0,0.0,1.0,exact_loss_tie,EXACT_TIE,1.0,False
HYBRID_ROBUST,ADVANCED_TRADITIONAL,60,temperature,120,211,1,0.0,0.0,0.0,1.0,exact_loss_tie,EXACT_TIE,1.0,False
HYBRID_ROBUST,ADVANCED_TRADITIONAL,60,temperature,240,211,3,0.0,0.0,0.0,1.0,exact_loss_tie,EXACT_TIE,1.0,False
HYBRID_ROBUST,ADVANCED_TRADITIONAL,60,temperature,480,211,7,0.0,0.0,0.0,1.0,exact_loss_tie,EXACT_TIE,1.0,False
