quantity,observed,historical,absolute_difference,within_0_001
Friedman statistic,79.85735186539871,86.90962099125365,7.052269125854934,False
Friedman p-value,8.988726474789061e-16,2.993224842379209e-17,8.68940399055114e-16,True
Advanced vs hybrid Holm p-value,0.1875,0.208984375,0.021484375,False
Advanced minus hybrid mean NRMSE,0.0015328034389710554,0.0004047030991098571,0.0011281003398611981,False
