target,horizon_minutes,n,rmse,nrmse,r2,mae,bias,resolution,resolution_minutes,architecture,feature_set,candidate_id,split,epochs,independent_runs
temperature,60,2742,1.2803896830121972,0.3106013290235649,0.9075325131416321,0.9805821776390076,-0.33906474709510803,4min,4,LSTM,SHT_TIME,1,test,30,3
temperature,120,2742,1.4117007264431223,0.3455847567894062,0.88895183801651,1.0916669368743896,-0.4953235685825348,4min,4,LSTM,SHT_TIME,1,test,30,3
temperature,240,2742,1.7343592600065263,0.4054251971012649,0.8381673693656921,1.2231932878494263,-0.5686911344528198,4min,4,LSTM,SHT_TIME,1,test,30,3
temperature,480,2742,1.6161242689422695,0.3347571603200483,0.8734275102615356,1.2129992246627808,-0.3814540505409241,4min,4,LSTM,SHT_TIME,1,test,30,3
relative_humidity,60,2742,3.501216813147746,0.2998197974816005,0.9160057306289673,2.606269359588623,-0.34275999665260315,4min,4,LSTM,SHT_TIME,1,test,30,3
relative_humidity,120,2742,3.666894399911197,0.3175714641804375,0.9086728692054749,2.6815342903137207,0.06320657581090927,4min,4,LSTM,SHT_TIME,1,test,30,3
relative_humidity,240,2742,4.4210935515467575,0.3683361175460767,0.8697430491447449,3.2204253673553467,0.30259186029434204,4min,4,LSTM,SHT_TIME,1,test,30,3
relative_humidity,480,2742,4.406546724758015,0.3389908961536903,0.8843621015548706,3.282452344894409,0.3279782831668854,4min,4,LSTM,SHT_TIME,1,test,30,3
temperature,60,2742,1.0804429498710357,0.2620975634344343,0.934157133102417,0.8283011317253113,-0.17300303280353546,4min,4,GRU,SHT_TIME,1,test,34,3
temperature,120,2742,1.1978525835670735,0.29323466794877184,0.9200473427772522,0.9085444808006287,-0.23962469398975372,4min,4,GRU,SHT_TIME,1,test,34,3
temperature,240,2742,1.4788597039154006,0.345699418091015,0.882336437702179,1.0586354732513428,-0.3616889417171478,4min,4,GRU,SHT_TIME,1,test,34,3
temperature,480,2742,1.4734788615791643,0.3052101926646326,0.8947849869728088,1.110943078994751,-0.08042895793914795,4min,4,GRU,SHT_TIME,1,test,34,3
relative_humidity,60,2742,3.0815545355238667,0.2638828459008333,0.9349344372749329,2.3801774978637695,-0.6925248503684998,4min,4,GRU,SHT_TIME,1,test,34,3
relative_humidity,120,2742,3.433336267809555,0.2973441573933747,0.9199362993240356,2.5588817596435547,-0.4582872688770294,4min,4,GRU,SHT_TIME,1,test,34,3
relative_humidity,240,2742,3.941715829447215,0.3283975532661029,0.8964590430259705,2.9199838638305664,-0.27279964089393616,4min,4,GRU,SHT_TIME,1,test,34,3
relative_humidity,480,2742,4.254288473200661,0.3272778327582134,0.8922152519226074,3.263946533203125,-0.592173159122467,4min,4,GRU,SHT_TIME,1,test,34,3
temperature,60,2742,1.605516122086611,0.3894716178247361,0.8546101450920105,1.1834222078323364,-0.2384415566921234,4min,4,TCN,SHT_TIME,1,test,32,3
temperature,120,2742,1.7769749520789995,0.4350039956289771,0.82405024766922,1.2670120000839233,-0.6089491248130798,4min,4,TCN,SHT_TIME,1,test,32,3
temperature,240,2742,2.1508097920046434,0.5027750039790094,0.7511188983917236,1.4458565711975098,-0.7902347445487976,4min,4,TCN,SHT_TIME,1,test,32,3
temperature,480,2742,1.5989494033547544,0.3311996311476673,0.8761034607887268,1.2494481801986694,0.06463257968425751,4min,4,TCN,SHT_TIME,1,test,32,3
relative_humidity,60,2742,4.851106238295498,0.4154149164558205,0.8387524485588074,3.3459482192993164,1.0956157445907593,4min,4,TCN,SHT_TIME,1,test,32,3
relative_humidity,120,2742,5.312992925775989,0.46013186053567523,0.8082737922668457,3.644923448562622,2.8790650367736816,4min,4,TCN,SHT_TIME,1,test,32,3
relative_humidity,240,2742,5.441437096107832,0.45334435711054855,0.8026810884475708,3.395185947418213,2.001277446746826,4min,4,TCN,SHT_TIME,1,test,32,3
relative_humidity,480,2742,5.117337895869583,0.3936712958234506,0.8440477252006531,3.8098502159118652,0.2095262110233307,4min,4,TCN,SHT_TIME,1,test,32,3
temperature,60,378,1.5373283724631746,0.3972633861789411,0.8500007390975952,1.2760560512542725,0.7578924298286438,12min,12,MLP,SHT_TIME,1,test,29,3
temperature,120,378,1.4716601658407875,0.38799315710288834,0.867018461227417,1.1440623998641968,0.35687196254730225,12min,12,MLP,SHT_TIME,1,test,29,3
temperature,240,378,1.692293141625946,0.41023822933939963,0.8280105590820312,1.3397377729415894,0.561432957649231,12min,12,MLP,SHT_TIME,1,test,29,3
temperature,480,378,2.1236179569861164,0.4177399713489336,0.7983554005622864,1.8023420572280884,1.076228380203247,12min,12,MLP,SHT_TIME,1,test,29,3
relative_humidity,60,378,4.846589861807394,0.4243938784725039,0.8208798170089722,4.113180637359619,-2.91312313079834,12min,12,MLP,SHT_TIME,1,test,29,3
relative_humidity,120,378,5.051426963509992,0.4560108984924272,0.8107532262802124,4.30323600769043,-2.4271605014801025,12min,12,MLP,SHT_TIME,1,test,29,3
relative_humidity,240,378,5.062775592602323,0.42050463993040366,0.8130608797073364,4.211892604827881,-2.1095376014709473,12min,12,MLP,SHT_TIME,1,test,29,3
relative_humidity,480,378,5.518797397085982,0.4087606226095941,0.8222350478172302,4.512723922729492,-2.1150569915771484,12min,12,MLP,SHT_TIME,1,test,29,3
temperature,60,378,1.084592796242391,0.28027129049220717,0.9253397583961487,0.848239004611969,-0.03610746189951897,12min,12,LSTM,SHT_TIME,1,test,80,3
temperature,120,378,1.264690525135205,0.3334270241152968,0.9017924666404724,0.9816020727157593,-0.17032490670681,12min,12,LSTM,SHT_TIME,1,test,80,3
temperature,240,378,1.4385706190344278,0.3487319359844172,0.8757166862487793,1.042443037033081,-0.23620007932186127,12min,12,LSTM,SHT_TIME,1,test,80,3
temperature,480,378,1.7236758996694943,0.33906678862552553,0.8671550750732422,1.3573745489120483,-0.2771247327327728,12min,12,LSTM,SHT_TIME,1,test,80,3
relative_humidity,60,378,3.0964088189146697,0.27113846755450594,0.9268880486488342,2.3671445846557617,-0.9731682538986206,12min,12,LSTM,SHT_TIME,1,test,80,3
relative_humidity,120,378,3.5544139714902507,0.3208700275114053,0.9063007235527039,2.59448504447937,-0.7576810121536255,12min,12,LSTM,SHT_TIME,1,test,80,3
relative_humidity,240,378,3.634307881700682,0.30185879252160164,0.9036689400672913,2.7330620288848877,-0.6946974396705627,12min,12,LSTM,SHT_TIME,1,test,80,3
relative_humidity,480,378,4.534361093553688,0.33584640463815324,0.879997730255127,3.4960060119628906,-0.03485527262091637,12min,12,LSTM,SHT_TIME,1,test,80,3
temperature,60,378,1.1183053139835353,0.28898299398663124,0.9206262826919556,0.8258001208305359,-0.14496010541915894,12min,12,GRU,SHT_TIME,1,test,57,3
temperature,120,378,1.382171697903577,0.364400133383705,0.8826993703842163,1.0256321430206299,-0.12379249930381775,12min,12,GRU,SHT_TIME,1,test,57,3
temperature,240,378,1.640380913878785,0.39765389636054144,0.8384005427360535,1.178906798362732,-0.059143807739019394,12min,12,GRU,SHT_TIME,1,test,57,3
temperature,480,378,1.792737625949655,0.3526520210646628,0.8562965393066406,1.3733701705932617,-0.05127077177166939,12min,12,GRU,SHT_TIME,1,test,57,3
relative_humidity,60,378,3.0856803690343155,0.27019902588839734,0.9273937940597534,2.46956729888916,-1.083726167678833,12min,12,GRU,SHT_TIME,1,test,57,3
relative_humidity,120,378,3.512253836154574,0.31706407696834815,0.9085103273391724,2.625046730041504,-0.6708958148956299,12min,12,GRU,SHT_TIME,1,test,57,3
relative_humidity,240,378,4.353468965303457,0.36159096254988077,0.8617727160453796,3.413255214691162,-0.9666889905929565,12min,12,GRU,SHT_TIME,1,test,57,3
relative_humidity,480,378,5.109715068360856,0.3784611324568013,0.8476120233535767,4.076962947845459,-0.95523601770401,12min,12,GRU,SHT_TIME,1,test,57,3
temperature,60,378,2.6630820878283963,0.6881711330079124,0.5498834848403931,2.152132272720337,0.7337387204170227,12min,12,TCN,SHT_TIME,1,test,35,3
temperature,120,378,3.767913882500493,0.9933847751650887,0.12827765941619873,3.279843330383301,1.2780816555023193,12min,12,TCN,SHT_TIME,1,test,35,3
temperature,240,378,2.7571725075720654,0.6683815821666004,0.543460488319397,2.284926414489746,0.8948701620101929,12min,12,TCN,SHT_TIME,1,test,35,3
temperature,480,378,3.6854283607402327,0.7249659632795417,0.3926909565925598,3.1544933319091797,0.5603053569793701,12min,12,TCN,SHT_TIME,1,test,35,3
relative_humidity,60,378,9.17633416144912,0.8035299367140648,0.3578886389732361,7.646459102630615,-1.8393568992614746,12min,12,TCN,SHT_TIME,1,test,35,3
relative_humidity,120,378,8.01703736947719,0.7237274616680552,0.5233187675476074,6.954283714294434,-3.7959094047546387,12min,12,TCN,SHT_TIME,1,test,35,3
relative_humidity,240,378,10.112568700153885,0.8399309790153878,0.2541598677635193,9.191194534301758,-4.8380913734436035,12min,12,TCN,SHT_TIME,1,test,35,3
relative_humidity,480,378,9.903539051995228,0.7335251681950681,0.42754924297332764,8.872703552246094,-2.348954916000366,12min,12,TCN,SHT_TIME,1,test,35,3
temperature,60,556,1.5983913381404846,0.4149492504285566,0.8531270027160645,1.2854253053665161,0.463649183511734,20min,20,MLP,SHT_TIME,2,test,35,3
temperature,120,556,1.6668794098814683,0.4352248551927176,0.8401363492012024,1.3240314722061157,0.5797023773193359,20min,20,MLP,SHT_TIME,2,test,35,3
temperature,240,556,1.9012229171118118,0.4480750699779197,0.7981339693069458,1.5352882146835327,0.6690034866333008,20min,20,MLP,SHT_TIME,2,test,35,3
temperature,480,556,1.941653138087653,0.41742993384961274,0.8202043175697327,1.5603601932525635,0.27209708094596863,20min,20,MLP,SHT_TIME,2,test,35,3
relative_humidity,60,556,4.742013541586408,0.4224077283254849,0.8454488515853882,3.929805278778076,-1.7993435859680176,20min,20,MLP,SHT_TIME,2,test,35,3
relative_humidity,120,556,4.758945474259769,0.4270103900266222,0.8408451676368713,3.9590721130371094,-1.642443299293518,20min,20,MLP,SHT_TIME,2,test,35,3
relative_humidity,240,556,5.327064386223953,0.44393783807759496,0.803924024105072,4.530047416687012,-2.225904703140259,20min,20,MLP,SHT_TIME,2,test,35,3
relative_humidity,480,556,5.18413682865365,0.4029186055835701,0.8367180228233337,4.128514766693115,-1.2323089838027954,20min,20,MLP,SHT_TIME,2,test,35,3
temperature,60,556,1.2618431289827392,0.3275798911291349,0.9084651470184326,0.9765002727508545,-0.31985142827033997,20min,20,LSTM,SHT_TIME,1,test,61,3
temperature,120,556,1.3740068663768417,0.3587553700091505,0.8913776874542236,1.071211814880371,-0.2003674954175949,20min,20,LSTM,SHT_TIME,1,test,61,3
temperature,240,556,1.5217365648413883,0.35863875384748695,0.8706768751144409,1.1170493364334106,-0.18564040958881378,20min,20,LSTM,SHT_TIME,1,test,61,3
temperature,480,556,1.5718241385692966,0.3379215542238555,0.8821732401847839,1.2178298234939575,-0.005599454045295715,20min,20,LSTM,SHT_TIME,1,test,61,3
relative_humidity,60,556,3.518643587986681,0.31343272889331636,0.9149063229560852,2.6544971466064453,-0.8859127759933472,20min,20,LSTM,SHT_TIME,1,test,61,3
relative_humidity,120,556,3.685634076290201,0.33070436568867934,0.9045397043228149,2.7599029541015625,-0.6597930192947388,20min,20,LSTM,SHT_TIME,1,test,61,3
relative_humidity,240,556,4.142677345508488,0.3452354038321833,0.8814201951026917,3.164273262023926,-1.0638893842697144,20min,20,LSTM,SHT_TIME,1,test,61,3
relative_humidity,480,556,4.61135273546747,0.3584009981679183,0.870806097984314,3.5830323696136475,-1.1823543310165405,20min,20,LSTM,SHT_TIME,1,test,61,3
temperature,60,556,1.2612780577881795,0.3274331962221829,0.9085471034049988,0.9535923004150391,-0.365446001291275,20min,20,GRU,SHT_TIME,1,test,41,3
temperature,120,556,1.4296477265375616,0.3732832867634702,0.8824021816253662,1.0814920663833618,0.0697815865278244,20min,20,GRU,SHT_TIME,1,test,41,3
temperature,240,556,1.6958761376954707,0.3996794969346003,0.8393852710723877,1.2895570993423462,0.19072933495044708,20min,20,GRU,SHT_TIME,1,test,41,3
temperature,480,556,1.8369964792034068,0.39493012616614576,0.8390642404556274,1.4065890312194824,-0.06367543339729309,20min,20,GRU,SHT_TIME,1,test,41,3
relative_humidity,60,556,3.300748168057222,0.29402310288998385,0.9251190423965454,2.546868085861206,-0.757973849773407,20min,20,GRU,SHT_TIME,1,test,41,3
relative_humidity,120,556,3.8378844127653284,0.3443654752583453,0.8964900374412537,2.9467949867248535,-0.8159399628639221,20min,20,GRU,SHT_TIME,1,test,41,3
relative_humidity,240,556,4.930964526675291,0.4109283411836561,0.8319988250732422,3.957505941390991,-2.0474915504455566,20min,20,GRU,SHT_TIME,1,test,41,3
relative_humidity,480,556,4.999494145553706,0.3885679094378514,0.8481420278549194,4.015293121337891,-1.471695065498352,20min,20,GRU,SHT_TIME,1,test,41,3
temperature,60,556,1.9676040462916817,0.5107984538371974,0.7774379253387451,1.5431911945343018,0.4561658203601837,20min,20,TCN,SHT_TIME,1,test,58,3
temperature,120,556,1.8496929016910906,0.482957747583401,0.8031476736068726,1.4269345998764038,0.29008719325065613,20min,20,TCN,SHT_TIME,1,test,58,3
temperature,240,556,2.1912621979447375,0.5164307424694877,0.7318450212478638,1.5398030281066895,-0.5983904004096985,20min,20,TCN,SHT_TIME,1,test,58,3
temperature,480,556,2.3329972865305137,0.5015637880342121,0.7404240369796753,1.8115826845169067,-1.376179814338684,20min,20,TCN,SHT_TIME,1,test,58,3
relative_humidity,60,556,5.374366013153082,0.4787362412394579,0.8014813661575317,4.303708076477051,-2.1473042964935303,20min,20,TCN,SHT_TIME,1,test,58,3
relative_humidity,120,556,3.8839900420637776,0.34850243855318447,0.8939881324768066,2.8925013542175293,-0.5513022541999817,20min,20,TCN,SHT_TIME,1,test,58,3
relative_humidity,240,556,5.171354423208157,0.43096154582043045,0.8152191042900085,3.7568306922912598,-0.21517892181873322,20min,20,TCN,SHT_TIME,1,test,58,3
relative_humidity,480,556,5.8928212086296154,0.4579985796692329,0.7890245914459229,4.118010520935059,3.11185884475708,20min,20,TCN,SHT_TIME,1,test,58,3
temperature,60,350,1.62442674062005,0.37840635250505733,0.8332852721214294,1.31083083152771,0.6023526191711426,30min,30,MLP,SHT_TIME,2,test,46,3
temperature,120,350,1.7388453564799347,0.41063724798799695,0.8058159351348877,1.4094295501708984,0.7192149758338928,30min,30,MLP,SHT_TIME,2,test,46,3
temperature,240,350,1.9850763598343437,0.47174790619624085,0.7593268752098083,1.5500307083129883,0.2805357575416565,30min,30,MLP,SHT_TIME,2,test,46,3
temperature,480,350,2.108114699636267,0.4421698886894965,0.7784958481788635,1.7777040004730225,0.8101930618286133,30min,30,MLP,SHT_TIME,2,test,46,3
relative_humidity,60,350,5.342986649094068,0.4482330080571506,0.7885246276855469,4.61516809463501,-2.325845718383789,30min,30,MLP,SHT_TIME,2,test,46,3
relative_humidity,120,350,4.927697023181367,0.4194664095221354,0.813553512096405,4.08566951751709,-1.3633482456207275,30min,30,MLP,SHT_TIME,2,test,46,3
relative_humidity,240,350,5.942413866624897,0.4999535085247113,0.7385436296463013,5.06479549407959,-1.8651010990142822,30min,30,MLP,SHT_TIME,2,test,46,3
relative_humidity,480,350,5.667371743412227,0.4362593250356665,0.7990539073944092,4.759313583374023,-2.2169671058654785,30min,30,MLP,SHT_TIME,2,test,46,3
temperature,60,350,1.2498243685360693,0.2911436193109865,0.9013103246688843,0.9494370818138123,-0.08714835345745087,30min,30,LSTM,SHT_TIME,2,test,80,3
temperature,120,350,1.4226048032370893,0.3359554196115342,0.8700249195098877,1.0786399841308594,-0.1454816609621048,30min,30,LSTM,SHT_TIME,2,test,80,3
temperature,240,350,1.600975040529539,0.3804672900871575,0.8434538841247559,1.1839905977249146,-0.2638600766658783,30min,30,LSTM,SHT_TIME,2,test,80,3
temperature,480,350,1.6561584447350992,0.3473736012974245,0.8632909655570984,1.2810393571853638,-0.013990020379424095,30min,30,LSTM,SHT_TIME,2,test,80,3
relative_humidity,60,350,3.553467929096887,0.2981069808893825,0.9064602255821228,2.723163366317749,-0.5926826000213623,30min,30,LSTM,SHT_TIME,2,test,80,3
relative_humidity,120,350,3.802691615667085,0.323701191660113,0.8889679312705994,2.9148290157318115,-0.6977187395095825,30min,30,LSTM,SHT_TIME,2,test,80,3
relative_humidity,240,350,4.42022609632989,0.3718871816963793,0.8553353548049927,3.381896734237671,-0.34874245524406433,30min,30,LSTM,SHT_TIME,2,test,80,3
relative_humidity,480,350,4.634993195924837,0.35678954809158664,0.8655953407287598,3.551149845123291,-0.9574599862098694,30min,30,LSTM,SHT_TIME,2,test,80,3
temperature,60,350,1.1521968424630136,0.2684015189000464,0.9161260724067688,0.8837888836860657,-0.22002319991588593,30min,30,GRU,SHT_TIME,1,test,80,3
temperature,120,350,1.3074821191589854,0.30876860740039913,0.8902099132537842,0.97905433177948,0.035225458443164825,30min,30,GRU,SHT_TIME,1,test,80,3
temperature,240,350,1.660586527995039,0.3946337951980439,0.8315790295600891,1.1828533411026,-0.13316532969474792,30min,30,GRU,SHT_TIME,1,test,80,3
temperature,480,350,1.598146694425476,0.335205833964122,0.8727005124092102,1.2313765287399292,0.10787831246852875,30min,30,GRU,SHT_TIME,1,test,80,3
relative_humidity,60,350,3.344816091411271,0.28060279325336557,0.9171226024627686,2.56949520111084,-0.9285494685173035,30min,30,GRU,SHT_TIME,1,test,80,3
relative_humidity,120,350,3.548531166631027,0.3020659794102212,0.9033140540122986,2.664302110671997,-0.6860915422439575,30min,30,GRU,SHT_TIME,1,test,80,3
relative_humidity,240,350,4.187106669158446,0.352274129132972,0.8701919913291931,3.187413454055786,-0.48198071122169495,30min,30,GRU,SHT_TIME,1,test,80,3
relative_humidity,480,350,4.638489100017531,0.35705865356567895,0.8653925061225891,3.605323553085327,-1.1777321100234985,30min,30,GRU,SHT_TIME,1,test,80,3
temperature,60,350,1.8003756713908312,0.4193932381892478,0.7952141165733337,1.416844129562378,0.4638296067714691,30min,30,TCN,SHT_TIME,2,test,80,3
temperature,120,350,1.7807171342444517,0.4205254830317351,0.7963513731956482,1.3474236726760864,0.2427145540714264,30min,30,TCN,SHT_TIME,2,test,80,3
temperature,240,350,2.1647613168286917,0.5144495392176119,0.7137844562530518,1.5344661474227905,-0.07576662302017212,30min,30,TCN,SHT_TIME,2,test,80,3
temperature,480,350,2.1266262339193376,0.446052620048862,0.7745887041091919,1.6266292333602905,0.11092105507850647,30min,30,TCN,SHT_TIME,2,test,80,3
relative_humidity,60,350,5.623483241415368,0.4717643847165466,0.7657377123832703,4.198938369750977,-0.45737192034721375,30min,30,TCN,SHT_TIME,2,test,80,3
relative_humidity,120,350,4.630531714538902,0.39417044175780314,0.8353627920150757,3.7428619861602783,-1.773668885231018,30min,30,TCN,SHT_TIME,2,test,80,3
relative_humidity,240,350,5.549933135858486,0.46693290060692955,0.7719401121139526,4.314485549926758,-1.1492966413497925,30min,30,TCN,SHT_TIME,2,test,80,3
relative_humidity,480,350,5.445727733394743,0.4191977538901308,0.8144640326499939,4.233489036560059,-0.9983391165733337,30min,30,TCN,SHT_TIME,2,test,80,3
temperature,60,211,1.4153491326137702,0.3322051957201314,0.8685891628265381,1.0749119520187378,0.1742601841688156,60min,60,MLP,SHT_TIME,2,test,66,3
temperature,120,211,1.4321558755025412,0.3466565003589437,0.865024209022522,1.1051636934280396,0.32405009865760803,60min,60,MLP,SHT_TIME,2,test,66,3
temperature,240,211,1.6453440055475288,0.39361072589264007,0.8345286846160889,1.2547788619995117,0.008633401244878769,60min,60,MLP,SHT_TIME,2,test,66,3
temperature,480,211,1.940609436464174,0.4064205726503611,0.8221312165260315,1.5647897720336914,0.6942614316940308,60min,60,MLP,SHT_TIME,2,test,66,3
relative_humidity,60,211,3.9006318240785247,0.3382274044528861,0.8766868710517883,3.1055665016174316,-0.9105501770973206,60min,60,MLP,SHT_TIME,2,test,66,3
relative_humidity,120,211,4.366363283834273,0.3894452606011911,0.8463393449783325,3.502837657928467,-1.2337840795516968,60min,60,MLP,SHT_TIME,2,test,66,3
relative_humidity,240,211,5.22962595023255,0.4657685423837875,0.8006101250648499,3.9189164638519287,-0.44737106561660767,60min,60,MLP,SHT_TIME,2,test,66,3
relative_humidity,480,211,5.403470421820342,0.42363914064568886,0.8271429538726807,4.4934468269348145,-2.3798811435699463,60min,60,MLP,SHT_TIME,2,test,66,3
temperature,60,211,1.329703391637993,0.31210276340301785,0.8840118646621704,1.0064191818237305,-0.335210382938385,60min,60,LSTM,SHT_TIME,1,test,80,3
temperature,120,211,1.4989959217242546,0.36283528152612543,0.8521313071250916,1.109334945678711,-0.4339802861213684,60min,60,LSTM,SHT_TIME,1,test,80,3
temperature,240,211,1.8081807598083195,0.4325656756359688,0.8001551628112793,1.2746832370758057,-0.6189231872558594,60min,60,LSTM,SHT_TIME,1,test,80,3
temperature,480,211,1.8964691632934605,0.3971763039366776,0.8301306366920471,1.4020074605941772,-0.20515534281730652,60min,60,LSTM,SHT_TIME,1,test,80,3
relative_humidity,60,211,3.4486819029856837,0.29903840747801014,0.9036069512367249,2.714540481567383,-0.6718647480010986,60min,60,LSTM,SHT_TIME,1,test,80,3
relative_humidity,120,211,3.6894204262960075,0.32906728230924304,0.8902917504310608,2.7744338512420654,-0.3710668385028839,60min,60,LSTM,SHT_TIME,1,test,80,3
relative_humidity,240,211,4.440544910500608,0.395490260687123,0.8562412261962891,3.1419966220855713,0.3273434638977051,60min,60,LSTM,SHT_TIME,1,test,80,3
relative_humidity,480,211,5.273943118121734,0.41348403080971313,0.8353307247161865,4.262169361114502,-1.4211832284927368,60min,60,LSTM,SHT_TIME,1,test,80,3
temperature,60,211,1.2492912190347274,0.2932287337220045,0.8976161479949951,0.9541714787483215,-0.46170535683631897,60min,60,GRU,SHT_TIME,1,test,80,3
temperature,120,211,1.4138090212076668,0.3422156036582093,0.8684602975845337,1.0377731323242188,-0.34325462579727173,60min,60,GRU,SHT_TIME,1,test,80,3
temperature,240,211,1.8506777939356578,0.44273211401891327,0.7906509637832642,1.2796094417572021,-0.7351403832435608,60min,60,GRU,SHT_TIME,1,test,80,3
temperature,480,211,1.8369034843403886,0.38470150251835417,0.8406338095664978,1.3961453437805176,0.0781242772936821,60min,60,GRU,SHT_TIME,1,test,80,3
relative_humidity,60,211,3.1010841750278098,0.2688978859873191,0.9220588803291321,2.4507246017456055,-0.4867694079875946,60min,60,GRU,SHT_TIME,1,test,80,3
relative_humidity,120,211,3.551146099285305,0.31673429995834496,0.898361086845398,2.684445381164551,-0.42127683758735657,60min,60,GRU,SHT_TIME,1,test,80,3
relative_humidity,240,211,4.686947599286972,0.4174357348544231,0.8398444652557373,3.3002450466156006,0.3651942312717438,60min,60,GRU,SHT_TIME,1,test,80,3
relative_humidity,480,211,5.661154964943936,0.4438419454886143,0.8102631568908691,4.565395355224609,-1.7548449039459229,60min,60,GRU,SHT_TIME,1,test,80,3
temperature,60,211,1.6898235289853638,0.39662874922060365,0.8126789331436157,1.2792344093322754,-0.2955566644668579,60min,60,TCN,SHT_TIME,1,test,77,3
temperature,120,211,1.6980541930250492,0.4110177767956581,0.8102514743804932,1.2622950077056885,-0.02370070479810238,60min,60,TCN,SHT_TIME,1,test,77,3
temperature,240,211,1.9983743975282844,0.4780651307959279,0.7559027075767517,1.4714381694793701,-0.7293352484703064,60min,60,TCN,SHT_TIME,1,test,77,3
temperature,480,211,2.2516654526457582,0.47156483189564136,0.7605409622192383,1.5888793468475342,-0.736919105052948,60min,60,TCN,SHT_TIME,1,test,77,3
relative_humidity,60,211,4.322869480595574,0.3748400233995021,0.8485449552536011,3.097501754760742,0.005905549041926861,60min,60,TCN,SHT_TIME,1,test,77,3
relative_humidity,120,211,4.014776355410095,0.35808647204801136,0.870089054107666,2.9496490955352783,0.7242133617401123,60min,60,TCN,SHT_TIME,1,test,77,3
relative_humidity,240,211,5.460498099051596,0.48633081304249076,0.7826166152954102,4.0643510818481445,-0.9696078300476074,60min,60,TCN,SHT_TIME,1,test,77,3
relative_humidity,480,211,5.831239088238384,0.4571767629679448,0.798690915107727,4.4321160316467285,-0.7476881742477417,60min,60,TCN,SHT_TIME,1,test,77,3
