target,horizon_minutes,n,rmse,nrmse,r2,mae,bias,resolution,resolution_minutes,architecture,feature_set,candidate_id,split,epochs,independent_runs
relative_humidity,60,239,8.425899867326857,0.7542523288277648,0.4391179084777832,5.986995220184326,2.0811100006103516,20min,20,TCN,SHT_TIME,1,validation,58,3
relative_humidity,120,239,8.441895646821063,0.7858513217529981,0.4494246244430542,5.926942348480225,2.308563470840454,20min,20,TCN,SHT_TIME,1,validation,58,3
relative_humidity,240,239,8.209991545771569,0.6726236215914749,0.5151959657669067,6.553826332092285,0.3895471692085266,20min,20,TCN,SHT_TIME,1,validation,58,3
relative_humidity,480,239,7.6309918484149994,0.5564493520421315,0.6154266595840454,5.697180271148682,1.5756700038909912,20min,20,TCN,SHT_TIME,1,validation,58,3
temperature,60,142,1.5168940943021887,0.3184436816687849,0.8460818529129028,1.212504267692566,-0.8449630737304688,30min,30,GRU,SHT_TIME,1,validation,80,3
temperature,120,142,1.8633447152451506,0.400408378103228,0.7699741721153259,1.389237403869629,-0.8220229744911194,30min,30,GRU,SHT_TIME,1,validation,80,3
temperature,240,142,2.1336141903099635,0.4622724756208086,0.6977899074554443,1.6751561164855957,-1.0044862031936646,30min,30,GRU,SHT_TIME,1,validation,80,3
temperature,480,142,2.1801971605369723,0.39351785288775826,0.718396782875061,1.6959855556488037,-0.9660847783088684,30min,30,GRU,SHT_TIME,1,validation,80,3
relative_humidity,60,142,3.9713619978363703,0.3192000716729533,0.8802624940872192,3.137556552886963,0.36161935329437256,30min,30,GRU,SHT_TIME,1,validation,80,3
relative_humidity,120,142,4.999925612849975,0.41182344756764616,0.8092516660690308,3.8613362312316895,0.5626965165138245,30min,30,GRU,SHT_TIME,1,validation,80,3
relative_humidity,240,142,5.826090357814739,0.4766713011548031,0.7474691271781921,4.29599666595459,1.0615071058273315,30min,30,GRU,SHT_TIME,1,validation,80,3
relative_humidity,480,142,5.574057755153609,0.4033174734951646,0.795635461807251,4.126439094543457,0.7738751769065857,30min,30,GRU,SHT_TIME,1,validation,80,3
temperature,60,142,1.6495855591211273,0.3462997849667578,0.8179758787155151,1.2927590608596802,-0.15976110100746155,30min,30,LSTM,SHT_TIME,2,validation,80,3
temperature,120,142,1.7795276680596372,0.38239719227895735,0.790202796459198,1.3889756202697754,-0.31395840644836426,30min,30,LSTM,SHT_TIME,2,validation,80,3
temperature,240,142,1.8639216252291695,0.4038404262453248,0.7693610787391663,1.4863897562026978,-0.271881103515625,30min,30,LSTM,SHT_TIME,2,validation,80,3
temperature,480,142,1.8725045446282154,0.33798042730373,0.7922735810279846,1.4753830432891846,-0.4206722378730774,30min,30,LSTM,SHT_TIME,2,validation,80,3
relative_humidity,60,142,4.466885264347378,0.35902798518778833,0.8485181331634521,3.525890827178955,0.20135100185871124,30min,30,LSTM,SHT_TIME,2,validation,80,3
