resolution,architecture,candidate_id,seed,training_scope,epoch,loss,val_loss
4min,MLP,1,2027,train_with_validation_monitoring,12,0.22046738862991333,0.2019542157649994
4min,MLP,1,2027,train_with_validation_monitoring,13,0.2051740139722824,0.1748979091644287
4min,MLP,1,2027,train_with_validation_monitoring,14,0.19049187004566193,0.19761326909065247
4min,MLP,1,2027,train_with_validation_monitoring,15,0.1807861626148224,0.17208558320999146
4min,MLP,1,2027,train_with_validation_monitoring,16,0.18067485094070435,0.17629212141036987
4min,MLP,1,2027,train_with_validation_monitoring,17,0.1728331446647644,0.24742931127548218
4min,MLP,1,2027,train_with_validation_monitoring,18,0.17046882212162018,0.20394471287727356
4min,MLP,1,2027,train_with_validation_monitoring,19,0.16512876749038696,0.17556051909923553
4min,MLP,1,2027,train_with_validation_monitoring,20,0.16345828771591187,0.1820557564496994
4min,MLP,1,2027,train_with_validation_monitoring,21,0.16765901446342468,0.2053067982196808
4min,MLP,1,2027,train_with_validation_monitoring,22,0.1461912840604782,0.1607355773448944
4min,MLP,1,2027,train_with_validation_monitoring,23,0.14352966845035553,0.17589621245861053
4min,MLP,1,2027,train_with_validation_monitoring,24,0.14792819321155548,0.18711861968040466
4min,MLP,1,2027,train_with_validation_monitoring,25,0.14381389319896698,0.16501879692077637
4min,MLP,1,2027,train_with_validation_monitoring,26,0.14487427473068237,0.1699148714542389
4min,MLP,1,2027,train_with_validation_monitoring,27,0.1511927992105484,0.1468651443719864
4min,MLP,1,2027,train_with_validation_monitoring,28,0.15067781507968903,0.1631290763616562
4min,MLP,1,2027,train_with_validation_monitoring,29,0.14927233755588531,0.17369602620601654
4min,MLP,1,2027,train_with_validation_monitoring,30,0.13774234056472778,0.15614420175552368
4min,MLP,1,2027,train_with_validation_monitoring,31,0.137920081615448,0.1556456834077835
4min,MLP,1,2027,train_with_validation_monitoring,32,0.14414337277412415,0.1635185331106186
4min,MLP,1,2027,train_with_validation_monitoring,33,0.12963536381721497,0.16473115980625153
4min,MLP,1,2027,train_with_validation_monitoring,34,0.1357172280550003,0.17527475953102112
4min,MLP,1,2027,train_with_validation_monitoring,35,0.12758959829807281,0.14463500678539276
4min,MLP,1,2027,train_with_validation_monitoring,36,0.1283847689628601,0.1607290804386139
4min,MLP,1,2027,train_with_validation_monitoring,37,0.1307900995016098,0.15646693110466003
4min,MLP,1,2027,train_with_validation_monitoring,38,0.12819185853004456,0.16027644276618958
4min,MLP,1,2027,train_with_validation_monitoring,39,0.12332001328468323,0.16689343750476837
4min,MLP,1,2027,train_with_validation_monitoring,40,0.12582063674926758,0.15332189202308655
4min,MLP,1,2027,train_with_validation_monitoring,41,0.12251090258359909,0.15601316094398499
4min,MLP,1,2027,train_with_validation_monitoring,42,0.12930828332901,0.15351508557796478
4min,MLP,1,2027,train_with_validation_monitoring,43,0.11987818032503128,0.15657363831996918
4min,MLP,1,2027,train_with_validation_monitoring,44,0.1265632063150406,0.1598493754863739
4min,MLP,1,2027,train_with_validation_monitoring,45,0.11514715105295181,0.15392930805683136
4min,MLP,1,2028,train_with_validation_monitoring,1,1.5743504762649536,0.6780550479888916
4min,MLP,1,2028,train_with_validation_monitoring,2,0.7873483300209045,0.2590924799442291
4min,MLP,1,2028,train_with_validation_monitoring,3,0.5157144665718079,0.31855204701423645
