timestamp,temp_sht31_raw,rh_sht31_raw,temp_bme280_raw,rh_bme280_raw,pressure_bme280_raw,temp_sht31_clean,rh_sht31_clean,temp_bme280_clean,rh_bme280_clean,pressure_bme280_clean,records_in_bin,empty_bin_flag,multi_record_bin_flag,duplicate_timestamp_aggregated_flag,rh_bme280_saturated_flag,temp_sht31_observed_flag,rh_sht31_observed_flag,temp_bme280_observed_flag,rh_bme280_observed_flag,pressure_bme280_observed_flag,temp_sht31_interpolated_flag,rh_sht31_interpolated_flag,temp_bme280_interpolated_flag,rh_bme280_interpolated_flag,pressure_bme280_interpolated_flag,temp_sht31_available_after_qc_flag,rh_sht31_available_after_qc_flag,temp_bme280_available_after_qc_flag,rh_bme280_available_after_qc_flag,pressure_bme280_available_after_qc_flag,target_pair_observed_flag,target_pair_interpolated_flag,target_pair_available_flag,quality_status,temp_sht31_clean_step_review_flag,rh_sht31_clean_step_review_flag,temp_bme280_clean_step_review_flag,pressure_bme280_clean_step_review_flag
2026-03-22 00:00:00,24.46,58.33,24.61,53.81,958.44,24.46,58.33,24.61,53.81,958.44,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 00:04:00,24.35,58.65,24.48,54.05,958.4,24.35,58.65,24.48,54.05,958.4,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 00:08:00,24.3,58.97,24.43,54.3,958.43,24.3,58.97,24.43,54.3,958.43,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 00:12:00,24.28,59.62,24.39,54.83,958.36,24.28,59.62,24.39,54.83,958.36,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 00:16:00,24.3,59.83,24.42,54.99,958.33,24.3,59.83,24.42,54.99,958.33,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 00:20:00,24.33,60.31,24.41,55.51,958.35,24.33,60.31,24.41,55.51,958.35,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 00:24:00,24.28,60.59,24.38,55.71,958.37,24.28,60.59,24.38,55.71,958.37,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 00:28:00,,,,,,24.285,59.885000000000005,24.39,,958.37,0,True,False,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,False,True,True,short_gap_interpolated,False,False,False,False
2026-03-22 00:32:00,24.29,59.18,24.4,54.56,958.37,24.29,59.18,24.4,54.56,958.37,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 00:36:00,24.25,58.16,24.37,53.74,958.41,24.25,58.16,24.37,53.74,958.41,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 00:40:00,24.09,58.28,24.27,53.77,958.43,24.09,58.28,24.27,53.77,958.43,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 00:44:00,24.14,58.27,24.26,53.77,958.42,24.14,58.27,24.26,53.77,958.42,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 00:48:00,24.15,58.33,24.25,53.85,958.44,24.15,58.33,24.25,53.85,958.44,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 00:52:00,24.09,58.55,24.27,53.9,958.42,24.09,58.55,24.27,53.9,958.42,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 00:56:00,24.04,58.77,24.17,54.13,958.46,24.04,58.77,24.17,54.13,958.46,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 01:00:00,24.05,58.59,24.14,54.07,958.47,24.05,58.59,24.14,54.07,958.47,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 01:04:00,,,,,,24.1,59.095,24.21,,958.475,0,True,False,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,False,True,True,short_gap_interpolated,False,False,False,False
2026-03-22 01:08:00,24.15,59.6,24.28,54.76,958.48,24.15,59.6,24.28,54.76,958.48,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 01:12:00,24.11,59.75,24.2,54.94,958.44,24.11,59.75,24.2,54.94,958.44,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 01:16:00,24.06,60.18,24.17,55.11,958.42,24.06,60.18,24.17,55.11,958.42,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 01:20:00,24.05,59.08,24.16,54.5,958.42,24.05,59.08,24.16,54.5,958.42,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 01:24:00,24.01,59.8,24.1,55.03,958.46,24.01,59.8,24.1,55.03,958.46,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 01:28:00,,,,,,24.0,60.08333333333333,24.1,,958.4666666666667,0,True,False,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,False,True,True,short_gap_interpolated,False,False,False,False
2026-03-22 01:32:00,,,,,,23.990000000000002,60.36666666666667,24.1,,958.4733333333334,0,True,False,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,False,True,True,short_gap_interpolated,False,False,False,False
2026-03-22 01:36:00,23.98,60.65,24.1,55.74,958.48,23.98,60.65,24.1,55.74,958.48,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 01:40:00,23.91,61.22,24.01,56.28,958.48,23.91,61.22,24.01,56.28,958.48,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 01:44:00,23.81,61.34,23.93,56.46,958.45,23.81,61.34,23.93,56.46,958.45,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 01:48:00,23.74,61.4,23.82,56.47,958.37,23.74,61.4,23.82,56.47,958.37,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 01:52:00,23.68,61.61,23.78,56.72,958.37,23.68,61.61,23.78,56.72,958.37,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 01:56:00,,,,,,23.75,61.31,23.87,,958.38,0,True,False,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,False,True,True,short_gap_interpolated,False,False,False,False
2026-03-22 02:00:00,23.82,61.01,23.96,56.19,958.39,23.82,61.01,23.96,56.19,958.39,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 02:04:00,23.82,60.17,23.91,55.66,958.35,23.82,60.17,23.91,55.66,958.35,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 02:08:00,23.75,60.87,23.84,56.04,958.32,23.75,60.87,23.84,56.04,958.32,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 02:12:00,23.68,61.21,23.77,56.35,958.3,23.68,61.21,23.77,56.35,958.3,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 02:16:00,23.64,61.53,23.73,56.74,958.28,23.64,61.53,23.73,56.74,958.28,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 02:20:00,23.56,61.69,23.67,56.87,958.3,23.56,61.69,23.67,56.87,958.3,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 02:24:00,23.53,61.8,23.64,56.96,958.23,23.53,61.8,23.64,56.96,958.23,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 02:28:00,23.53,61.74,23.62,56.89,958.27,23.53,61.74,23.62,56.89,958.27,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 02:32:00,23.47,62.17,23.55,57.35,958.28,23.47,62.17,23.55,57.35,958.28,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 02:36:00,23.39,62.45,23.47,57.66,958.21,23.39,62.45,23.47,57.66,958.21,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 02:40:00,23.32,62.84,23.43,57.9,958.24,23.32,62.84,23.43,57.9,958.24,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 02:44:00,23.39,61.97,23.47,57.16,958.15,23.39,61.97,23.47,57.16,958.15,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 02:48:00,23.43,61.88,23.48,57.02,958.15,23.43,61.88,23.48,57.02,958.15,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 02:52:00,23.42,61.75,23.47,56.98,958.12,23.42,61.75,23.47,56.98,958.12,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 02:56:00,23.47,61.53,23.52,56.71,958.01,23.47,61.53,23.52,56.71,958.01,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 03:00:00,23.5,61.85,23.53,57.01,957.92,23.5,61.85,23.53,57.01,957.92,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 03:04:00,23.5,62.69,23.57,57.73,957.97,23.5,62.69,23.57,57.73,957.97,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 03:08:00,23.45,63.36,23.51,58.43,957.97,23.45,63.36,23.51,58.43,957.97,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 03:12:00,,,,,,23.756666666666668,62.413333333333334,23.85666666666667,,957.9933333333333,0,True,False,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,False,True,True,short_gap_interpolated,False,False,False,False
2026-03-22 03:16:00,,,,,,24.063333333333333,61.46666666666667,24.203333333333333,,958.0166666666667,0,True,False,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,False,True,True,short_gap_interpolated,False,False,False,False
2026-03-22 03:20:00,24.37,60.52,24.55,55.52,958.04,24.37,60.52,24.55,55.52,958.04,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 03:24:00,23.95,61.38,24.12,56.37,958.1,23.95,61.38,24.12,56.37,958.1,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 03:28:00,23.71,60.19,23.8,55.6,958.05,23.71,60.19,23.8,55.6,958.05,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 03:32:00,23.56,60.91,23.65,56.04,958.07,23.56,60.91,23.65,56.04,958.07,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 03:36:00,23.49,61.02,23.59,56.36,958.04,23.49,61.02,23.59,56.36,958.04,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 03:40:00,23.45,61.07,23.51,56.37,958.11,23.45,61.07,23.51,56.37,958.11,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 03:44:00,23.39,61.18,23.46,56.53,958.17,23.39,61.18,23.46,56.53,958.17,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 03:48:00,23.36,61.73,23.41,56.84,958.18,23.36,61.73,23.41,56.84,958.18,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 03:52:00,23.3,61.84,23.38,57.13,958.25,23.3,61.84,23.38,57.13,958.25,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 03:56:00,23.16,63.05,23.29,58.13,958.29,23.16,63.05,23.29,58.13,958.29,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 04:00:00,22.99,64.4,23.13,59.3,958.29,22.99,64.4,23.13,59.3,958.29,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 04:04:00,22.87,64.58,23.0,59.62,958.37,22.87,64.58,23.0,59.62,958.37,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 04:08:00,22.87,64.47,22.94,59.47,958.33,22.87,64.47,22.94,59.47,958.33,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 04:12:00,22.82,64.02,22.91,59.16,958.34,22.82,64.02,22.91,59.16,958.34,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 04:16:00,22.81,65.03,22.87,59.82,958.3,22.81,65.03,22.87,59.82,958.3,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 04:20:00,,,,,,23.136666666666667,64.33666666666667,23.233333333333334,,958.29,0,True,False,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,False,True,True,short_gap_interpolated,False,False,False,False
2026-03-22 04:24:00,,,,,,23.46333333333333,63.64333333333334,23.596666666666668,,958.28,0,True,False,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,False,True,True,short_gap_interpolated,False,False,False,False
2026-03-22 04:28:00,23.79,62.95,23.96,57.99,958.27,23.79,62.95,23.96,57.99,958.27,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 04:32:00,23.38,64.74,23.51,59.56,958.32,23.38,64.74,23.51,59.56,958.32,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 04:36:00,23.02,66.38,23.15,61.17,958.4,23.02,66.38,23.15,61.17,958.4,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 04:40:00,22.72,66.41,22.86,61.32,958.46,22.72,66.41,22.86,61.32,958.46,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 04:44:00,22.58,67.31,22.69,62.0,958.49,22.58,67.31,22.69,62.0,958.49,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 04:48:00,22.46,67.28,22.57,62.15,958.49,22.46,67.28,22.57,62.15,958.49,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 04:52:00,22.39,67.52,22.47,62.31,958.56,22.39,67.52,22.47,62.31,958.56,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 04:56:00,,,,,,22.355,67.725,22.424999999999997,,958.5699999999999,0,True,False,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,False,True,True,short_gap_interpolated,False,False,False,False
2026-03-22 05:00:00,22.32,67.93,22.38,62.69,958.58,22.32,67.93,22.38,62.69,958.58,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 05:04:00,,,,,,22.27,68.21333333333334,22.336666666666666,,958.5933333333334,0,True,False,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,False,True,True,short_gap_interpolated,False,False,False,False
2026-03-22 05:08:00,,,,,,22.220000000000002,68.49666666666667,22.293333333333333,,958.6066666666667,0,True,False,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,False,True,True,short_gap_interpolated,False,False,False,False
2026-03-22 05:12:00,22.17,68.78,22.25,63.59,958.62,22.17,68.78,22.25,63.59,958.62,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 05:16:00,22.03,68.93,22.13,63.69,958.7,22.03,68.93,22.13,63.69,958.7,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 05:20:00,21.98,69.35,22.05,64.24,958.72,21.98,69.35,22.05,64.24,958.72,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 05:24:00,21.83,69.76,21.91,64.84,958.7,21.83,69.76,21.91,64.84,958.7,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 05:28:00,21.71,70.43,21.81,65.22,958.72,21.71,70.43,21.81,65.22,958.72,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 05:32:00,,,,,,21.693333333333335,70.43333333333334,21.796666666666667,,958.7366666666667,0,True,False,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,False,True,True,short_gap_interpolated,False,False,False,False
2026-03-22 05:36:00,,,,,,21.676666666666666,70.43666666666667,21.78333333333333,,958.7533333333333,0,True,False,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,False,True,True,short_gap_interpolated,False,False,False,False
2026-03-22 05:40:00,21.66,70.44,21.77,65.29,958.77,21.66,70.44,21.77,65.29,958.77,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 05:44:00,21.59,70.54,21.66,65.52,958.76,21.59,70.54,21.66,65.52,958.76,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 05:48:00,,,,,,21.526666666666667,70.79,21.6,,958.8066666666666,0,True,False,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,False,True,True,short_gap_interpolated,False,False,False,False
2026-03-22 05:52:00,,,,,,21.46333333333333,71.04,21.54,,958.8533333333334,0,True,False,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,False,True,True,short_gap_interpolated,False,False,False,False
2026-03-22 05:56:00,21.4,71.29,21.48,66.28,958.9,21.4,71.29,21.48,66.28,958.9,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 06:00:00,21.33,71.45,21.38,66.44,958.91,21.33,71.45,21.38,66.44,958.91,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 06:04:00,21.33,70.87,21.35,66.01,958.89,21.33,70.87,21.35,66.01,958.89,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 06:08:00,21.27,71.15,21.29,66.18,958.89,21.27,71.15,21.29,66.18,958.89,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 06:12:00,21.23,71.33,21.25,66.37,958.92,21.23,71.33,21.25,66.37,958.92,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 06:16:00,,,,,,21.28,71.42,21.3,,958.9549999999999,0,True,False,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,False,True,True,short_gap_interpolated,False,False,False,False
2026-03-22 06:20:00,21.33,71.51,21.35,66.64,958.99,21.33,71.51,21.35,66.64,958.99,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 06:24:00,,,,,,21.365,71.30000000000001,21.375,,959.01,0,True,False,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,False,True,True,short_gap_interpolated,False,False,False,False
2026-03-22 06:28:00,21.4,71.09,21.4,66.32,959.03,21.4,71.09,21.4,66.32,959.03,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 06:32:00,21.37,70.74,21.37,65.87,959.04,21.37,70.74,21.37,65.87,959.04,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 06:36:00,21.44,70.18,21.42,65.51,959.1,21.44,70.18,21.42,65.51,959.1,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 06:40:00,21.5,70.9,21.49,66.02,959.16,21.5,70.9,21.49,66.02,959.16,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 06:44:00,,,,,,21.89,69.8,21.903333333333332,,959.1766666666666,0,True,False,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,False,True,True,short_gap_interpolated,False,False,False,False
2026-03-22 06:48:00,,,,,,22.28,68.7,22.316666666666666,,959.1933333333334,0,True,False,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,False,True,True,short_gap_interpolated,False,False,False,False
2026-03-22 06:52:00,22.67,67.6,22.73,62.68,959.21,22.67,67.6,22.73,62.68,959.21,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 06:56:00,22.5,68.09,22.52,63.16,959.25,22.5,68.09,22.52,63.16,959.25,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 07:00:00,22.39,68.24,22.42,63.38,959.31,22.39,68.24,22.42,63.38,959.31,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 07:04:00,22.41,67.73,22.39,63.13,959.34,22.41,67.73,22.39,63.13,959.34,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 07:08:00,22.5,68.18,22.47,63.32,959.4,22.5,68.18,22.47,63.32,959.4,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 07:12:00,22.58,68.49,22.56,63.71,959.46,22.58,68.49,22.56,63.71,959.46,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 07:16:00,22.6,68.87,22.62,63.91,959.54,22.6,68.87,22.62,63.91,959.54,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 07:20:00,22.67,68.6,22.68,63.74,959.57,22.67,68.6,22.68,63.74,959.57,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 07:24:00,22.75,67.75,22.74,63.04,959.55,22.75,67.75,22.74,63.04,959.55,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 07:28:00,22.9,67.54,22.85,62.79,959.51,22.9,67.54,22.85,62.79,959.51,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 07:32:00,23.01,67.61,22.97,62.85,959.52,23.01,67.61,22.97,62.85,959.52,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 07:36:00,23.16,67.44,23.12,62.64,959.59,23.16,67.44,23.12,62.64,959.59,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 07:40:00,23.33,65.99,23.29,61.5,959.56,23.33,65.99,23.29,61.5,959.56,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 07:44:00,,,,,,23.72,64.47,23.645,,959.54,0,True,False,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,False,True,True,short_gap_interpolated,False,False,False,False
2026-03-22 07:48:00,24.11,62.95,24.0,58.81,959.52,24.11,62.95,24.0,58.81,959.52,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 07:52:00,24.44,62.08,24.3,58.0,959.59,24.44,62.08,24.3,58.0,959.59,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
2026-03-22 07:56:00,24.84,61.23,24.71,57.2,959.58,24.84,61.23,24.71,57.2,959.58,1,False,False,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,True,False,True,observed_complete,False,False,False,False
