timestamp,expected_base_count,temperature,temperature_coverage,relative_humidity,relative_humidity_coverage,temperature_bme280,temperature_bme280_coverage,relative_humidity_bme280,relative_humidity_bme280_coverage,pressure,pressure_coverage,dew_point_c,dew_point_c_coverage,vpd_kpa,vpd_kpa_coverage,absolute_humidity_g_m3,absolute_humidity_g_m3_coverage,target_pair_observed_fraction,target_pair_interpolated_fraction,target_pair_available_fraction,rh_bme280_saturated_fraction,year,month_number,day_of_year,hour,minute,hour_sin,hour_cos,day_of_year_sin,day_of_year_cos,split,target_valid_for_evaluation_flag,resolution_minutes
2026-03-22 00:00:00,5,24.338,1.0,59.08,1.0,24.466,1.0,54.396,1.0,958.392,1.0,15.832303063315305,1.0,1.2460746545880093,1.0,13.10406325410803,1.0,1.0,0.0,1.0,0.0,2026,3,81,0,0,0.0,1.0,0.984305844499033,0.17647097349152166,train,True,20
2026-03-22 00:20:00,5,24.287,1.0,59.625,1.0,24.39,1.0,54.88,0.8,958.374,1.0,15.927407013957396,1.0,1.2256408308449855,1.0,13.187388131218086,1.0,0.8,0.2,1.0,0.0,2026,3,81,0,20,0.08715574274765817,0.9961946980917455,0.984305844499033,0.17647097349152166,train,True,20
2026-03-22 00:40:00,5,24.101999999999997,1.0,58.44,1.0,24.244,1.0,53.884,1.0,958.434,1.0,15.442109411770508,1.0,1.2477431761959723,1.0,12.790492039181396,1.0,1.0,0.0,1.0,0.0,2026,3,81,0,40,0.17364817766693033,0.984807753012208,0.984305844499033,0.17647097349152166,train,True,20
2026-03-22 01:00:00,5,24.094,1.0,59.443000000000005,1.0,24.2,1.0,54.72,0.8,958.457,1.0,15.699654390574263,1.0,1.2170260336957834,1.0,13.004257416578913,1.0,0.8,0.2,1.0,0.0,2026,3,81,1,0,0.25881904510252074,0.9659258262890683,0.984305844499033,0.17647097349152166,train,True,20
2026-03-22 01:20:00,5,24.006,1.0,59.996,1.0,24.112000000000002,1.0,55.09,0.6,958.46,1.0,15.76183290195399,1.0,1.1941405364087223,1.0,13.05975308284125,1.0,0.6,0.4,1.0,0.0,2026,3,81,1,20,0.3420201433256687,0.9396926207859084,0.984305844499033,0.17647097349152166,train,False,20
2026-03-22 01:40:00,5,23.778,1.0,61.376,1.0,23.881999999999998,1.0,56.4825,0.8,958.4100000000001,1.0,15.90377927381106,1.0,1.1372665569840397,1.0,13.188682881432976,1.0,0.8,0.2,1.0,0.0,2026,3,81,1,40,0.4226182617406994,0.9063077870366499,0.984305844499033,0.17647097349152166,train,True,20
2026-03-22 02:00:00,5,23.742,1.0,60.958000000000006,1.0,23.842000000000002,1.0,56.196000000000005,1.0,958.3280000000001,1.0,15.762702839109682,1.0,1.1471181580204095,1.0,13.071891671913988,1.0,1.0,0.0,1.0,0.0,2026,3,81,2,0,0.49999999999999994,0.8660254037844387,0.984305844499033,0.17647097349152166,train,True,20
2026-03-22 02:20:00,5,23.496000000000002,1.0,61.970000000000006,1.0,23.59,1.0,57.146,1.0,958.258,1.0,15.7888364594901,1.0,1.100941897448957,1.0,13.104506257116281,1.0,1.0,0.0,1.0,0.0,2026,3,81,2,20,0.5735764363510462,0.8191520442889918,0.984305844499033,0.17647097349152166,train,True,20
2026-03-22 02:40:00,5,23.406,1.0,61.99400000000001,1.0,23.474,1.0,57.153999999999996,1.0,958.134,1.0,15.70991428033729,1.0,1.094299890503279,1.0,13.042544230876379,1.0,1.0,0.0,1.0,0.0,2026,3,81,2,40,0.6427876096865393,0.766044443118978,0.984305844499033,0.17647097349152166,train,True,20
2026-03-22 03:00:00,5,23.654,1.0,62.355999999999995,1.0,23.734,1.0,57.72333333333333,0.6,957.9739999999999,1.0,16.034053870194573,1.0,1.1004314783262088,1.0,13.304931021782684,1.0,0.6,0.4,1.0,0.0,2026,3,81,3,0,0.7071067811865476,0.7071067811865476,0.984305844499033,0.17647097349152166,train,False,20
