timestamp,expected_base_count,temperature,temperature_coverage,relative_humidity,relative_humidity_coverage,temperature_bme280,temperature_bme280_coverage,relative_humidity_bme280,relative_humidity_bme280_coverage,pressure,pressure_coverage,dew_point_c,dew_point_c_coverage,vpd_kpa,vpd_kpa_coverage,absolute_humidity_g_m3,absolute_humidity_g_m3_coverage,target_pair_observed_fraction,target_pair_interpolated_fraction,target_pair_available_fraction,rh_bme280_saturated_fraction,year,month_number,day_of_year,hour,minute,hour_sin,hour_cos,day_of_year_sin,day_of_year_cos,split,target_valid_for_evaluation_flag,resolution_minutes
2026-03-22 00:00:00,3,24.37,1.0,58.65,1.0,24.506666666666664,1.0,54.053333333333335,1.0,958.4233333333333,1.0,15.748589866812841,1.0,1.2615583445867153,1.0,13.032398281944369,1.0,1.0,0.0,1.0,0.0,2026,3,81,0,0,0.0,1.0,0.984305844499033,0.17647097349152166,train,True,12
2026-03-22 00:12:00,3,24.30333333333333,1.0,59.919999999999995,1.0,24.406666666666666,1.0,55.10999999999999,1.0,958.3466666666667,1.0,16.021272982787902,1.0,1.2178922943585864,1.0,13.264755741848242,1.0,1.0,0.0,1.0,0.0,2026,3,81,0,12,0.05233595624294383,0.9986295347545738,0.984305844499033,0.17647097349152166,train,True,12
2026-03-22 00:24:00,3,24.285,1.0,59.885,1.0,24.39,1.0,55.135000000000005,0.6666666666666666,958.37,1.0,15.994443927809677,1.0,1.217632462007254,1.0,13.24316610102111,1.0,0.6666666666666666,0.3333333333333333,1.0,0.0,2026,3,81,0,24,0.10452846326765346,0.9945218953682733,0.984305844499033,0.17647097349152166,train,False,12
2026-03-22 00:36:00,3,24.16,1.0,58.23666666666667,1.0,24.3,1.0,53.76,1.0,958.42,1.0,15.44206466760704,1.0,1.2582166294573993,1.0,12.787984555600909,1.0,1.0,0.0,1.0,0.0,2026,3,81,0,36,0.15643446504023087,0.9876883405951378,0.984305844499033,0.17647097349152166,train,True,12
2026-03-22 00:48:00,3,24.093333333333334,1.0,58.550000000000004,1.0,24.23,1.0,53.96,1.0,958.44,1.0,15.46332770338789,1.0,1.2437980389716563,1.0,12.808267693764549,1.0,1.0,0.0,1.0,0.0,2026,3,81,0,48,0.20791169081775931,0.9781476007338057,0.984305844499033,0.17647097349152166,train,True,12
2026-03-22 01:00:00,3,24.099999999999998,1.0,59.095,1.0,24.209999999999997,1.0,54.415,0.6666666666666666,958.475,1.0,15.61387358417683,1.0,1.2278896866995843,1.0,12.932673825398743,1.0,0.6666666666666666,0.3333333333333333,1.0,0.0,2026,3,81,1,0,0.25881904510252074,0.9659258262890683,0.984305844499033,0.17647097349152166,train,False,12
2026-03-22 01:12:00,3,24.073333333333334,1.0,59.669999999999995,1.0,24.176666666666666,1.0,54.85,1.0,958.4266666666666,1.0,15.740019208249615,1.0,1.2087164493101243,1.0,13.038621934188429,1.0,1.0,0.0,1.0,0.0,2026,3,81,1,12,0.3090169943749474,0.9510565162951535,0.984305844499033,0.17647097349152166,train,True,12
2026-03-22 01:24:00,3,24.0,1.0,60.083333333333336,1.0,24.100000000000005,1.0,55.03,0.3333333333333333,958.4666666666667,1.0,15.779410433519535,1.0,1.1910839007831633,1.0,13.074445226850727,1.0,0.3333333333333333,0.6666666666666666,1.0,0.0,2026,3,81,1,24,0.35836794954530027,0.9335804264972017,0.984305844499033,0.17647097349152166,train,False,12
2026-03-22 01:36:00,3,23.900000000000002,1.0,61.07,1.0,24.013333333333335,1.0,56.160000000000004,1.0,958.4699999999999,1.0,15.940136571224508,1.0,1.1547272472750965,1.0,13.213920765597182,1.0,1.0,0.0,1.0,0.0,2026,3,81,1,36,0.40673664307580015,0.9135454576426009,0.984305844499033,0.17647097349152166,train,True,12
2026-03-22 01:48:00,3,23.723333333333333,1.0,61.44,1.0,23.823333333333334,1.0,56.595,0.6666666666666666,958.3733333333333,1.0,15.868671146728369,1.0,1.1316379277462743,1.0,13.161493882720139,1.0,0.6666666666666666,0.3333333333333333,1.0,0.0,2026,3,81,1,48,0.45399049973954675,0.8910065241883679,0.984305844499033,0.17647097349152166,train,False,12
