timestamp,expected_base_count,temperature,temperature_coverage,relative_humidity,relative_humidity_coverage,temperature_bme280,temperature_bme280_coverage,relative_humidity_bme280,relative_humidity_bme280_coverage,pressure,pressure_coverage,dew_point_c,dew_point_c_coverage,vpd_kpa,vpd_kpa_coverage,absolute_humidity_g_m3,absolute_humidity_g_m3_coverage,target_pair_observed_fraction,target_pair_interpolated_fraction,target_pair_available_fraction,rh_bme280_saturated_fraction,year,month_number,day_of_year,hour,minute,hour_sin,hour_cos,day_of_year_sin,day_of_year_cos,split,target_valid_for_evaluation_flag,resolution_minutes
2026-03-22 00:00:00,15,24.24233333333333,1.0,59.04833333333333,1.0,24.366666666666667,1.0,54.35142857142857,0.9333333333333333,958.4,1.0,15.73393982968107,1.0,1.2398195538763224,1.0,13.027314474835837,1.0,0.9333333333333333,0.06666666666666667,1.0,0.0,2026,3,81,0,0,0.0,1.0,0.984305844499033,0.17647097349152166,train,True,60
2026-03-22 01:00:00,15,23.959333333333333,1.0,60.27166666666667,1.0,24.064666666666668,1.0,55.46181818181819,0.7333333333333333,958.4423333333333,1.0,15.788422188779771,1.0,1.1828110423628486,1.0,13.084231126951044,1.0,0.7333333333333333,0.26666666666666666,1.0,0.0,2026,3,81,1,0,0.25881904510252074,0.9659258262890683,0.984305844499033,0.17647097349152166,train,False,60
2026-03-22 02:00:00,15,23.548000000000002,1.0,61.64066666666667,1.0,23.63533333333333,1.0,56.832,1.0,958.24,1.0,15.753817859645691,1.0,1.1141199819908818,1.0,13.072980719968882,1.0,1.0,0.0,1.0,0.0,2026,3,81,2,0,0.49999999999999994,0.8660254037844387,0.984305844499033,0.17647097349152166,train,True,60
2026-03-22 03:00:00,15,23.600666666666665,1.0,61.644666666666666,1.0,23.695333333333334,1.0,56.77384615384615,0.8666666666666667,958.078,1.0,15.803643969592166,1.0,1.1177348957030924,1.0,13.113887609727092,1.0,0.8666666666666667,0.13333333333333333,1.0,0.0,2026,3,81,3,0,0.7071067811865476,0.7071067811865476,0.984305844499033,0.17647097349152166,train,True,60
2026-03-22 04:00:00,15,22.91033333333333,1.0,65.38633333333333,1.0,23.021,1.0,60.3225,0.8,958.384,1.0,16.0707199215042,1.0,0.9682734179787047,1.0,13.370073429319774,1.0,0.8,0.2,1.0,0.0,2026,3,81,4,0,0.8660254037844386,0.5000000000000001,0.984305844499033,0.17647097349152166,train,True,60
2026-03-22 05:00:00,15,21.836,1.0,69.79066666666668,1.0,21.91933333333333,1.0,64.59555555555556,0.6,958.7213333333333,1.0,16.07150334333235,1.0,0.7913745740180571,1.0,13.418507003874453,1.0,0.6,0.4,1.0,0.0,2026,3,81,5,0,0.9659258262890683,0.25881904510252074,0.984305844499033,0.17647097349152166,train,False,60
2026-03-22 06:00:00,15,21.612333333333332,1.0,70.40866666666668,1.0,21.629666666666665,1.0,65.56363636363636,0.7333333333333333,959.0483333333334,1.0,15.994574870866018,1.0,0.765257010180678,1.0,13.36342751801458,1.0,0.7333333333333333,0.26666666666666666,1.0,0.0,2026,3,81,6,0,1.0,6.123233995736766e-17,0.984305844499033,0.17647097349152166,train,False,60
2026-03-22 07:00:00,15,23.160666666666668,1.0,66.478,1.0,23.117666666666665,1.0,62.00142857142857,0.9333333333333333,959.5053333333333,1.0,16.559843417150827,1.0,0.9549756081075805,1.0,13.78129593966532,1.0,0.9333333333333333,0.06666666666666667,1.0,0.0,2026,3,81,7,0,0.9659258262890683,-0.25881904510252063,0.984305844499033,0.17647097349152166,train,True,60
2026-03-22 08:00:00,15,27.747,1.0,50.78366666666667,1.0,27.584333333333333,1.0,44.81333333333333,0.6,959.5156666666667,1.0,16.50575134706097,1.0,1.8686026296402636,1.0,13.526237995131918,1.0,0.6,0.4,1.0,0.0,2026,3,81,8,0,0.8660254037844387,-0.4999999999999998,0.984305844499033,0.17647097349152166,train,False,60
2026-03-22 09:00:00,15,35.42733333333333,1.0,36.166666666666664,1.0,35.275999999999996,1.0,33.56818181818182,0.7333333333333333,959.1683333333333,1.0,18.09781740887085,1.0,3.7102095755868323,1.0,14.599058880273677,1.0,0.7333333333333333,0.26666666666666666,1.0,0.0,2026,3,81,9,0,0.7071067811865476,-0.7071067811865475,0.984305844499033,0.17647097349152166,train,False,60
