resolution,target,family,candidate_id,parameters,fit_partition,fit_rows,fit_median,fit_seconds,inference_seconds,aic,bic,status
30min,relative_humidity,STATE_SPACE,2,"{""autoregressive"": 1, ""harmonics"": 3, ""level"": ""local linear trend"", ""stochastic_level"": true, ""stochastic_trend"": true}",train,5040,70.23,6.670189499971457,0.24321740004234016,19820.04647085083,19859.187907641113,ok
30min,relative_humidity,STATE_SPACE,3,"{""autoregressive"": 2, ""harmonics"": 6, ""level"": ""local linear trend"", ""stochastic_level"": true, ""stochastic_trend"": true}",train,5040,70.23,10.276489999960177,0.3183911999221891,17674.763678910065,17720.42033693679,ok
30min,relative_humidity,ARTFIMA_APPROX,1,"{""arma_order"": [1, 0], ""fractional_d"": 0.15, ""tempering_lambda"": 0.005}",train,5040,70.23,0.396788900019601,0.5534230000339448,22067.40850178213,22086.98398586533,ok
30min,relative_humidity,ARTFIMA_APPROX,2,"{""arma_order"": [1, 1], ""fractional_d"": 0.25, ""tempering_lambda"": 0.01}",train,5040,70.23,0.6459877999732271,0.5313531999709085,20121.547027938315,20147.647673382577,ok
30min,relative_humidity,ARTFIMA_APPROX,3,"{""arma_order"": [2, 0], ""fractional_d"": 0.35, ""tempering_lambda"": 0.01}",train,5040,70.23,0.625626299995929,0.5276720999972895,19766.44031938517,19792.54096482943,ok
30min,relative_humidity,ARTFIMA_APPROX,4,"{""arma_order"": [2, 1], ""fractional_d"": 0.25, ""tempering_lambda"": 0.02}",train,5040,70.23,0.9075234000338241,0.4962326999520883,19570.73979032239,19603.36559712772,ok
60min,temperature,ARIMA,1,"{""order"": [1, 0, 0], ""trend"": ""c""}",train,2520,22.772833333333335,0.13179660006426275,0.16504989995155483,9706.727954315453,9724.223996856968,ok
60min,temperature,ARIMA,2,"{""order"": [2, 0, 0], ""trend"": ""c""}",train,2520,22.772833333333335,0.15881199995055795,0.1591163999401033,7870.325844834175,7893.653901556197,ok
60min,temperature,ARIMA,3,"{""order"": [1, 0, 1], ""trend"": ""c""}",train,2520,22.772833333333335,0.3171618999913335,0.1566781000001356,8311.776951668877,8335.1050083909,ok
60min,temperature,ARIMA,4,"{""order"": [1, 1, 1], ""trend"": ""t""}",train,2520,22.772833333333335,0.1965573999332264,0.18793959997128695,8142.307603953575,8165.634073058985,ok
60min,temperature,SARIMA_DAILY_DIFFERENCE,1,"{""order"": [1, 0, 0], ""seasonal_difference"": 1, ""trend"": ""c""}",train,2520,22.772833333333335,0.12013000005390495,0.14643180009443313,6863.9174452436655,6881.384779432134,ok
60min,temperature,SARIMA_DAILY_DIFFERENCE,2,"{""order"": [2, 0, 0], ""seasonal_difference"": 1, ""trend"": ""c""}",train,2520,22.772833333333335,0.1790923000080511,0.17032730008941144,6718.34677300581,6741.636551923767,ok
60min,temperature,SARIMA_DAILY_DIFFERENCE,3,"{""order"": [1, 0, 1], ""seasonal_difference"": 1, ""trend"": ""c""}",train,2520,22.772833333333335,0.16859269991982728,0.1630782000720501,6708.5026966028945,6731.792475520851,ok
60min,temperature,SARIMA_EXACT,1,"{""order"": [1, 0, 0], ""seasonal_order_base"": [1, 0, 0], ""trend"": ""c""}",train,2520,22.772833333333335,1.9410614999942482,0.23003269999753684,6643.089482998417,6666.37765903116,ok
60min,temperature,SARIMA_EXACT,2,"{""order"": [1, 0, 1], ""seasonal_order_base"": [0, 1, 1], ""trend"": ""c""}",train,2520,22.772833333333335,36.59950219991151,1.5635302000446245,5315.674451291153,5344.734318439263,ok
60min,temperature,STATE_SPACE,1,"{""autoregressive"": 1, ""harmonics"": 3, ""level"": ""local level"", ""stochastic_level"": true}",train,2520,22.772833333333335,1.2877675999188796,0.09659650002140552,6681.859965731881,6711.006128419599,ok
60min,temperature,STATE_SPACE,2,"{""autoregressive"": 1, ""harmonics"": 3, ""level"": ""local linear trend"", ""stochastic_level"": true, ""stochastic_trend"": true}",train,2520,22.772833333333335,3.3914090000325814,0.0984666000586003,6695.661496563881,6730.6345037294095,ok
60min,temperature,STATE_SPACE,3,"{""autoregressive"": 2, ""harmonics"": 6, ""level"": ""local linear trend"", ""stochastic_level"": true, ""stochastic_trend"": true}",train,2520,22.772833333333335,4.880412600003183,0.11115319991949946,5860.6169957570855,5901.402097705278,ok
60min,temperature,ARTFIMA_APPROX,1,"{""arma_order"": [1, 0], ""fractional_d"": 0.15, ""tempering_lambda"": 0.005}",train,2520,22.772833333333335,0.17194679996464401,0.21019010001327842,9286.79928196791,9304.295324509425,ok
60min,temperature,ARTFIMA_APPROX,2,"{""arma_order"": [1, 1], ""fractional_d"": 0.25, ""tempering_lambda"": 0.01}",train,2520,22.772833333333335,0.25394890003371984,0.21718079992569983,8133.902182432056,8157.230239154078,ok
60min,temperature,ARTFIMA_APPROX,3,"{""arma_order"": [2, 0], ""fractional_d"": 0.35, ""tempering_lambda"": 0.01}",train,2520,22.772833333333335,0.225958599941805,0.20244040002580732,7941.35848100743,7964.686537729452,ok
60min,temperature,ARTFIMA_APPROX,4,"{""arma_order"": [2, 1], ""fractional_d"": 0.25, ""tempering_lambda"": 0.02}",train,2520,22.772833333333335,0.2873901000712067,0.18724050000309944,7880.962810814092,7910.122881716619,ok
60min,relative_humidity,ARIMA,1,"{""order"": [1, 0, 0], ""trend"": ""c""}",train,2520,70.21733333333333,0.05901850003283471,0.15521159989293665,14611.726284608678,14629.222327150193,ok
60min,relative_humidity,ARIMA,2,"{""order"": [2, 0, 0], ""trend"": ""c""}",train,2520,70.21733333333333,0.12744950002525002,0.15872740000486374,12662.817142810549,12686.145199532571,ok
60min,relative_humidity,ARIMA,3,"{""order"": [1, 0, 1], ""trend"": ""c""}",train,2520,70.21733333333333,0.19736260001081973,0.16141619998961687,13145.994155352619,13169.322212074641,ok
60min,relative_humidity,ARIMA,4,"{""order"": [1, 1, 1], ""trend"": ""t""}",train,2520,70.21733333333333,0.12497960007749498,0.18524630006868392,12923.423228657943,12946.749697763353,ok
60min,relative_humidity,SARIMA_DAILY_DIFFERENCE,1,"{""order"": [1, 0, 0], ""seasonal_difference"": 1, ""trend"": ""c""}",train,2520,70.21733333333333,0.06782120000571012,0.15278020000550896,11976.408702575327,11993.876036763795,ok
60min,relative_humidity,SARIMA_DAILY_DIFFERENCE,2,"{""order"": [2, 0, 0], ""seasonal_difference"": 1, ""trend"": ""c""}",train,2520,70.21733333333333,0.0965165999950841,0.16409830003976822,11803.512039390815,11826.801818308772,ok
60min,relative_humidity,SARIMA_DAILY_DIFFERENCE,3,"{""order"": [1, 0, 1], ""seasonal_difference"": 1, ""trend"": ""c""}",train,2520,70.21733333333333,0.14358399994671345,0.1577017999952659,11779.85638902614,11803.146167944096,ok
60min,relative_humidity,SARIMA_EXACT,1,"{""order"": [1, 0, 0], ""seasonal_order_base"": [1, 0, 0], ""trend"": ""c""}",train,2520,70.21733333333333,2.673682500026189,0.22823940007947385,11733.212335790176,11756.500511822918,ok
60min,relative_humidity,SARIMA_EXACT,2,"{""order"": [1, 0, 1], ""seasonal_order_base"": [0, 1, 1], ""trend"": ""c""}",train,2520,70.21733333333333,30.188822900061496,1.9427982000634074,10310.32622143064,10339.386088578749,ok
60min,relative_humidity,STATE_SPACE,1,"{""autoregressive"": 1, ""harmonics"": 3, ""level"": ""local level"", ""stochastic_level"": true}",train,2520,70.21733333333333,1.0684355999110267,0.12931840005330741,11636.795171860736,11665.941334548454,ok
60min,relative_humidity,STATE_SPACE,2,"{""autoregressive"": 1, ""harmonics"": 3, ""level"": ""local linear trend"", ""stochastic_level"": true, ""stochastic_trend"": true}",train,2520,70.21733333333333,4.0973905000137165,0.09452919999603182,11645.909568402247,11680.882575567775,ok
60min,relative_humidity,STATE_SPACE,3,"{""autoregressive"": 2, ""harmonics"": 6, ""level"": ""local linear trend"", ""stochastic_level"": true, ""stochastic_trend"": true}",train,2520,70.21733333333333,7.483221700065769,0.10893860005307943,10796.113030566783,10836.898132514974,ok
60min,relative_humidity,ARTFIMA_APPROX,1,"{""arma_order"": [1, 0], ""fractional_d"": 0.15, ""tempering_lambda"": 0.005}",train,2520,70.21733333333333,0.13225679995957762,0.23475320008583367,14155.188943138739,14172.684985680255,ok
60min,relative_humidity,ARTFIMA_APPROX,2,"{""arma_order"": [1, 1], ""fractional_d"": 0.25, ""tempering_lambda"": 0.01}",train,2520,70.21733333333333,0.25466490001417696,0.22880639997310936,12925.373105393008,12948.70116211503,ok
60min,relative_humidity,ARTFIMA_APPROX,3,"{""arma_order"": [2, 0], ""fractional_d"": 0.35, ""tempering_lambda"": 0.01}",train,2520,70.21733333333333,0.27895780000835657,0.23632429994177073,12721.005617310571,12744.333674032594,ok
60min,relative_humidity,ARTFIMA_APPROX,4,"{""arma_order"": [2, 1], ""fractional_d"": 0.25, ""tempering_lambda"": 0.02}",train,2520,70.21733333333333,0.3927266000537202,0.18549590010661632,12663.842231299946,12693.002302202474,ok
