timestamp,temp_sht31,rh_sht31,temp_bme280,rh_bme280,pressure_bme280,rh_bme280_raw,rh_bme280_clean,rh_bme280_saturated,rh_bme280_valid_for_model,delta_temp,delta_rh,duplicate_timestamp_flag
2026-06-23 22:07:33,19.03,75.04,18.93,85.19,961.29,85.19,85.19,0,True,0.1000000000000014,-10.149999999999991,True
2026-06-23 22:07:33,19.06,74.92,18.93,85.01,961.33,85.01,85.01,0,True,0.129999999999999,-10.090000000000003,True
2026-06-27 10:46:57,26.89,51.74,26.71,54.78,959.75,54.78,54.78,0,True,0.1799999999999997,-3.039999999999999,True
2026-06-27 10:46:57,26.69,51.92,26.54,54.92,959.84,54.92,54.92,0,True,0.1500000000000021,-3.0,True
2026-08-18 12:41:24,29.63,41.89,29.56,45.58,963.16,45.58,45.58,0,True,0.0700000000000002,-3.6899999999999977,True
2026-08-18 12:41:24,29.45,42.7,29.39,46.44,963.22,46.44,46.44,0,True,0.0599999999999987,-3.739999999999995,True
