timestamp,Observed target-pair coverage,Coverage after quality control
2026-03-01,75.30555555555556,97.44444444444444
2026-04-01,78.80555555555556,98.75925925925925
2026-05-01,79.56093189964157,96.22759856630825
2026-06-01,79.48148148148148,99.33333333333333
2026-07-01,83.50358422939068,99.6146953405018
2026-08-01,84.22081829121541,99.93983152827917
